date,throughput_tpd,solids_tpd_est,water_m3d_est,slurry_m3d_est,rt_hours_est,nacn_input_tpd,specific_nacn_kgpt,nacn_solution_tpd_30pct,cu_ppm_tk_8_s,cu_sol_tk8_gpd_est,cu_solution_fraction_pct_est,free_cn_out_kgd_est,wad_cn_out_kgd_est,complexed_cn_out_kgd_est,free_cn_accountability_pct,wad_cn_accountability_pct,complexed_cn_accountability_pct,free_cn_inventory_t_est,wad_cn_inventory_t_est,complexed_cn_inventory_t_est,au_feed_gpd,au_tail_gpd,au_extracted_gpd,au_recovery_calc_pct,ag_feed_gpd,ag_tail_gpd,ag_extracted_gpd,ag_recovery_calc_pct,cu_feed_gpd,flag_high_cu_solution_fraction,flag_high_wad_accountability,flag_high_specific_nacn,flag_high_rt,flag_low_rt,flag_count
2025-11-11,16667.878,16667.878,16667.878,22841.167,25.108,45.4,2.724,151.333,3639.375,60660660.316,98.886,3062.723,178596.318,175533.595,6.746,393.384,386.638,2.047,125.715,123.668,43761.594,11453.11,32308.483,73.828,638020.092,395256.512,242763.58,38.05,61344265.34,True,True,False,False,True,3
2025-11-12,15970.658,15970.658,15970.658,21885.716,26.204,77.18,4.833,257.267,4390.75,70123164.418,173.587,822.489,186796.803,185974.314,1.066,242.027,240.962,1.753,140.766,139.013,39373.11,10768.498,28604.612,72.65,472399.238,316406.029,155993.21,33.021,40396509.846,True,True,False,False,True,3
2025-11-13,13495.23,13495.23,13495.23,18493.463,31.011,87.395,6.476,291.317,4919.5,66389783.985,242.192,1378.763,180611.162,179232.399,1.578,206.661,205.083,1.697,150.341,148.644,32677.091,6134.952,26542.14,81.226,430781.403,126722.782,304058.621,70.583,27412034.122,True,True,True,False,False,3
2025-11-14,15349.604,15349.604,15349.604,21034.642,27.265,69.235,4.511,230.783,4914.75,75439463.802,362.681,3538.084,216199.165,212661.082,5.11,312.269,307.158,2.948,156.844,153.895,38543.45,7582.543,30960.907,80.327,566727.558,161481.048,405246.51,71.506,20800517.332,True,True,False,False,False,2
2025-11-15,15798.794,15798.794,15798.794,21650.198,26.49,60.32,3.818,201.067,4578.625,72336750.889,521.236,7571.572,223059.216,215487.644,12.552,369.793,357.241,4.84,157.221,152.381,43497.804,7903.832,35593.972,81.829,623440.914,204940.761,418500.152,67.127,13877915.295,True,True,False,False,False,2
2025-11-16,16667.878,16667.878,16667.878,22841.167,25.108,15.0,0.9,50.0,4227.75,70467623.328,536.468,9217.337,220474.363,211257.026,61.449,1469.829,1408.38,3.569,144.485,140.915,43859.97,9665.778,34194.193,77.962,587228.782,241624.548,345604.234,58.853,13135468.866,True,True,False,False,True,3
2025-11-17,15021.5,15021.5,15021.5,20585.018,27.86,53.0,3.528,176.667,4292.125,64474153.541,378.927,3259.665,188613.703,185354.038,6.15,355.875,349.725,2.568,144.414,141.846,55100.288,8436.374,46663.914,84.689,711773.425,205013.227,506760.198,71.197,17014945.157,True,True,False,False,False,2
2025-11-18,13433.711,13433.711,13433.711,18409.159,31.153,62.48,4.651,208.267,4518.375,60698541.68,118.671,2407.993,174084.096,171676.103,3.854,278.624,274.77,2.829,148.947,146.118,35894.243,7252.539,28641.704,79.795,530941.873,188071.947,342869.926,64.578,51148758.26,True,True,False,False,False,2
2025-11-19,14517.626,14517.626,14517.626,19894.524,28.827,51.78,3.567,172.6,4762.25,69136562.037,135.728,2232.085,188638.396,186406.311,4.311,364.307,359.997,1.993,149.077,147.085,40179.907,6948.993,33230.914,82.705,564572.944,156949.829,407623.115,72.2,50937668.566,True,True,False,False,False,2
2025-11-20,12460.14,12460.14,12460.14,17075.007,33.587,68.81,5.522,229.367,4970.125,61928453.318,128.878,443.892,156281.306,155837.413,0.645,227.12,226.475,0.538,143.895,143.357,39025.644,9032.265,29993.379,76.856,597922.11,313889.897,284032.213,47.503,48052163.353,True,True,True,False,False,3
2025-11-21,16024.365,16024.365,16024.365,21959.315,26.117,97.615,6.092,325.383,5016.25,80382220.931,236.225,881.34,205392.298,204510.958,0.903,210.411,209.508,1.558,159.073,157.515,40477.664,10189.455,30288.209,74.827,677008.312,392441.571,284566.741,42.033,34027788.023,True,True,True,False,True,4
2025-11-22,7050.33,7050.33,7050.33,9661.563,59.359,60.915,8.64,203.05,5294.0,37324447.02,670.81,491.173,97811.578,97320.405,0.806,160.571,159.764,1.211,163.817,162.606,18225.227,5644.855,12580.372,69.027,301702.0,207755.184,93946.815,31.139,5564086.822,True,True,True,False,False,3
2025-11-23,15021.5,15021.5,15021.5,20585.018,27.86,69.265,4.611,230.883,5473.0,82212666.764,351.393,1530.315,224249.528,222719.213,2.209,323.756,321.547,2.318,173.723,171.406,40909.514,14871.285,26038.229,63.648,608632.475,490086.747,118545.728,19.477,23396231.705,True,True,False,False,False,2
2025-11-24,15166.022,15166.022,15166.022,20783.066,27.595,51.835,3.418,172.783,5391.875,81773292.175,324.453,3258.799,237348.236,234089.438,6.287,457.892,451.605,3.121,184.238,181.117,37865.214,12803.773,25061.441,66.186,571042.399,393658.551,177383.848,31.063,25203412.389,True,True,False,False,False,2
2025-11-25,14910.178,14910.178,14910.178,20432.467,28.068,82.325,5.521,274.417,5308.125,79145091.25,289.007,5404.94,240258.889,234853.949,6.565,291.842,285.277,3.808,184.746,180.938,36662.385,10236.737,26425.647,72.078,532122.684,267866.209,264256.475,49.661,27385165.351,True,True,True,False,False,3
2025-11-26,17137.575,17137.575,17137.575,23484.825,24.42,43.13,2.517,143.767,5644.75,96737326.481,288.044,2300.719,257749.128,255448.409,5.334,597.61,592.275,1.832,176.446,174.614,41040.555,10534.654,30505.901,74.331,638687.028,317257.487,321429.541,50.327,33584207.564,True,True,False,False,True,3
2025-11-27,14773.468,14773.468,14773.468,20245.124,28.328,102.15,6.914,340.5,5864.125,86633465.968,187.437,941.809,225350.795,224408.987,0.922,220.608,219.686,1.372,182.256,180.884,33340.167,7357.769,25982.398,77.931,570850.995,242265.484,328585.511,57.561,46220010.984,True,True,True,False,False,3
2025-11-28,12375.185,12375.185,12375.185,16958.586,33.818,71.505,5.778,238.35,6308.375,78067304.52,223.07,1823.793,215885.094,214061.301,2.551,301.916,299.366,2.011,201.525,199.514,25465.55,4943.39,20522.16,80.588,436550.33,178604.038,257946.292,59.087,34996841.754,True,True,True,False,False,3
2025-11-29,3711.676,3711.676,3711.676,5086.372,112.753,30.645,8.256,102.15,6871.0,25502929.232,267.054,174.449,65251.273,65076.824,0.569,212.926,212.357,0.382,194.752,194.37,10245.708,3264.835,6980.873,68.135,168245.572,130234.732,38010.84,22.592,9549739.076,True,True,True,True,False,4
2025-12-02,8414.5,8414.5,8414.5,11530.982,49.736,36.0,4.278,120.0,7243.6,60951275.822,880.279,5.217,130441.587,130436.37,0.014,362.338,362.323,0.086,172.111,172.025,29750.636,9760.821,19989.815,67.191,464354.515,286093.017,178261.498,38.389,6924084.659,True,True,False,False,False,2
2025-12-03,8805.1,8805.1,8805.1,12066.249,47.53,58.78,6.676,195.933,6190.5,54507974.645,870.541,252.413,132692.865,132440.452,0.429,225.745,225.316,0.381,164.489,164.108,20173.689,8381.571,11792.118,58.453,319919.576,200844.783,119074.793,37.22,6261389.684,True,True,True,False,False,3
2025-12-04,13133.925,13133.925,13133.925,17998.342,31.864,64.695,4.926,215.65,5146.75,67597028.494,855.685,3634.814,196204.422,192569.608,5.618,303.276,297.658,3.411,173.265,169.854,28483.256,8975.864,19507.392,68.487,489944.717,318749.053,171195.664,34.942,7899752.214,True,True,True,False,False,3
2025-12-05,14454.153,14454.153,14454.153,19807.543,28.954,44.13,3.053,147.1,4739.5,68505458.144,298.782,6867.529,208645.699,201778.169,15.562,472.798,457.236,7.495,177.428,169.933,36331.029,14667.43,21663.599,59.628,589813.91,434331.726,155482.184,26.361,22928266.789,True,True,False,False,False,2
2025-12-06,13678.812,13678.812,13678.812,18745.039,30.595,13.62,0.996,45.4,4463.25,61051957.659,227.842,6933.448,190118.388,183184.94,50.906,1395.877,1344.97,5.333,163.064,157.732,34054.084,12468.428,21585.656,63.386,621940.782,409120.406,212820.376,34.219,26795773.048,True,True,False,False,False,2
2025-12-07,12695.476,12695.476,12695.476,17397.505,32.965,6.81,0.536,22.7,4378.667,55589259.768,186.824,2378.286,156175.52,153797.234,34.923,2293.326,2258.403,2.585,140.304,137.72,28529.652,8696.137,19833.515,69.519,577758.816,390372.686,187386.13,32.433,29754834.031,True,True,False,False,False,2
2025-12-08,13258.917,13258.917,13258.917,18169.627,31.564,37.455,2.825,124.85,4048.75,53682040.204,204.395,2106.51,149461.142,147354.631,5.624,399.042,393.418,3.162,133.209,130.047,28953.803,11366.584,17587.219,60.742,534898.977,450561.498,84337.479,15.767,26263912.643,True,True,False,False,False,2
2025-12-09,15041.03,15041.03,15041.03,20611.781,27.824,52.21,3.471,174.033,3970.125,59714767.244,200.898,2983.764,169512.402,166528.638,5.715,324.674,318.959,2.979,134.385,131.406,34440.015,14439.388,20000.626,58.074,628738.729,541477.062,87261.667,13.879,29723994.772,True,True,False,False,False,2
2025-12-10,15320.309,15320.309,15320.309,20994.497,27.317,46.535,3.037,155.117,3979.625,60969082.714,128.899,1945.679,167221.167,165275.488,4.181,359.345,355.164,1.559,128.777,127.218,0.0,0.0,0.0,,0.0,0.0,0.0,,47299815.851,True,True,False,False,False,2
2025-12-11,16057.566,16057.566,16057.566,22004.813,26.063,59.02,3.676,196.733,4016.125,64489192.252,218.408,2613.369,176573.01,173959.641,4.428,299.175,294.747,1.765,127.444,125.68,0.0,0.0,0.0,,0.0,0.0,0.0,,29526990.862,True,True,False,False,True,3
2025-12-12,18003.73,18003.73,18003.73,24671.779,23.245,64.695,3.593,215.65,4049.125,72899355.261,160.675,2126.691,198401.11,196274.419,3.287,306.671,303.384,2.244,132.294,130.05,32158.682,9266.27,22892.412,71.186,719778.361,461872.888,257905.473,35.831,45370725.545,True,True,False,False,True,3
2025-12-13,16905.168,16905.168,16905.168,23166.341,24.756,72.215,4.272,240.717,4433.625,74951175.474,184.993,2400.534,205461.186,203060.652,3.324,284.513,281.189,1.651,139.321,137.67,34707.292,10411.742,24295.55,70.001,614622.653,310436.779,304185.875,49.491,40515671.45,True,True,False,False,True,3
2025-12-14,18128.722,18128.722,18128.722,24843.064,23.085,59.4,3.277,198.0,4492.75,81447818.012,153.216,2402.056,220399.944,217997.888,4.044,371.044,367.0,1.112,131.82,130.708,28720.834,9170.37,19550.463,68.071,560092.023,354022.276,206069.747,36.792,53158864.373,True,True,False,False,True,3
2025-12-15,8536.563,8536.563,8536.563,11698.253,49.025,28.8,3.374,96.0,4116.8,35143322.558,277.813,470.706,88609.524,88138.818,1.634,307.672,306.038,1.01,124.6,123.59,17265.228,4080.595,13184.633,76.365,222698.364,117816.334,104882.03,47.096,12649970.659,True,True,False,False,False,2
2025-12-16,15238.283,15238.283,15238.283,20882.091,27.464,56.7,3.721,189.0,4114.875,62703627.702,435.833,1372.207,163335.341,161963.133,2.42,288.069,285.649,3.409,130.02,126.611,34337.499,8170.104,26167.395,76.206,477298.01,206043.162,271254.848,56.831,14387090.906,True,True,False,False,False,2
2025-12-17,17088.75,17088.75,17088.75,23417.917,24.49,59.0,3.453,196.667,3601.0,61536588.75,159.797,4549.88,178897.852,174347.972,7.712,303.217,295.505,4.223,122.721,118.498,38036.395,13259.337,24777.058,65.14,626810.511,375952.5,250858.011,40.021,38509172.289,True,True,False,False,True,3
2025-12-18,17494.974,17494.974,17494.974,23974.594,23.921,72.0,4.115,240.0,3701.875,64764206.876,128.279,4327.819,179695.252,175367.433,6.011,249.577,243.566,1.881,117.15,115.269,45350.855,13646.08,31704.775,69.91,683327.921,385103.316,298224.606,43.643,50487002.326,True,True,False,False,True,3
2025-12-19,5047.528,5047.528,5047.528,6916.984,82.912,57.4,11.372,191.333,4351.0,21961796.504,256.934,35.333,51939.068,51903.736,0.062,90.486,90.425,0.208,121.362,121.154,11707.456,4091.277,7616.179,65.054,192417.918,129460.602,62957.316,32.719,8547632.409,True,False,True,True,False,3
2025-12-20,15159.186,15159.186,15159.186,20773.699,27.607,86.1,5.68,287.0,4177.75,63331289.312,204.184,5963.245,188940.305,182977.06,6.926,219.443,212.517,5.822,146.527,140.705,33451.136,10474.419,22976.717,68.687,407511.705,295361.12,112150.585,27.521,31016700.257,True,True,True,False,False,3
2025-12-21,17937.328,17937.328,17937.328,24580.783,23.331,76.2,4.248,254.0,4204.625,75419739.844,628.539,5672.68,222669.512,216996.832,7.444,292.217,284.773,6.243,154.432,148.189,37247.486,11117.413,26130.073,70.153,452943.051,385466.034,67477.017,14.897,11999210.034,True,True,False,False,True,3
2025-12-22,17060.432,17060.432,17060.432,23379.11,24.531,55.0,3.224,183.333,4048.375,69067024.374,230.74,11006.111,221145.843,210139.732,20.011,402.083,382.072,9.156,159.995,150.839,34069.923,9431.549,24638.374,72.317,453673.992,383006.086,70667.907,15.577,29932818.8,True,True,False,False,True,3
2025-12-23,13898.525,13898.525,13898.525,19046.126,30.111,41.8,3.008,139.333,4112.875,57162893.953,482.23,8849.885,184850.376,176000.49,21.172,442.226,421.054,9.879,156.963,147.084,30887.0,7591.997,23295.003,75.42,399173.415,313062.819,86110.595,21.572,11853870.21,True,True,False,False,False,2
2025-12-24,8334.428,8334.428,8334.428,11421.252,50.214,30.8,3.696,102.667,4181.875,34853534.002,307.409,5193.39,109785.246,104591.856,16.862,356.446,339.584,6.421,154.704,148.283,19835.362,5166.784,14668.578,73.952,283773.641,175034.201,108739.44,38.319,11337851.086,True,True,False,False,False,2
2025-12-25,6302.331,6302.331,6302.331,8636.528,66.404,20.43,3.242,68.1,4343.0,27371023.533,146.493,779.388,77770.765,76991.376,3.815,380.669,376.855,2.639,154.747,152.107,14780.252,4390.847,10389.404,70.292,212292.423,141869.494,70422.93,33.173,18684149.737,True,True,False,False,False,2
2025-12-26,8699.638,8699.638,8699.638,11921.727,48.106,34.05,3.914,113.5,4367.875,37998933.513,313.576,1333.22,109963.431,108630.211,3.915,322.947,319.031,2.05,143.395,141.345,21208.314,7995.054,13213.26,62.302,346887.721,215046.367,131841.354,38.007,12117942.671,True,True,False,False,False,2
2025-12-27,8542.422,8542.422,8542.422,11706.282,48.991,71.505,8.371,238.35,4599.25,39288734.384,625.037,941.802,109727.411,108785.609,1.317,153.454,152.137,2.633,146.55,143.916,22856.731,6635.07,16221.661,70.971,546939.982,281899.926,265040.056,48.459,6285826.596,True,True,True,False,False,3
2025-12-28,11060.816,11060.816,11060.816,15157.414,37.837,31.78,2.873,105.933,4370.375,48339911.541,921.795,2726.491,145560.332,142833.841,8.579,458.025,449.446,3.516,155.268,151.752,25534.597,5917.505,19617.092,76.826,625990.25,381597.517,244392.733,39.041,5244105.605,True,True,False,False,False,2
2025-12-29,15195.316,15195.316,15195.316,20823.212,27.542,47.76,3.143,159.2,4316.125,65584885.429,687.213,4710.548,201983.745,197273.196,9.863,422.914,413.051,4.746,153.375,148.629,44216.851,9573.049,34643.801,78.35,834359.568,501445.445,332914.123,39.901,9543600.123,True,True,False,False,False,2
2025-12-30,13802.828,13802.828,13802.828,18914.986,30.32,23.84,1.727,79.467,4123.0,56909057.783,506.44,4906.905,179609.293,174702.388,20.583,753.395,732.812,4.465,147.931,143.466,26118.799,6974.651,19144.148,73.296,563053.691,307885.564,255168.127,45.319,11237069.178,True,True,False,False,False,2
2025-12-31,15507.796,15507.796,15507.796,21251.425,26.987,48.805,3.147,162.683,3952.25,61290688.717,320.269,7577.497,194661.616,187084.119,15.526,398.856,383.33,4.078,140.639,136.561,28656.276,6434.997,22221.279,77.544,609527.921,286904.788,322623.133,52.93,19137230.218,True,True,False,False,False,2
2026-01-01,18452.468,18452.468,18452.468,25286.715,22.68,24.97,1.784,83.233,4041.8,74581183.546,195.545,9523.319,239586.839,230063.521,38.139,959.499,921.36,4.258,143.705,139.447,27543.316,10093.418,17449.897,63.354,551699.188,350596.884,201102.304,36.451,38140108.631,True,True,False,False,True,3
2026-01-02,14598.391,14598.391,14598.391,20005.202,28.668,40.86,6.453,136.2,4132.25,60324200.383,222.215,3158.727,178647.807,175489.081,7.731,437.219,429.489,3.165,147.259,144.094,17690.145,6503.233,11186.912,63.238,342016.177,189779.08,152237.097,44.512,27146769.883,True,True,True,False,False,3
2026-01-03,13801.973,13801.973,13801.973,18913.815,30.322,18.16,1.562,60.533,4276.0,59017235.693,721.478,4960.823,179425.646,174464.823,27.317,988.027,960.709,9.523,160.402,150.879,17092.797,8369.138,8723.659,51.037,321278.048,159239.352,162038.697,50.436,8180051.83,True,True,False,False,False,2
2026-01-04,15477.871,15477.871,15477.871,21210.416,27.039,37.458,6.087,124.86,4392.625,67988482.223,752.788,1797.368,188559.161,186761.793,4.798,503.388,498.59,2.229,147.793,145.564,20413.469,8856.728,11556.741,56.613,442368.952,170256.579,272112.373,61.513,9031552.582,True,True,True,False,False,3
2026-01-05,15947.904,15947.904,15947.904,21854.535,26.242,18.08,1.347,60.267,4365.625,69622568.4,680.41,17257.626,236627.026,219369.4,95.451,1308.778,1213.326,11.789,227.591,215.802,22771.237,9997.2,12774.037,56.097,530725.103,157051.321,373673.782,70.408,10232450.418,True,True,False,False,True,3
2026-01-06,15947.904,15947.904,15947.904,21854.535,26.242,10.08,2.287,33.6,4545.75,72495184.608,702.977,6943.319,227496.851,220553.532,68.882,2256.913,2188.031,3.857,159.666,155.81,27612.429,8135.108,19477.32,70.538,513782.972,150280.009,363502.963,70.75,10312589.89,True,True,False,False,True,3
2026-01-07,14626.73,14626.73,14626.73,20044.037,28.612,12.0,2.683,40.0,4067.75,59497879.33,774.083,3929.105,177623.348,173694.242,32.743,1480.195,1447.452,3.306,141.767,138.461,26847.602,7201.072,19646.53,73.178,471345.398,172123.304,299222.094,63.483,7686236.404,True,True,False,False,False,2
2026-01-08,16155.07,16155.07,16155.07,22138.43,25.905,40.025,4.396,133.417,4462.375,72089982.276,280.372,3142.161,208420.602,205278.441,7.85,520.726,512.876,2.741,150.661,147.919,23978.62,6540.047,17438.573,72.726,582452.532,193493.33,388959.201,66.78,25712294.054,True,True,False,False,True,3
2026-01-09,15200.346,15200.346,15200.346,20830.104,27.532,25.82,4.088,86.067,4175.875,63474744.853,216.258,2806.364,186242.239,183435.875,10.869,721.31,710.441,2.192,136.457,134.265,27703.36,4965.088,22738.272,82.078,599121.599,190503.834,408617.765,68.203,29351398.79,True,True,False,False,False,2
2026-01-10,9314.67,9314.67,9314.67,12764.548,44.929,8.0,3.783,26.667,4048.0,37705785.779,180.157,1033.928,104361.567,103327.639,12.924,1304.52,1291.595,1.745,124.158,122.413,16604.416,3007.986,13596.43,81.884,338671.994,115276.451,223395.542,65.962,20929461.56,True,True,False,False,False,2
2026-01-11,9674.28,9674.28,9674.28,13257.347,43.259,24.0,4.135,80.0,3902.143,37750422.6,146.716,519.647,101179.148,100659.501,2.165,421.58,419.415,1.722,121.315,119.593,17871.947,5405.812,12466.135,69.753,346586.186,171780.034,174806.152,50.437,25730314.755,True,True,False,False,False,2
2026-01-12,15077.219,15077.219,15077.219,20661.374,27.757,25.0,4.046,83.333,3975.286,59936252.507,161.808,312.314,150427.566,150115.252,1.249,601.71,600.461,0.76,118.819,118.058,24119.732,9774.492,14345.24,59.475,505336.369,363138.269,142198.1,28.139,37041601.362,True,True,False,False,False,2
2026-01-13,17446.929,17446.929,17446.929,23908.754,23.987,40.0,4.585,133.333,4299.375,75010889.51,141.771,968.305,193355.588,192387.284,2.421,483.389,480.968,1.665,139.709,138.044,27123.782,8366.122,18757.66,69.156,604692.295,418306.095,186386.2,30.823,52909715.156,True,True,False,False,True,3
2026-01-14,13162.884,13162.884,13162.884,18038.026,31.794,42.7,6.488,142.333,4918.375,64739999.594,281.275,702.569,168550.73,167848.161,1.645,394.732,393.087,1.2,151.784,150.585,22760.509,4607.009,18153.5,79.759,458135.348,275236.198,182899.15,39.923,23016630.515,True,True,True,False,False,3
2026-01-15,15558.001,15558.001,15558.001,21320.224,26.9,30.0,3.857,100.0,4620.25,71881855.044,563.199,6557.698,217442.514,210884.817,21.859,724.808,702.949,5.71,162.851,157.141,23954.713,5134.873,18819.84,78.564,944722.912,642281.312,302441.6,32.014,12763135.795,True,True,False,False,False,2
2026-01-16,16604.582,16604.582,16604.582,22754.428,25.204,32.7,3.939,109.0,4576.75,75995022.499,267.194,6423.898,227150.687,220726.789,19.645,694.65,675.005,3.906,153.379,149.473,24804.015,5306.255,19497.76,78.607,848962.347,469985.317,378977.03,44.64,28441845.311,True,True,False,False,True,3
2026-01-17,17263.215,17263.215,17263.215,23656.999,24.242,30.0,3.476,100.0,4664.0,80515635.693,2367.957,1842.848,220688.627,218845.779,6.143,735.629,729.486,2.528,153.7,151.171,33026.836,6037.396,26989.44,81.72,683683.35,413844.2,269839.15,39.468,3400215.432,True,True,False,False,True,3
2026-01-18,15839.435,15839.435,15839.435,21705.892,26.422,32.7,3.211,109.0,4070.75,64478379.212,334.454,10285.733,206942.216,196656.483,31.455,632.851,601.396,6.003,152.849,146.845,39415.429,5941.689,33473.74,84.925,602052.835,181963.435,420089.4,69.776,19278679.51,True,True,False,False,False,2
2026-01-19,12435.847,12435.847,12435.847,17041.717,33.653,3.405,1.095,11.35,4364.375,54274700.624,704.166,2950.405,159800.637,156850.232,86.649,4693.117,4606.468,4.315,152.725,148.411,29089.591,4097.341,24992.25,85.915,554328.374,205029.264,349299.11,63.013,7707662.417,True,True,False,False,False,2
2026-01-20,15688.946,15688.946,15688.946,21499.667,26.675,13.62,1.953,45.4,4349.125,68233187.272,284.871,3610.419,200700.842,197090.423,26.508,1473.574,1447.066,3.485,147.629,144.144,32245.252,8766.412,23478.84,72.813,623565.386,309899.436,313665.95,50.302,23952333.124,True,True,False,False,False,2
2026-01-21,16879.176,16879.176,16879.176,23130.722,24.794,40.86,4.304,136.2,4237.875,71531836.296,210.711,1514.906,192359.305,190844.399,3.708,470.777,467.069,3.215,146.744,143.529,40423.776,9024.266,31399.51,77.676,748675.846,368904.726,379771.12,50.726,33947782.723,True,True,False,False,True,3
2026-01-22,15626.405,15626.405,15626.405,21413.963,26.782,45.4,5.474,151.333,4628.375,72324863.168,818.748,2177.93,204080.852,201902.922,4.797,449.517,444.72,2.083,142.342,140.258,38949.432,10263.932,28685.5,73.648,630099.702,340221.952,289877.75,46.005,8833594.663,True,True,True,False,False,3
2026-01-25,7434.538,7434.538,7434.538,10188.07,56.292,4.54,5.496,15.133,4548.333,33814755.184,1413.957,768.236,89487.051,88718.815,16.921,1971.08,1954.159,2.642,141.912,139.27,12299.015,4906.795,7392.22,60.104,218821.419,96648.989,122172.43,55.832,2391498.736,True,True,True,False,False,3
2026-01-26,13007.509,13007.509,13007.509,17825.105,32.174,27.24,4.886,90.8,4072.333,52970913.299,1125.218,5903.241,165542.234,159638.992,21.671,607.717,586.046,5.479,139.005,133.526,22193.049,7101.43,15091.62,68.002,458860.017,152221.376,306638.642,66.826,4707613.528,True,True,True,False,False,3
2026-01-27,16162.888,16162.888,16162.888,22149.143,25.893,22.565,3.065,75.217,3818.625,61720008.189,1208.426,4543.792,187186.447,182642.655,20.136,829.543,809.407,2.999,135.236,132.238,24446.261,6479.891,17966.37,73.493,550787.615,178421.085,372366.53,67.606,5107472.608,True,True,False,False,True,3
2026-01-28,16577.221,16577.221,16577.221,22716.932,25.246,25.755,3.099,85.85,3938.625,65291456.273,418.662,6170.87,204210.639,198039.768,23.96,792.897,768.937,3.603,136.491,132.888,24310.719,7136.589,17174.13,70.644,547881.821,232081.091,315800.73,57.64,15595259.528,True,True,False,False,True,3
2026-01-29,16349.533,16349.533,16349.533,22404.916,25.597,25.0,3.242,83.333,4039.625,66045983.053,247.164,3690.907,196296.583,192605.676,14.764,785.186,770.423,3.278,132.403,129.125,19893.944,7289.824,12604.12,63.357,541336.833,290918.303,250418.53,46.259,26721558.239,True,True,False,False,True,3
2026-01-30,15043.017,15043.017,15043.017,20614.505,27.82,28.0,2.925,93.333,3745.5,56343619.424,414.083,3187.239,166281.747,163094.508,11.383,593.863,582.48,3.739,128.669,124.929,14837.217,5244.007,9593.21,64.656,538237.213,338117.063,200120.15,37.181,13606842.231,True,True,False,False,False,2
2026-01-31,16400.348,16400.348,16400.348,22474.55,25.518,26.16,3.923,87.2,3998.5,65576789.879,393.483,2037.743,184114.402,182076.659,7.79,703.801,696.012,1.687,128.471,126.784,16444.607,6795.547,9649.06,58.676,675282.705,344642.805,330639.9,48.963,16665712.559,True,True,False,False,True,3
2026-02-01,15933.246,15933.246,15933.246,21834.448,26.266,44.05,5.301,146.833,4326.875,68941163.786,620.421,2820.185,199822.821,197002.637,6.402,453.627,447.225,2.188,143.406,141.218,22771.834,6755.931,16015.904,70.332,682756.554,262724.129,420032.426,61.52,11112003.44,True,True,True,False,True,4
2026-02-02,12071.352,12071.352,12071.352,16542.223,34.669,20.0,4.142,66.667,4551.167,54938733.024,431.548,1786.56,153406.76,151620.2,8.933,767.034,758.101,2.524,206.536,204.012,18124.821,6568.68,11556.141,63.759,464124.301,226899.977,237224.324,51.112,12730604.922,True,True,False,False,False,2
2026-02-03,16710.12,16710.12,16710.12,22899.053,25.045,24.0,2.873,80.0,4201.875,70213835.475,282.599,5088.232,206390.87,201302.638,21.201,859.962,838.761,3.856,144.728,140.871,27793.43,8695.79,19097.64,68.713,669928.393,292753.485,377174.909,56.301,24845710.342,True,True,False,False,True,3
2026-02-04,15933.246,15933.246,15933.246,21834.448,26.266,30.945,4.222,103.15,4410.75,70277564.794,220.66,1653.074,188510.217,186857.142,5.342,609.178,603.836,2.238,144.519,142.281,32541.766,9009.833,23531.934,72.313,766397.348,383001.814,383395.535,50.026,31848837.755,True,True,False,False,True,3
2026-02-05,13702.298,13702.298,13702.298,18777.224,30.543,45.4,6.627,151.333,4771.857,65385410.494,387.511,749.711,170339.144,169589.432,1.651,375.196,373.545,1.803,153.114,151.311,26544.58,9166.781,17377.799,65.466,582195.871,342213.486,239982.385,41.22,16873172.087,True,True,True,False,False,3
2026-02-06,13650.507,13650.507,13650.507,18706.25,30.658,45.4,6.256,151.333,5229.25,71381912.684,455.55,2760.815,205030.612,202269.797,6.081,451.609,445.528,5.135,168.851,163.717,23677.834,9282.345,14395.49,60.797,606026.435,437588.206,168438.23,27.794,15669397.759,True,True,True,False,False,3
2026-02-07,10072.978,10072.978,10072.978,13803.71,41.547,45.4,8.25,151.333,4483.571,45162914.568,368.133,3349.985,136373.727,133023.742,7.379,300.383,293.004,3.815,151.808,147.993,18507.291,7216.153,11291.138,61.009,492963.122,215659.245,277303.877,56.252,12268094.695,True,True,True,False,False,3
2026-02-08,13031.939,13031.939,13031.939,17858.583,32.114,15.675,1.817,52.25,3741.5,48759000.517,386.572,9622.458,164006.955,154384.497,61.387,1046.296,984.909,7.41,144.53,137.12,21170.854,7630.349,13540.505,63.958,524515.443,188312.303,336203.14,64.098,12613162.01,True,True,False,False,False,2
2026-02-09,11704.902,11704.902,11704.902,16040.05,35.755,8.0,2.235,26.667,3774.0,44174298.638,145.803,3196.901,135659.81,132462.908,39.961,1695.748,1655.786,3.711,127.063,123.352,20160.421,10060.645,10099.776,50.097,527257.149,239671.981,287585.169,54.544,30297247.143,True,True,False,False,False,2
2026-02-10,11431.23,11431.23,11431.23,15665.018,36.61,18.16,3.177,60.533,3511.125,40136476.38,164.321,2251.952,120042.201,117790.249,12.401,661.025,648.625,2.758,114.469,111.711,13902.402,4415.287,9487.115,68.241,497605.731,241008.669,256597.062,51.566,24425585.218,True,True,False,False,False,2
