date,cu_regime,guidance_status_v2,throughput_tpd,cu_solution_ppm_avg,specific_nacn_kgpt,free_cn_ppm_avg,complexed_cn_gpl_avg,recovery_au_pct,analogue_count,analog_specific_p25,analog_specific_p50,analog_specific_p75,analog_free_cn_p50,analog_complexed_p50,analog_recovery_p50
2025-01-23,Medium Cu,Normal,14803.328800000001,1154.90625,0.5404189900855272,738.75,4.4846875,78.37714501143867,20,1.240368320926083,1.546377682188003,2.1928725583887663,466.0,4.378573660714285,79.06035902077234
2025-01-24,Medium Cu,Normal,7972.933800000001,1182.84375,2.0067895208160387,339.5,4.1514375,82.35079627998584,20,1.2252797902078805,1.546377682188003,2.2695204758977128,466.0,4.378573660714285,79.49462338028897
2025-01-25,Medium Cu,Normal,14648.5702,1177.3125,1.3653209649089164,330.8125,4.1510625,74.97185647214779,20,1.280072191990317,1.676913847019188,2.1928725583887663,466.0,4.378573660714285,79.49462338028897
2025-01-26,Medium Cu,Normal,11894.4403,1167.21875,1.0088747093043124,477.28125,4.22584375,79.35484106979419,20,1.2252797902078805,1.546377682188003,2.2695204758977128,439.765625,4.27190625,79.49462338028897
2025-01-27,Medium Cu,Normal,14927.517800000001,1170.15625,1.3398074795797597,497.59375,4.1205,76.7453825707415,20,1.240368320926083,1.4069163394507715,2.0604804749325236,466.0,4.378573660714285,79.06035902077234
2025-01-28,Medium Cu,Normal,14361.9802,1183.0,1.6710787555604623,483.75,4.1137500000000005,79.65115048409766,20,1.280072191990317,1.546377682188003,2.1928725583887663,458.453125,4.188640625,79.20485705633408
2025-01-29,Medium Cu,Normal,13638.8181,1182.4375,1.759683267569937,328.5625,3.928625,78.05307161261359,20,1.2252797902078805,1.546377682188003,2.0580322117414305,459.203125,4.159515625,79.50299577694592
2025-01-30,Medium Cu,Normal,13598.6955,1156.71875,2.353166890162369,657.59375,4.09428125,77.73146018033866,20,1.280072191990317,1.546377682188003,2.0580322117414305,472.015625,4.1967187500000005,79.50299577694592
2025-01-31,Medium Cu,Normal,10475.819800000001,1044.1071428571427,0.7636633841296124,787.9285714285714,3.8306428571428577,79.06885205735257,20,1.3485669823820003,1.6847188111998355,2.2471119359287974,480.515625,4.301031249999999,79.1133921279228
2025-02-01,Medium Cu,Normal,12038.6906,1024.5625,1.32904819399545,1000.75,3.8351875,75.5395360200409,20,1.280072191990317,1.546377682188003,2.2471119359287974,514.90625,4.301031249999999,79.21184656357337
2025-02-02,Medium Cu,Normal,12606.1388,965.25,1.2692228963875918,774.25,3.654678571428571,74.55801097676621,20,1.2252797902078805,1.4069163394507715,2.2471119359287974,490.671875,4.1731718749999995,79.21184656357337
2025-02-03,Medium Cu,Normal,13415.277900000001,975.875,0.8945025283449402,477.90625,3.5749062499999997,72.73974989997392,20,1.2252797902078805,1.546377682188003,1.8323934513504736,472.015625,4.15125,79.06186255011326
2025-02-04,Medium Cu,Normal,10628.667800000001,1024.3333333333335,0.7526813473274608,406.625,3.6779583333333328,76.1119488987701,20,1.2582605881800721,1.546377682188003,2.2471119359287974,459.203125,4.117125,79.20485705633408
2025-02-05,Low Cu,Normal,8676.9899,822.75,1.8439574304448596,900.6999999999999,3.1473,74.91929765775755,20,1.1159286958075647,1.371888681510697,2.2471119359287974,595.4375,4.1967187500000005,78.97039762170198
2025-02-06,Low Cu,Normal,7164.75,696.4583333333334,1.674866534073066,888.1666666666667,2.722666666666667,82.34487114187361,20,1.1159286958075647,1.3831673655861443,2.0580322117414305,507.984375,4.13259375,78.97039762170198
2025-02-10,Low Cu,Normal,12256.499,702.90625,0.9790724088501945,646.78125,2.68915625,79.25603613608946,20,1.1159286958075647,1.347184579452183,1.7136899670218906,507.984375,4.104015625000001,78.21510831202613
2025-02-11,Low Cu,Normal,12047.2883,719.09375,0.9960747764291488,623.0625,2.72475,80.11161485706951,20,1.001424134190783,1.3344278367876048,1.8727025218068545,480.828125,4.08225,78.72299853439563
2025-02-12,Low Cu,Normal,12244.080100000001,736.75,1.3067539471585128,457.57142857142856,2.755285714285714,79.01024135793926,20,1.1709673049453158,1.3525642222443381,1.8214598308814625,472.015625,4.104015625000001,79.1554545894817
2025-02-13,Low Cu,Normal,11121.6026,706.6785714285714,1.0789811892757255,405.17857142857144,2.623392857142857,76.22733651839343,20,1.1709673049453158,1.4013037510428776,1.763327807726274,439.765625,4.065140625,79.1554545894817
2025-02-14,Low Cu,Normal,12449.4696,692.90625,1.606494143332821,587.4375,2.6194374999999996,80.00597420132026,20,1.0056747260855214,1.2837639655944217,1.6593713092894913,480.828125,4.104015625000001,79.03255720040661
2025-02-15,Low Cu,Normal,7895.5545,706.8571428571429,2.026456786537285,773.6071428571429,2.6942499999999994,86.22673124052608,20,1.0582545860640813,1.4915201425287625,2.0517363030318174,583.984375,4.065140625,78.94109227199533
2025-02-18,Low Cu,Normal,9461.2912,770.1428571428571,2.1138763808474685,554.25,2.860392857142857,81.78453596988608,20,1.2252797902078805,1.3885470083782994,2.2471119359287974,472.015625,4.08225,79.50299577694592
2025-02-19,Low Cu,Normal,13402.859,696.21875,0.2984437872546447,708.9375,2.6907500000000004,79.19150983590728,20,1.0056747260855214,1.2837639655944217,1.6226402963897313,598.890625,3.8329151785714286,78.69369318468897
2025-02-20,Low Cu,Normal,15176.8511,616.96875,0.5271185667756865,833.59375,2.4904687500000002,80.66584996308154,20,0.9918241845344102,1.2472982799725525,1.4485804403914895,601.796875,3.8329151785714286,78.26155475945123
2025-02-21,Low Cu,Normal,15609.602,601.96875,0.5125050593858831,646.34375,2.4352187500000007,82.89588537716428,20,0.9579299387238809,1.1884935107664143,1.7136899670218906,601.796875,3.7426607142857145,78.62454409874503
2025-02-22,Low Cu,Normal,12027.227,608.6666666666666,0.6651574797748475,528.4166666666667,2.3799166666666665,80.91056897870192,20,0.8617927422911082,1.1152972736255204,1.7136899670218906,529.21875,3.7412120535714286,79.13018094662993
2025-02-23,Low Cu,Normal,12529.7148,640.59375,1.3567746968989272,449.375,2.369375,80.7777675639388,20,0.7390369080409211,1.043927949290019,1.5025546195924313,554.4739583333334,3.7027745535714285,79.22377298599838
2025-02-24,Low Cu,Normal,14892.1717,635.34375,1.2086887233512087,549.0625,2.3784375000000004,81.51690138818716,20,0.7390369080409211,1.1152972736255204,1.4485804403914895,601.796875,3.3611031249999996,79.03954670764591
2025-02-25,Low Cu,Normal,7481.9096,640.25,0.5346228722143341,496.25,2.3737500000000002,85.4641360383333,20,0.7390369080409211,1.1152972736255204,1.6807396172646016,601.796875,2.740017857142857,79.68382549657949
2025-02-26,Low Cu,Normal,8853.7204,705.5416666666666,0.45178747682160825,302.66666666666663,2.479833333333333,77.18585120230938,20,0.8617927422911082,1.143834956313467,1.7136899670218906,467.4263392857143,3.6264322916666663,80.17255269528522
2025-02-27,Low Cu,Normal,5191.1002,678.0833333333333,2.119011303230094,289.75,2.3944166666666664,82.70437936357166,20,0.7609178749290746,1.1928675682171193,1.8323934513504736,450.515625,3.664869791666666,79.30543860294182
2025-02-28,Low Cu,Normal,14322.8129,606.28125,1.5360111280934208,431.09375,2.25328125,75.54156521361635,20,0.7390369080409211,1.043927949290019,1.3589112639014245,503.16145833333337,3.165095982142857,79.13018094662993
2025-03-01,Low Cu,Normal,15173.985200000001,626.15625,1.383947573640707,625.5625,2.39475,79.40026200699073,20,0.7390369080409211,1.1152972736255204,1.3192591345936164,601.796875,2.740017857142857,79.03954670764591
2025-03-02,Low Cu,Normal,13889.1067,664.71875,1.2592602517770275,640.4375,2.57925,80.19493425256141,20,0.6325238278847192,1.2577213352548609,1.6235872410178822,570.84375,2.554953125,80.38873241007553
2025-03-03,Low Cu,Normal,8197.4293,775.25,0.0,545.8125,2.9073124999999997,82.8133404842448,20,0.9005936765813578,1.28300709946777,1.6235872410178822,570.84375,2.59934375,80.15327455481545
2025-03-06,Low Cu,Normal,6870.5176,763.45,0.7277472078668425,429.59999999999997,2.8899,77.21676087627698,20,0.5327467958546722,1.143834956313467,1.4219634622538855,586.0625,2.534859375,80.43039210782148
2025-03-07,Low Cu,Normal,14045.7759,643.3125,0.7831536027853042,656.25,2.5296875,78.65091447490667,20,0.5327467958546722,1.037527982852437,1.3635679160843721,547.4375,2.534859375,80.05879452919488
