date,throughput_tpd,rt_hours_est,nacn_input_tpd,wad_cn_accountability_pct,cu_solution_fraction_pct_est,flag_count,flag_high_cu_solution_fraction,flag_high_wad_accountability,flag_high_specific_nacn,flag_high_rt,flag_low_rt
2025-12-16,15238.283,27.464,56.7,288.069,435.833,2,True,True,False,False,False
2025-12-17,17088.75,24.49,59.0,303.217,159.797,3,True,True,False,False,True
2025-12-18,17494.974,23.921,72.0,249.577,128.279,3,True,True,False,False,True
2025-12-19,5047.528,82.912,57.4,90.486,256.934,3,True,False,True,True,False
2025-12-20,15159.186,27.607,86.1,219.443,204.184,3,True,True,True,False,False
2025-12-21,17937.328,23.331,76.2,292.217,628.539,3,True,True,False,False,True
2025-12-22,17060.432,24.531,55.0,402.083,230.74,3,True,True,False,False,True
2025-12-23,13898.525,30.111,41.8,442.226,482.23,2,True,True,False,False,False
2025-12-24,8334.428,50.214,30.8,356.446,307.409,2,True,True,False,False,False
2025-12-25,6302.331,66.404,20.43,380.669,146.493,2,True,True,False,False,False
2025-12-26,8699.638,48.106,34.05,322.947,313.576,2,True,True,False,False,False
2025-12-27,8542.422,48.991,71.505,153.454,625.037,3,True,True,True,False,False
2025-12-28,11060.816,37.837,31.78,458.025,921.795,2,True,True,False,False,False
2025-12-29,15195.316,27.542,47.76,422.914,687.213,2,True,True,False,False,False
2025-12-30,13802.828,30.32,23.84,753.395,506.44,2,True,True,False,False,False
2025-12-31,15507.796,26.987,48.805,398.856,320.269,2,True,True,False,False,False
2026-01-01,18452.468,22.68,24.97,959.499,195.545,3,True,True,False,False,True
2026-01-02,14598.391,28.668,40.86,437.219,222.215,3,True,True,True,False,False
2026-01-03,13801.973,30.322,18.16,988.027,721.478,2,True,True,False,False,False
2026-01-04,15477.871,27.039,37.458,503.388,752.788,3,True,True,True,False,False
2026-01-05,15947.904,26.242,18.08,1308.778,680.41,3,True,True,False,False,True
2026-01-06,15947.904,26.242,10.08,2256.913,702.977,3,True,True,False,False,True
2026-01-07,14626.73,28.612,12.0,1480.195,774.083,2,True,True,False,False,False
2026-01-08,16155.07,25.905,40.025,520.726,280.372,3,True,True,False,False,True
2026-01-09,15200.346,27.532,25.82,721.31,216.258,2,True,True,False,False,False
2026-01-10,9314.67,44.929,8.0,1304.52,180.157,2,True,True,False,False,False
2026-01-11,9674.28,43.259,24.0,421.58,146.716,2,True,True,False,False,False
2026-01-12,15077.219,27.757,25.0,601.71,161.808,2,True,True,False,False,False
2026-01-13,17446.929,23.987,40.0,483.389,141.771,3,True,True,False,False,True
2026-01-14,13162.884,31.794,42.7,394.732,281.275,3,True,True,True,False,False
2026-01-15,15558.001,26.9,30.0,724.808,563.199,2,True,True,False,False,False
2026-01-16,16604.582,25.204,32.7,694.65,267.194,3,True,True,False,False,True
2026-01-17,17263.215,24.242,30.0,735.629,2367.957,3,True,True,False,False,True
2026-01-18,15839.435,26.422,32.7,632.851,334.454,2,True,True,False,False,False
2026-01-19,12435.847,33.653,3.405,4693.117,704.166,2,True,True,False,False,False
2026-01-20,15688.946,26.675,13.62,1473.574,284.871,2,True,True,False,False,False
2026-01-21,16879.176,24.794,40.86,470.777,210.711,3,True,True,False,False,True
2026-01-22,15626.405,26.782,45.4,449.517,818.748,3,True,True,True,False,False
2026-01-25,7434.538,56.292,4.54,1971.08,1413.957,3,True,True,True,False,False
2026-01-26,13007.509,32.174,27.24,607.717,1125.218,3,True,True,True,False,False
2026-01-27,16162.888,25.893,22.565,829.543,1208.426,3,True,True,False,False,True
2026-01-28,16577.221,25.246,25.755,792.897,418.662,3,True,True,False,False,True
2026-01-29,16349.533,25.597,25.0,785.186,247.164,3,True,True,False,False,True
2026-01-30,15043.017,27.82,28.0,593.863,414.083,2,True,True,False,False,False
2026-01-31,16400.348,25.518,26.16,703.801,393.483,3,True,True,False,False,True
2026-02-01,15933.246,26.266,44.05,453.627,620.421,4,True,True,True,False,True
2026-02-02,12071.352,34.669,20.0,767.034,431.548,2,True,True,False,False,False
2026-02-03,16710.12,25.045,24.0,859.962,282.599,3,True,True,False,False,True
2026-02-04,15933.246,26.266,30.945,609.178,220.66,3,True,True,False,False,True
2026-02-05,13702.298,30.543,45.4,375.196,387.511,3,True,True,True,False,False
2026-02-06,13650.507,30.658,45.4,451.609,455.55,3,True,True,True,False,False
2026-02-07,10072.978,41.547,45.4,300.383,368.133,3,True,True,True,False,False
2026-02-08,13031.939,32.114,15.675,1046.296,386.572,2,True,True,False,False,False
2026-02-09,11704.902,35.755,8.0,1695.748,145.803,2,True,True,False,False,False
2026-02-10,11431.23,36.61,18.16,661.025,164.321,2,True,True,False,False,False
2026-02-11,10261.784,40.783,3.405,3135.294,137.922,2,True,True,False,False,False
2026-02-12,5963.782,70.174,3.405,1611.36,487.424,3,True,True,False,True,False
2026-02-13,12006.239,34.857,26.16,422.869,359.342,2,True,True,False,False,False
2026-02-14,13184.426,31.742,10.215,1146.296,469.603,2,True,True,False,False,False
2026-02-15,13211.623,31.677,6.81,1717.414,317.253,2,True,True,False,False,False
2026-02-16,16288.701,25.693,11.0,1185.373,196.025,3,True,True,False,False,True
2026-02-17,15613.648,26.804,13.62,905.637,223.946,2,True,True,False,False,False
2026-02-18,15403.847,27.169,13.0,933.71,236.731,2,True,True,False,False,False
2026-02-19,12604.56,33.203,23.0,460.888,140.457,2,True,True,False,False,False
2026-02-20,11666.284,35.873,25.08,377.014,205.787,2,True,True,False,False,False
2026-02-21,10965.006,38.167,27.24,319.956,184.272,3,True,True,True,False,False
2026-02-22,9873.265,42.387,18.16,423.8,107.723,3,True,True,True,False,False
2026-02-23,3999.813,104.631,10.215,315.11,78.524,4,True,True,True,True,False
2026-02-24,10939.752,38.255,34.08,270.637,104.808,2,True,True,False,False,False
2026-02-25,12589.019,33.243,27.0,423.481,223.443,2,True,True,False,False,False
2026-02-26,12516.172,33.437,28.215,405.45,235.145,2,True,True,False,False,False
2026-02-27,9547.879,43.832,30.645,290.244,258.944,2,True,True,False,False,False
2026-02-28,13937.184,30.028,20.43,613.973,125.064,2,True,True,False,False,False
2026-03-01,14016.83,29.857,40.777,368.708,300.567,3,True,True,True,False,False
2026-03-02,12380.19,33.804,18.89,791.048,291.004,2,True,True,False,False,False
2026-03-03,10524.036,39.766,29.105,457.41,280.771,2,True,True,False,False,False
2026-03-04,12874.582,32.506,20.43,737.39,284.752,2,True,True,False,False,False
2026-03-05,12835.73,32.605,10.215,1350.799,298.546,2,True,True,False,False,False
2026-03-06,11911.052,35.136,19.215,647.069,195.73,3,True,True,True,False,False
2026-03-07,11716.792,35.718,32.7,383.617,320.509,3,True,True,True,False,False
2026-03-08,13407.825,31.213,27.675,563.522,206.389,2,True,True,False,False,False
2026-03-09,14671.486,28.525,21.35,723.352,204.399,2,True,True,False,False,False
2026-03-10,14550.074,28.763,22.7,667.573,187.003,2,True,True,False,False,False
2026-03-11,8884.481,47.105,22.7,371.426,184.19,3,True,True,True,False,False
2026-03-12,13870.164,30.173,9.08,1479.624,156.043,2,True,True,False,False,False
2026-03-13,9967.481,41.987,27.24,347.892,240.032,2,True,True,False,False,False
