pattern_id,pattern_type,pattern_source,surface,vertex_id,x,y,z_rl
13,Production,legacy_bounds_fit,top_crest,3,443949.1267106044,6812801.778987858,200.0
13,Production,legacy_bounds_fit,top_crest,4,443946.49370928906,6812722.788948398,200.0
13,Production,legacy_bounds_fit,top_crest,5,443938.9342513027,6812634.595271891,200.0
13,Production,legacy_bounds_fit,top_crest,6,443844.2441791228,6812654.32237026,200.0
13,Production,legacy_bounds_fit,top_crest,7,443845.50961022393,6812750.495133944,200.0
13,Production,legacy_bounds_fit,top_crest,8,443860.9597229999,6812761.7315796,200.0
14,Production,legacy_bounds_fit,bottom_toe_floor,1,444330.73508145026,6812716.0917390585,185.0
14,Production,legacy_bounds_fit,bottom_toe_floor,2,444238.2853555795,6812700.878493028,185.0
14,Production,legacy_bounds_fit,bottom_toe_floor,3,444118.9198867337,6812706.729741501,185.0
14,Production,legacy_bounds_fit,bottom_toe_floor,4,444119.9837500924,6812736.517915545,185.0
14,Production,legacy_bounds_fit,bottom_toe_floor,5,444122.30060807354,6812772.263724396,185.0
14,Production,legacy_bounds_fit,bottom_toe_floor,6,444330.73508145026,6812772.263724396,185.0
14,Production,legacy_bounds_fit,bottom_toe_floor,7,444330.73508145026,6812716.0917390585,185.0
14,Production,legacy_bounds_fit,top_crest,1,444336.1946349642,6812711.457167231,200.0
14,Production,legacy_bounds_fit,top_crest,2,444238.59845335776,6812695.397036079,200.0
14,Production,legacy_bounds_fit,top_crest,3,444113.27152288414,6812701.540513063,200.0
14,Production,legacy_bounds_fit,top_crest,4,444114.5305032274,6812736.791962675,200.0
14,Production,legacy_bounds_fit,top_crest,5,444117.1834588445,6812777.72327791,200.0
14,Production,legacy_bounds_fit,top_crest,6,444336.1946349642,6812777.72327791,200.0
14,Production,legacy_bounds_fit,top_crest,7,444336.1946349642,6812711.457167231,200.0
15,Production,legacy_bounds_fit,bottom_toe_floor,1,443799.8197530851,6812609.195781684,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,2,443799.72202510753,6812609.38017842,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,3,443797.6140974996,6812612.862628667,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,4,443793.42200279975,6812620.348512059,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,5,443792.5650949098,6812622.268125072,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,6,443790.39583255915,6812626.805062298,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,7,443788.945011649,6812631.30233361,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,8,443788.0076366803,6812633.942728888,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,9,443785.166310665,6812641.263804622,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,10,443784.4121526406,6812643.30572037,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,11,443784.1023190283,6812645.5727007035,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,12,443784.007497354,6812646.232450033,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,13,443782.8222969601,6812654.092430696,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,14,443782.44645293494,6812656.250917073,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,15,443781.91907749575,6812658.919226378,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,16,443781.9490653257,6812661.486828996,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,17,443781.94741157995,6812662.739658553,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,18,443781.9112390965,6812665.265709775,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,19,443782.10645718937,6812666.254087849,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,20,443783.74707301805,6812672.492918149,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,21,443783.7785802108,6812672.613364041,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,22,443784.5934511319,6812675.744973959,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,23,443786.1684182119,6812679.07138836,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,24,443786.77841731807,6812680.412358241,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,25,443789.14338490536,6812685.829493543,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,26,443790.66152210237,6812688.552637383,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,27,443791.6377181848,6812690.23386397,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,28,443795.30627137347,6812695.929844908,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,29,443796.80546197045,6812698.4193873815,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,30,443799.1226742977,6812702.543830112,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,31,443802.45901588857,6812706.768397486,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,32,443804.85694203404,6812710.085130155,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,33,443807.1767852138,6812713.599030657,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,34,443809.6686651778,6812716.153934697,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,35,443815.50539720076,6812721.511109097,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,36,443821.9497549759,6812727.056792792,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,37,443829.5163748331,6812733.05712978,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,38,443831.4875656695,6812734.707817519,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,39,443833.3349604115,6812736.340621969,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,40,443838.11327415245,6812740.189819148,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,41,443842.6842694695,6812743.184397636,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,42,443847.4031675141,6812746.222854571,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,43,443846.25170789944,6812656.409004634,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,44,443834.5492109538,6812572.151026625,185.0
15,Production,legacy_bounds_fit,bottom_toe_floor,45,443799.8197530851,6812609.195781684,185.0
15,Production,legacy_bounds_fit,top_crest,1,443795.3376082987,6812605.994245696,200.0
15,Production,legacy_bounds_fit,top_crest,2,443794.97091750253,6812606.6861313535,200.0
15,Production,legacy_bounds_fit,top_crest,3,443792.8957158527,6812610.1145159295,200.0
15,Production,legacy_bounds_fit,top_crest,4,443788.53753919865,6812617.8969742395,200.0
15,Production,legacy_bounds_fit,top_crest,5,443787.60880811396,6812619.977482888,200.0
