MEASURE_WHILE_DRILLING_PK,DATE_TIME,DRILL_PATTERN,PATTERN_HOLE_NUMBER,X,Y,Z,BOTTOM_Z,TOP_Z,CURRENT_DEPTH,TOTAL_DEPTH,MINE_HOLE_NUMBER,MWD_DRILL_NUMBER,MWD_DIAMETER,MWD_PEN,MWD_RPM,MWD_TORQUE,MWD_WOB,ACTUAL_MAST_ANGLE,ACTUAL_DRILL_HEADING,AUDIT_JOB_SK,AUDIT_ETL_SK,ODW_INSERT_DATE,ODW_UPDATE_DATE,GUID_HOLE_BY_HOLE,GUID_HOLE_DATA
43955041,2024.04.12 05:42:25,B102_408_804,815.0,801655.989,7513077.953,409.9327,405.6742,420.4899,10.5572357178,14.8157348633,5100001338157,2,251.0,2.6301484108,78.1708374023,3471.8271484375,18.3569278717,0.0,11.94,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,4F582562-4CF8-EE11-8D4A-0030646ACDBB,3979AB6A-4BF8-EE11-8D4A-0030646ACDBB
43955042,2024.04.12 05:42:25,B102_408_804,815.0,801655.989,7513077.953,410.2395,405.6742,420.4899,10.2503967285,14.8157348633,5100001338157,2,251.0,2.6241974831,78.988243103,3064.193359375,17.0731906891,0.0,11.94,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,4F582562-4CF8-EE11-8D4A-0030646ACDBB,3879AB6A-4BF8-EE11-8D4A-0030646ACDBB
43955043,2024.04.12 05:42:25,B102_408_804,815.0,801655.989,7513077.953,410.5457,405.6742,420.4899,9.9442520142,14.8157348633,5100001338157,2,251.0,2.6230201721,78.9432449341,3475.1672363281,13.9659442902,0.0,11.94,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,4F582562-4CF8-EE11-8D4A-0030646ACDBB,34973262-4BF8-EE11-8D4A-0030646ACDBB
43955044,2024.04.12 05:42:25,B102_408_804,815.0,801655.989,7513077.953,410.8517,405.6742,420.4899,9.6382446289,14.8157348633,5100001338157,2,251.0,3.0694053173,79.8927078247,2839.9943847656,18.9664859772,0.0,11.94,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,4F582562-4CF8-EE11-8D4A-0030646ACDBB,33973262-4BF8-EE11-8D4A-0030646ACDBB
43955045,2024.04.12 05:42:25,B102_408_804,815.0,801655.989,7513077.953,411.1586,405.6742,420.4899,9.3313140869,14.8157348633,5100001338157,2,251.0,2.2987601757,78.951751709,2989.3935546875,19.8158969879,0.0,11.94,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,4F582562-4CF8-EE11-8D4A-0030646ACDBB,0E937859-4BF8-EE11-8D4A-0030646ACDBB
43955046,2024.04.12 05:42:25,B102_408_804,815.0,801655.989,7513077.953,411.4651,405.6742,420.4899,9.0248260498,14.8157348633,5100001338157,2,251.0,1.6761809587,78.8878555298,3176.8962402344,20.081287384,0.0,11.94,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,4F582562-4CF8-EE11-8D4A-0030646ACDBB,0D937859-4BF8-EE11-8D4A-0030646ACDBB
43955047,2024.04.12 05:42:25,B102_408_804,815.0,801655.989,7513077.953,411.7723,405.6742,420.4899,8.7175445557,14.8157348633,5100001338157,2,251.0,1.8414086103,76.301399231,3099.83203125,20.1222133636,0.0,11.94,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,4F582562-4CF8-EE11-8D4A-0030646ACDBB,C3BD5E53-4BF8-EE11-8D4A-0030646ACDBB
43955048,2024.04.12 05:42:25,B102_408_804,815.0,801655.989,7513077.953,412.0792,405.6742,420.4899,8.41065979,14.8157348633,5100001338157,2,251.0,1.0296360254,75.1345291138,2979.9545898438,20.0966110229,0.0,11.94,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,4F582562-4CF8-EE11-8D4A-0030646ACDBB,98C6184D-4BF8-EE11-8D4A-0030646ACDBB
43955049,2024.04.12 05:42:25,B102_408_804,815.0,801655.989,7513077.953,412.3881,405.6742,420.4899,8.1017990112,14.8157348633,5100001338157,2,251.0,1.1453388929,75.8014221191,2899.6708984375,20.1449794769,0.0,11.94,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,4F582562-4CF8-EE11-8D4A-0030646ACDBB,712CA142-4BF8-EE11-8D4A-0030646ACDBB
43955050,2024.04.12 05:42:25,B102_408_804,815.0,801655.989,7513077.953,412.6935,405.6742,420.4899,7.7964019775,14.8157348633,5100001338157,2,251.0,1.1494301558,76.3131484985,2901.38671875,20.1742477417,0.0,11.94,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,4F582562-4CF8-EE11-8D4A-0030646ACDBB,17D1AD38-4BF8-EE11-8D4A-0030646ACDBB
43955051,2024.04.12 05:42:25,B102_408_804,815.0,801655.989,7513077.953,413.0,405.6742,420.4899,7.4899139404,14.8157348633,5100001338157,2,251.0,0.9159020185,74.3623962402,2870.1960449219,20.197725296,0.0,11.94,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,4F582562-4CF8-EE11-8D4A-0030646ACDBB,8913202F-4BF8-EE11-8D4A-0030646ACDBB
43955052,2024.04.12 05:42:25,B102_408_804,815.0,801655.989,7513077.953,413.3052,405.6742,420.4899,7.1846466064,14.8157348633,5100001338157,2,251.0,1.3100560904,77.3947753906,3233.0361328125,19.3423748016,0.0,11.94,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,4F582562-4CF8-EE11-8D4A-0030646ACDBB,D7054123-4BF8-EE11-8D4A-0030646ACDBB
43955053,2024.04.12 05:42:25,B102_408_804,815.0,801655.989,7513077.953,413.6109,405.6742,420.4899,6.8789901733,14.8157348633,5100001338157,2,251.0,1.4104347229,76.9466094971,3412.5590820313,19.3750190735,0.0,11.94,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,4F582562-4CF8-EE11-8D4A-0030646ACDBB,A71A6D1B-4BF8-EE11-8D4A-0030646ACDBB
43955054,2024.04.12 05:42:25,B102_408_804,815.0,801655.989,7513077.953,413.9165,405.6742,420.4899,6.5734176636,14.8157348633,5100001338157,2,251.0,1.4083923101,76.8561172485,2945.3850097656,20.12566185,0.0,11.94,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,4F582562-4CF8-EE11-8D4A-0030646ACDBB,C240CB13-4BF8-EE11-8D4A-0030646ACDBB
43955055,2024.04.12 05:42:25,B102_408_804,815.0,801655.989,7513077.953,414.2216,405.6742,420.4899,6.2682876587,14.8157348633,5100001338157,2,251.0,1.0801531076,75.6574707031,2906.7585449219,20.2685432434,0.0,11.94,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,4F582562-4CF8-EE11-8D4A-0030646ACDBB,CAD3600B-4BF8-EE11-8D4A-0030646ACDBB
43955056,2024.04.12 05:42:25,B102_408_804,815.0,801655.989,7513077.953,414.5276,405.6742,420.4899,5.962272644,14.8157348633,5100001338157,2,251.0,0.9215325117,74.7933731079,2834.3059082031,20.3447875977,0.0,11.94,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,4F582562-4CF8-EE11-8D4A-0030646ACDBB,C01E3901-4BF8-EE11-8D4A-0030646ACDBB
43955057,2024.04.12 05:42:25,B102_408_804,815.0,801655.989,7513077.953,414.8348,405.6742,420.4899,5.655128479,14.8157348633,5100001338157,2,251.0,1.3102524281,74.3350067139,3299.5314941406,19.5951461792,0.0,11.94,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,4F582562-4CF8-EE11-8D4A-0030646ACDBB,8F07E3F5-4AF8-EE11-8D4A-0030646ACDBB
43955058,2024.04.12 05:42:25,B102_408_804,815.0,801655.989,7513077.953,415.1405,405.6742,420.4899,5.3494262695,14.8157348633,5100001338157,2,251.0,1.0183953047,74.9225769043,3208.9089355469,19.7528114319,0.0,11.94,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,4F582562-4CF8-EE11-8D4A-0030646ACDBB,65B675ED-4AF8-EE11-8D4A-0030646ACDBB
43955059,2024.04.12 05:42:25,B102_408_804,815.0,801655.989,7513077.953,415.446,405.6742,420.4899,5.0439376831,14.8157348633,5100001338157,2,251.0,1.833260417,78.3192977905,3397.1149902344,19.3527088165,0.0,11.94,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,4F582562-4CF8-EE11-8D4A-0030646ACDBB,2C5EB5E2-4AF8-EE11-8D4A-0030646ACDBB
43955060,2024.04.12 05:42:25,B102_408_804,815.0,801655.989,7513077.953,415.7515,405.6742,420.4899,4.7384109497,14.8157348633,5100001338157,2,251.0,1.6678162813,78.1491470337,3125.2255859375,20.0406932831,0.0,11.94,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,4F582562-4CF8-EE11-8D4A-0030646ACDBB,C0CA4BDC-4AF8-EE11-8D4A-0030646ACDBB
43955061,2024.04.12 05:42:25,B102_408_804,815.0,801655.989,7513077.953,416.0573,405.6742,420.4899,4.4326629639,14.8157348633,5100001338157,2,251.0,1.5251015425,78.3009872437,2946.4001464844,20.0987949371,0.0,11.94,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,4F582562-4CF8-EE11-8D4A-0030646ACDBB,44112FD6-4AF8-EE11-8D4A-0030646ACDBB
43955062,2024.04.12 05:42:25,B102_408_804,815.0,801655.989,7513077.953,416.3622,405.6742,420.4899,4.1276626587,14.8157348633,5100001338157,2,251.0,1.4108220339,77.4592819214,2937.3391113281,20.0359649658,0.0,11.94,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,4F582562-4CF8-EE11-8D4A-0030646ACDBB,305532CF-4AF8-EE11-8D4A-0030646ACDBB
43955063,2024.04.12 05:42:25,B102_408_804,815.0,801655.989,7513077.953,416.6679,405.6742,420.4899,3.8220062256,14.8157348633,5100001338157,2,251.0,1.3093041182,77.2896499634,3089.6179199219,20.0191707611,0.0,11.94,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,4F582562-4CF8-EE11-8D4A-0030646ACDBB,669501C7-4AF8-EE11-8D4A-0030646ACDBB
43955064,2024.04.12 05:42:25,B102_408_804,815.0,801655.989,7513077.953,416.9734,405.6742,420.4899,3.5165252686,14.8157348633,5100001338157,2,251.0,1.8419579268,77.0664825439,3319.4621582031,19.8120937347,0.0,11.94,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,4F582562-4CF8-EE11-8D4A-0030646ACDBB,A6881DBF-4AF8-EE11-8D4A-0030646ACDBB
43955065,2024.04.12 05:42:25,B102_408_804,815.0,801655.989,7513077.953,417.2803,405.6742,420.4899,3.2095489502,14.8157348633,5100001338157,2,251.0,1.6644871235,77.8905258179,2964.2404785156,20.138469696,0.0,11.94,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,4F582562-4CF8-EE11-8D4A-0030646ACDBB,DE7ABCB8-4AF8-EE11-8D4A-0030646ACDBB
43955066,2024.04.12 05:42:25,B102_408_804,815.0,801655.989,7513077.953,417.5855,405.6742,420.4899,2.9044113159,14.8157348633,5100001338157,2,251.0,1.8322075605,78.2653579712,2838.25390625,20.1482315063,0.0,11.94,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,4F582562-4CF8-EE11-8D4A-0030646ACDBB,BD2459B2-4AF8-EE11-8D4A-0030646ACDBB
43955067,2024.04.12 05:42:25,B102_408_804,815.0,801655.989,7513077.953,417.8908,405.6742,420.4899,2.5990600586,14.8157348633,5100001338157,2,251.0,1.6663597822,77.9341201782,2696.0346679688,20.1211051941,0.0,11.94,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,4F582562-4CF8-EE11-8D4A-0030646ACDBB,11B30DAC-4AF8-EE11-8D4A-0030646ACDBB
43955068,2024.04.12 05:42:25,B102_408_804,815.0,801655.989,7513077.953,418.1963,405.6742,420.4899,2.2935791016,14.8157348633,5100001338157,2,251.0,1.8293236494,79.574256897,2770.0344238281,20.0737819672,0.0,11.94,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,4F582562-4CF8-EE11-8D4A-0030646ACDBB,DF98BB9F-4AF8-EE11-8D4A-0030646ACDBB
43955069,2024.04.12 05:42:25,B102_408_804,815.0,801655.989,7513077.953,418.5012,405.6742,420.4899,1.9887084961,14.8157348633,5100001338157,2,251.0,1.5347527266,73.1471786499,2648.1340332031,20.0924949646,0.0,11.94,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,4F582562-4CF8-EE11-8D4A-0030646ACDBB,DE98BB9F-4AF8-EE11-8D4A-0030646ACDBB
43955070,2024.04.12 05:42:25,B102_408_804,815.0,801655.989,7513077.953,418.8081,405.6742,420.4899,1.6817779541,14.8157348633,5100001338157,2,251.0,1.2222069502,75.5320281982,2404.9497070313,16.5886554718,0.0,11.94,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,4F582562-4CF8-EE11-8D4A-0030646ACDBB,C1B60B99-4AF8-EE11-8D4A-0030646ACDBB
43955071,2024.04.12 05:42:25,B102_408_804,815.0,801655.989,7513077.953,419.1136,405.6742,420.4899,1.3762512207,14.8157348633,5100001338157,2,251.0,0.7324120402,50.634098053,1456.8223876953,11.7913894653,0.0,11.94,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,4F582562-4CF8-EE11-8D4A-0030646ACDBB,68D76F86-4AF8-EE11-8D4A-0030646ACDBB
43955072,2024.04.12 05:42:25,B102_408_804,815.0,801655.989,7513077.953,419.4188,405.6742,420.4899,1.0711212158,14.8157348633,5100001338157,2,251.0,0.8344367146,50.6130752563,1513.0030517578,11.8490638733,0.0,11.94,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,4F582562-4CF8-EE11-8D4A-0030646ACDBB,42238977-4AF8-EE11-8D4A-0030646ACDBB
43955073,2024.04.12 05:42:25,B102_408_804,815.0,801655.989,7513077.953,419.7247,405.6742,420.4899,0.7651977539,14.8157348633,5100001338157,2,251.0,0.5908514261,49.6291694641,1547.6785888672,11.8334035873,0.0,11.94,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,4F582562-4CF8-EE11-8D4A-0030646ACDBB,7370706A-4AF8-EE11-8D4A-0030646ACDBB
43955074,2024.04.12 05:42:25,B102_408_804,815.0,801655.989,7513077.953,420.0299,405.6742,420.4899,0.4599761963,14.8157348633,5100001338157,2,251.0,0.6779801846,48.1512107849,1503.6701660156,11.837688446,0.0,11.94,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,4F582562-4CF8-EE11-8D4A-0030646ACDBB,7E64C857-4AF8-EE11-8D4A-0030646ACDBB
43955075,2024.04.12 05:42:25,B102_408_804,815.0,801655.989,7513077.953,420.335,405.6742,420.4899,0.1549301147,14.8157348633,5100001338157,2,251.0,1.5494011641,14.5478363037,1099.6160888672,9.808306694,0.0,11.94,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,4F582562-4CF8-EE11-8D4A-0030646ACDBB,55FD1B48-4AF8-EE11-8D4A-0030646ACDBB
43955250,2024.04.12 05:54:33,B102_408_804,330.0,801726.581,7513285.195,406.793,406.7929,420.7755,13.9825439453,13.9825439453,5100001338207,10,251.0,1.0199974775,74.9299087524,2964.2319335938,16.1314563751,0.0,124.28,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,F168FB13-4EF8-EE11-8CE9-0030645DFBA8,54128109-4EF8-EE11-8CE9-0030645DFBA8
43955251,2024.04.12 05:54:33,B102_408_804,330.0,801726.581,7513285.195,406.861,406.7929,420.7755,13.9145507813,13.9825439453,5100001338207,10,251.0,0.9200218916,74.3834228516,2792.1005859375,16.1435146332,0.0,124.28,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,F168FB13-4EF8-EE11-8CE9-0030645DFBA8,C988E8D8-4DF8-EE11-8CE9-0030645DFBA8
43955252,2024.04.12 05:54:33,B102_408_804,330.0,801726.581,7513285.195,407.1676,406.7929,420.7755,13.6079101563,13.9825439453,5100001338207,10,251.0,0.7054786086,73.4958572388,2672.6276855469,16.16837883,0.0,124.28,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,F168FB13-4EF8-EE11-8CE9-0030645DFBA8,A21D24CD-4DF8-EE11-8CE9-0030645DFBA8
43955253,2024.04.12 05:54:33,B102_408_804,330.0,801726.581,7513285.195,407.4733,406.7929,420.7755,13.3022460938,13.9825439453,5100001338207,10,251.0,0.7351586223,72.5911483765,2782.5249023438,16.1314544678,0.0,124.28,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,F168FB13-4EF8-EE11-8CE9-0030645DFBA8,0101D5BD-4DF8-EE11-8CE9-0030645DFBA8
43955254,2024.04.12 05:54:33,B102_408_804,330.0,801726.581,7513285.195,407.7795,406.7929,420.7755,12.9959716797,13.9825439453,5100001338207,10,251.0,0.7624291182,72.4303817749,2662.6098632813,16.1060390472,0.0,124.28,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,F168FB13-4EF8-EE11-8CE9-0030645DFBA8,0F3892AE-4DF8-EE11-8CE9-0030645DFBA8
43955255,2024.04.12 05:54:33,B102_408_804,330.0,801726.581,7513285.195,408.0845,406.7929,420.7755,12.6910400391,13.9825439453,5100001338207,10,251.0,1.2208031416,77.293296814,2710.2590332031,16.1047439575,0.0,124.28,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,F168FB13-4EF8-EE11-8CE9-0030645DFBA8,D71374A0-4DF8-EE11-8CE9-0030645DFBA8
43955256,2024.04.12 05:54:33,B102_408_804,330.0,801726.581,7513285.195,408.3896,406.7929,420.7755,12.3858642578,13.9825439453,5100001338207,10,251.0,0.7984398603,73.8029632568,2688.1860351563,16.1271762848,0.0,124.28,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,F168FB13-4EF8-EE11-8CE9-0030645DFBA8,0C206797-4DF8-EE11-8CE9-0030645DFBA8
43955257,2024.04.12 05:54:33,B102_408_804,330.0,801726.581,7513285.195,408.6957,406.7929,420.7755,12.0798339844,13.9825439453,5100001338207,10,251.0,0.8340622187,74.3509216309,2663.3139648438,16.1496315002,0.0,124.28,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,F168FB13-4EF8-EE11-8CE9-0030645DFBA8,6224D589-4DF8-EE11-8CE9-0030645DFBA8
43955258,2024.04.12 05:54:33,B102_408_804,330.0,801726.581,7513285.195,409.0015,406.7929,420.7755,11.7740478516,13.9825439453,5100001338207,10,251.0,0.9167259932,74.1167449951,2787.1750488281,16.1920185089,0.0,124.28,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,F168FB13-4EF8-EE11-8CE9-0030645DFBA8,55B6147D-4DF8-EE11-8CE9-0030645DFBA8
43955259,2024.04.12 05:54:33,B102_408_804,330.0,801726.581,7513285.195,409.307,406.7929,420.7755,11.4685058594,13.9825439453,5100001338207,10,251.0,1.0210146904,75.2463912964,2839.7766113281,16.193775177,0.0,124.28,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,F168FB13-4EF8-EE11-8CE9-0030645DFBA8,874FE570-4DF8-EE11-8CE9-0030645DFBA8
43955260,2024.04.12 05:54:33,B102_408_804,330.0,801726.581,7513285.195,409.6133,406.7929,420.7755,11.1622314453,13.9825439453,5100001338207,10,251.0,1.2222679853,76.402671814,2805.3759765625,16.1920413971,0.0,124.28,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,F168FB13-4EF8-EE11-8CE9-0030645DFBA8,A4081F66-4DF8-EE11-8CE9-0030645DFBA8
43955261,2024.04.12 05:54:33,B102_408_804,330.0,801726.581,7513285.195,409.9188,406.7929,420.7755,10.8566894531,13.9825439453,5100001338207,10,251.0,1.0793451071,75.6291275024,2658.90234375,16.1529464722,0.0,124.28,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,F168FB13-4EF8-EE11-8CE9-0030645DFBA8,57FA845D-4DF8-EE11-8CE9-0030645DFBA8
43955262,2024.04.12 05:54:33,B102_408_804,330.0,801726.581,7513285.195,410.2246,406.7929,420.7755,10.5509033203,13.9825439453,5100001338207,10,251.0,1.1445091963,76.1082382202,2705.1606445313,16.1662979126,0.0,124.28,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,F168FB13-4EF8-EE11-8CE9-0030645DFBA8,D1BA5653-4DF8-EE11-8CE9-0030645DFBA8
43955263,2024.04.12 05:54:33,B102_408_804,330.0,801726.581,7513285.195,410.5298,406.7929,420.7755,10.2457275391,13.9825439453,5100001338207,10,251.0,1.1481713057,76.5279312134,2589.6799316406,16.1725273132,0.0,124.28,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,F168FB13-4EF8-EE11-8CE9-0030645DFBA8,CB23AA49-4DF8-EE11-8CE9-0030645DFBA8
43955264,2024.04.12 05:54:33,B102_408_804,330.0,801726.581,7513285.195,410.8359,406.7929,420.7755,9.9395751953,13.9825439453,5100001338207,10,251.0,0.8360596895,74.0714187622,2728.1752929688,16.1889419556,0.0,124.28,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,F168FB13-4EF8-EE11-8CE9-0030645DFBA8,DC603740-4DF8-EE11-8CE9-0030645DFBA8
43955265,2024.04.12 05:54:33,B102_408_804,330.0,801726.581,7513285.195,411.1425,406.7929,420.7755,9.6330566406,13.9825439453,5100001338207,10,251.0,0.9641984701,74.1771469116,2644.5952148438,16.184419632,0.0,124.28,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,F168FB13-4EF8-EE11-8CE9-0030645DFBA8,7C9E2133-4DF8-EE11-8CE9-0030645DFBA8
43955266,2024.04.12 05:54:33,B102_408_804,330.0,801726.581,7513285.195,411.4478,406.7929,420.7755,9.3277587891,13.9825439453,5100001338207,10,251.0,1.0185732841,75.7758178711,2704.8264160156,16.1654186249,0.0,124.28,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,F168FB13-4EF8-EE11-8CE9-0030645DFBA8,E19C4C27-4DF8-EE11-8CE9-0030645DFBA8
43955267,2024.04.12 05:54:33,B102_408_804,330.0,801726.581,7513285.195,411.7533,406.7929,420.7755,9.0222167969,13.9825439453,5100001338207,10,251.0,1.084515214,74.7900924683,2830.7233886719,16.1841888428,0.0,124.28,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,F168FB13-4EF8-EE11-8CE9-0030645DFBA8,E709201D-4DF8-EE11-8CE9-0030645DFBA8
43955268,2024.04.12 05:54:33,B102_408_804,330.0,801726.581,7513285.195,412.0605,406.7929,420.7755,8.7149658203,13.9825439453,5100001338207,10,251.0,1.5265892744,79.1676483154,2912.4543457031,16.0730991364,0.0,124.28,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,F168FB13-4EF8-EE11-8CE9-0030645DFBA8,E7694F12-4DF8-EE11-8CE9-0030645DFBA8
43955269,2024.04.12 05:54:33,B102_408_804,330.0,801726.581,7513285.195,412.3658,406.7929,420.7755,8.4096679688,13.9825439453,5100001338207,10,251.0,1.6793435812,78.1845474243,3019.0192871094,16.1524391174,0.0,124.28,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,F168FB13-4EF8-EE11-8CE9-0030645DFBA8,C165420B-4DF8-EE11-8CE9-0030645DFBA8
43955270,2024.04.12 05:54:33,B102_408_804,330.0,801726.581,7513285.195,412.6737,406.7929,420.7755,8.1018066406,13.9825439453,5100001338207,10,251.0,0.9638130069,74.6614303589,2628.9597167969,16.2292480469,0.0,124.28,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,F168FB13-4EF8-EE11-8CE9-0030645DFBA8,49114805-4DF8-EE11-8CE9-0030645DFBA8
43955271,2024.04.12 05:54:33,B102_408_804,330.0,801726.581,7513285.195,412.9789,406.7929,420.7755,7.7966308594,13.9825439453,5100001338207,10,251.0,0.8713332415,74.5551757813,2629.7939453125,16.2114257813,0.0,124.28,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,F168FB13-4EF8-EE11-8CE9-0030645DFBA8,3B6E6DF9-4CF8-EE11-8CE9-0030645DFBA8
43955272,2024.04.12 05:54:33,B102_408_804,330.0,801726.581,7513285.195,413.2838,406.7929,420.7755,7.4916992188,13.9825439453,5100001338207,10,251.0,0.8370584846,73.9565734863,2660.6008300781,16.2398109436,0.0,124.28,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,F168FB13-4EF8-EE11-8CE9-0030645DFBA8,5D1E7CED-4CF8-EE11-8CE9-0030645DFBA8
43955273,2024.04.12 05:54:33,B102_408_804,330.0,801726.581,7513285.195,413.5907,406.7929,420.7755,7.1848144531,13.9825439453,5100001338207,10,251.0,0.8709844947,74.4307632446,2722.8120117188,16.2435894012,0.0,124.28,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,F168FB13-4EF8-EE11-8CE9-0030645DFBA8,E02E41E0-4CF8-EE11-8CE9-0030645DFBA8
43955274,2024.04.12 05:54:33,B102_408_804,330.0,801726.581,7513285.195,413.8955,406.7929,420.7755,6.8800048828,13.9825439453,5100001338207,10,251.0,0.8317317963,73.112663269,2545.1452636719,16.2586097717,0.0,124.28,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,F168FB13-4EF8-EE11-8CE9-0030645DFBA8,7920DDD3-4CF8-EE11-8CE9-0030645DFBA8
43955275,2024.04.12 05:54:33,B102_408_804,330.0,801726.581,7513285.195,414.2004,406.7929,420.7755,6.5750732422,13.9825439453,5100001338207,10,251.0,1.2242211103,76.9649505615,2672.9833984375,16.1988754272,0.0,124.28,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,F168FB13-4EF8-EE11-8CE9-0030645DFBA8,E40840C6-4CF8-EE11-8CE9-0030645DFBA8
43955276,2024.04.12 05:54:33,B102_408_804,330.0,801726.581,7513285.195,414.5065,406.7929,420.7755,6.2690429688,13.9825439453,5100001338207,10,251.0,0.8748210073,73.9273757935,2574.4262695313,16.2287502289,0.0,124.28,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,F168FB13-4EF8-EE11-8CE9-0030645DFBA8,3259A7BD-4CF8-EE11-8CE9-0030645DFBA8
43955277,2024.04.12 05:54:33,B102_408_804,330.0,801726.581,7513285.195,414.8126,406.7929,420.7755,5.962890625,13.9825439453,5100001338207,10,251.0,1.0797759295,75.5999908447,2627.5556640625,16.2912902832,0.0,124.28,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,F168FB13-4EF8-EE11-8CE9-0030645DFBA8,13E612B1-4CF8-EE11-8CE9-0030645DFBA8
43955278,2024.04.12 05:54:33,B102_408_804,330.0,801726.581,7513285.195,415.1185,406.7929,420.7755,5.6569824219,13.9825439453,5100001338207,10,251.0,1.4080402851,76.5500564575,2712.0876464844,16.2010097504,0.0,124.28,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,F168FB13-4EF8-EE11-8CE9-0030645DFBA8,3CCE23A7-4CF8-EE11-8CE9-0030645DFBA8
43955279,2024.04.12 05:54:33,B102_408_804,330.0,801726.581,7513285.195,415.4236,406.7929,420.7755,5.3519287109,13.9825439453,5100001338207,10,251.0,1.1458824873,75.9595336914,2643.962890625,16.3269023895,0.0,124.28,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,F168FB13-4EF8-EE11-8CE9-0030645DFBA8,EAB01B9F-4CF8-EE11-8CE9-0030645DFBA8
43955280,2024.04.12 05:54:33,B102_408_804,330.0,801726.581,7513285.195,415.7291,406.7929,420.7755,5.0463867188,13.9825439453,5100001338207,10,251.0,1.5339134932,77.2238540649,2710.0319824219,16.378868103,0.0,124.28,836188,24321597,2024.04.12 07:09:41,2024.04.12 07:09:41,F168FB13-4EF8-EE11-8CE9-0030645DFBA8,2DF9AB95-4CF8-EE11-8CE9-0030645DFBA8
