MEASURE_WHILE_DRILLING_PK,DATE_TIME,DRILL_PATTERN,PATTERN_HOLE_NUMBER,X,Y,Z,BOTTOM_Z,TOP_Z,CURRENT_DEPTH,TOTAL_DEPTH,MINE_HOLE_NUMBER,MWD_DRILL_NUMBER,MWD_DIAMETER,MWD_PEN,MWD_RPM,MWD_TORQUE,MWD_WOB,ACTUAL_MAST_ANGLE,ACTUAL_DRILL_HEADING,AUDIT_JOB_SK,AUDIT_ETL_SK,ODW_INSERT_DATE,ODW_UPDATE_DATE,GUID_HOLE_BY_HOLE,GUID_HOLE_DATA
43878064,2024.04.08 17:45:15,B102_408_804,1232.0,801564.367,7513285.125,417.1444,414.7877,420.6725,3.5280456543,5.8847961426,5100001339261,3,251.0,1.3121814728,81.2996063232,2300.8786621094,16.5521373749,0.0,119.98,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,7C4FE6B2-8CF5-EE11-8ECD-0030646A8088,098FA841-8CF5-EE11-8ECD-0030646A8088
43878065,2024.04.08 17:45:15,B102_408_804,1232.0,801564.367,7513285.125,417.4506,414.7877,420.6725,3.2218933105,5.8847961426,5100001339261,3,251.0,1.0176577568,80.5363693237,2264.1311035156,16.7436580658,0.0,119.98,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,7C4FE6B2-8CF5-EE11-8ECD-0030646A8088,6C853D39-8CF5-EE11-8ECD-0030646A8088
43878066,2024.04.08 17:45:15,B102_408_804,1232.0,801564.367,7513285.125,417.7559,414.7877,420.6725,2.9166259766,5.8847961426,5100001339261,3,251.0,0.9151695967,79.2133636475,2349.646484375,16.6934604645,0.0,119.98,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,7C4FE6B2-8CF5-EE11-8ECD-0030646A8088,DC04612E-8CF5-EE11-8ECD-0030646A8088
43878067,2024.04.08 17:45:15,B102_408_804,1232.0,801564.367,7513285.125,418.0609,414.7877,420.6725,2.6116027832,5.8847961426,5100001339261,3,251.0,1.0185732841,80.0280456543,2228.6044921875,16.3991279602,0.0,119.98,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,7C4FE6B2-8CF5-EE11-8ECD-0030646A8088,ABCFB222-8CF5-EE11-8ECD-0030646A8088
43878068,2024.04.08 17:45:15,B102_408_804,1232.0,801564.367,7513285.125,418.3664,414.7877,420.6725,2.306060791,5.8847961426,5100001339261,3,251.0,0.5649526715,79.0424880981,2072.1499023438,13.1143217087,0.0,119.98,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,7C4FE6B2-8CF5-EE11-8ECD-0030646A8088,9AB91218-8CF5-EE11-8ECD-0030646A8088
43878069,2024.04.08 17:45:15,B102_408_804,1232.0,801564.367,7513285.125,418.6771,414.7877,420.6725,1.9953918457,5.8847961426,5100001339261,3,251.0,1.6760144234,83.084022522,2228.5361328125,10.55813694,0.0,119.98,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,7C4FE6B2-8CF5-EE11-8ECD-0030646A8088,F43F3BEF-8BF5-EE11-8ECD-0030646A8088
43878070,2024.04.08 17:45:15,B102_408_804,1232.0,801564.367,7513285.125,418.9843,414.7877,420.6725,1.6881408691,5.8847961426,5100001339261,3,251.0,1.6675249338,88.8592605591,1762.5844726563,9.030921936,0.0,119.98,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,7C4FE6B2-8CF5-EE11-8ECD-0030646A8088,3A8ABAE8-8BF5-EE11-8ECD-0030646A8088
43878071,2024.04.08 17:45:15,B102_408_804,1232.0,801564.367,7513285.125,419.29,414.7877,420.6725,1.3824462891,5.8847961426,5100001339261,3,251.0,1.8393944502,77.8374710083,2223.9650878906,10.830780983,0.0,119.98,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,7C4FE6B2-8CF5-EE11-8ECD-0030646A8088,EDD308E2-8BF5-EE11-8ECD-0030646A8088
43878072,2024.04.08 17:45:15,B102_408_804,1232.0,801564.367,7513285.125,419.5966,414.7877,420.6725,1.0758972168,5.8847961426,5100001339261,3,251.0,0.83805722,59.3623542786,1637.3753662109,11.3184070587,0.0,119.98,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,7C4FE6B2-8CF5-EE11-8ECD-0030646A8088,4357F9DB-8BF5-EE11-8ECD-0030646A8088
43878073,2024.04.08 17:45:15,B102_408_804,1232.0,801564.367,7513285.125,419.9038,414.7877,420.6725,0.7686462402,5.8847961426,5100001339261,3,251.0,0.4170810878,54.2798194885,1711.9637451172,11.9754600525,0.0,119.98,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,7C4FE6B2-8CF5-EE11-8ECD-0030646A8088,7F94F5CB-8BF5-EE11-8ECD-0030646A8088
43878074,2024.04.08 17:45:15,B102_408_804,1232.0,801564.367,7513285.125,420.2096,414.7877,420.6725,0.4628601074,5.8847961426,5100001339261,3,251.0,1.0184715986,62.5413856506,1592.4398193359,11.9475955963,0.0,119.98,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,7C4FE6B2-8CF5-EE11-8ECD-0030646A8088,2816C5B1-8BF5-EE11-8ECD-0030646A8088
43878075,2024.04.08 17:45:15,B102_408_804,1232.0,801564.367,7513285.125,420.5151,414.7877,420.6725,0.1573486328,5.8847961426,5100001339261,3,251.0,2.3603293896,7.6514620781,1006.7129516602,8.219037056,0.0,119.98,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,7C4FE6B2-8CF5-EE11-8ECD-0030646A8088,7E0F62A1-8BF5-EE11-8ECD-0030646A8088
43878166,2024.04.08 17:52:10,B102_408_804,1202.0,801569.739,7513285.113,414.6924,414.6924,420.6667,5.9743041992,5.9743041992,5100001339264,3,251.0,0.0,83.5856399536,2157.9299316406,15.5326662064,0.0,137.15,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,8C4999AA-8DF5-EE11-8ECD-0030646A8088,8CD978A1-8DF5-EE11-8ECD-0030646A8088
43878167,2024.04.08 17:52:10,B102_408_804,1202.0,801569.739,7513285.113,414.6929,414.6924,420.6667,5.973815918,5.9743041992,5100001339264,3,251.0,2.0484397411,83.5856399536,2157.9299316406,15.5326662064,0.0,137.15,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,8C4999AA-8DF5-EE11-8ECD-0030646A8088,EB731288-8DF5-EE11-8ECD-0030646A8088
43878168,2024.04.08 17:52:10,B102_408_804,1202.0,801569.739,7513285.113,415.0001,414.6924,420.6667,5.6665649414,5.9743041992,5100001339264,3,251.0,1.6656938791,83.7657623291,2228.4987792969,16.1956539154,0.0,137.15,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,8C4999AA-8DF5-EE11-8ECD-0030646A8088,EA731288-8DF5-EE11-8ECD-0030646A8088
43878169,2024.04.08 17:52:10,B102_408_804,1202.0,801569.739,7513285.113,415.3055,414.6924,420.6667,5.3612060547,5.9743041992,5100001339264,3,251.0,1.6638628244,82.7613143921,2494.0166015625,16.1431026459,0.0,137.15,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,8C4999AA-8DF5-EE11-8ECD-0030646A8088,7B102E81-8DF5-EE11-8ECD-0030646A8088
43878170,2024.04.08 17:52:10,B102_408_804,1202.0,801569.739,7513285.113,415.6105,414.6924,420.6667,5.0561828613,5.9743041992,5100001339264,3,251.0,1.0817147493,88.5125427246,2333.5859375,15.8347902298,0.0,137.15,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,8C4999AA-8DF5-EE11-8ECD-0030646A8088,EC5ABB7A-8DF5-EE11-8ECD-0030646A8088
43878171,2024.04.08 17:52:10,B102_408_804,1202.0,801569.739,7513285.113,415.917,414.6924,420.6667,4.7497253418,5.9743041992,5100001339264,3,251.0,2.0510845184,88.9103851318,2398.16796875,16.1716766357,0.0,137.15,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,8C4999AA-8DF5-EE11-8ECD-0030646A8088,D238546B-8DF5-EE11-8ECD-0030646A8088
43878172,2024.04.08 17:52:10,B102_408_804,1202.0,801569.739,7513285.113,416.2246,414.6924,420.6667,4.4420776367,5.9743041992,5100001339264,3,251.0,1.2233666182,89.0407791138,2292.9470214844,15.8642110825,0.0,137.15,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,8C4999AA-8DF5-EE11-8ECD-0030646A8088,D138546B-8DF5-EE11-8ECD-0030646A8088
43878173,2024.04.08 17:52:10,B102_408_804,1202.0,801569.739,7513285.113,416.5304,414.6924,420.6667,4.1362609863,5.9743041992,5100001339264,3,251.0,1.8401268721,89.2646942139,2067.7739257813,13.1939840317,0.0,137.15,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,8C4999AA-8DF5-EE11-8ECD-0030646A8088,F6528B5C-8DF5-EE11-8ECD-0030646A8088
43878174,2024.04.08 17:52:10,B102_408_804,1202.0,801569.739,7513285.113,416.8371,414.6924,420.6667,3.8295898438,5.9743041992,5100001339264,3,251.0,1.6711870432,89.334236145,2106.7299804688,15.7762985229,0.0,137.15,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,8C4999AA-8DF5-EE11-8ECD-0030646A8088,F5528B5C-8DF5-EE11-8ECD-0030646A8088
43878175,2024.04.08 17:52:10,B102_408_804,1202.0,801569.739,7513285.113,417.1435,414.6924,420.6667,3.523223877,5.9743041992,5100001339264,3,251.0,1.8340843916,89.1769714355,2260.4206542969,16.200586319,0.0,137.15,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,8C4999AA-8DF5-EE11-8ECD-0030646A8088,6665FB55-8DF5-EE11-8ECD-0030646A8088
43878176,2024.04.08 17:52:10,B102_408_804,1202.0,801569.739,7513285.113,417.4491,414.6924,420.6667,3.2175598145,5.9743041992,5100001339264,3,251.0,1.5317772627,88.902961731,2405.4592285156,16.6283531189,0.0,137.15,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,8C4999AA-8DF5-EE11-8ECD-0030646A8088,FD9AF24F-8DF5-EE11-8ECD-0030646A8088
43878177,2024.04.08 17:52:10,B102_408_804,1202.0,801569.739,7513285.113,417.7555,414.6924,420.6667,2.9112243652,5.9743041992,5100001339264,3,251.0,1.6651946306,89.5298080444,1842.8278808594,12.9160852432,0.0,137.15,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,8C4999AA-8DF5-EE11-8ECD-0030646A8088,D004E148-8DF5-EE11-8ECD-0030646A8088
43878178,2024.04.08 17:52:10,B102_408_804,1202.0,801569.739,7513285.113,418.0607,414.6924,420.6667,2.6059570313,5.9743041992,5100001339264,3,251.0,0.5579058528,80.4102935791,3010.5607910156,10.7793998718,0.0,137.15,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,8C4999AA-8DF5-EE11-8ECD-0030646A8088,F5EF3442-8DF5-EE11-8ECD-0030646A8088
43878179,2024.04.08 17:52:10,B102_408_804,1202.0,801569.739,7513285.113,418.3675,414.6924,420.6667,2.2991638184,5.9743041992,5100001339264,3,251.0,1.6765137911,82.9579238892,1527.0775146484,10.8181638718,0.0,137.15,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,8C4999AA-8DF5-EE11-8ECD-0030646A8088,26416921-8DF5-EE11-8ECD-0030646A8088
43878180,2024.04.08 17:52:10,B102_408_804,1202.0,801569.739,7513285.113,418.6749,414.6924,420.6667,1.9918212891,5.9743041992,5100001339264,3,251.0,1.66885674,80.972442627,1256.7482910156,8.467376709,0.0,137.15,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,8C4999AA-8DF5-EE11-8ECD-0030646A8088,7C90BC1A-8DF5-EE11-8ECD-0030646A8088
43878181,2024.04.08 17:52:10,B102_408_804,1202.0,801569.739,7513285.113,418.9808,414.6924,420.6667,1.6858825684,5.9743041992,5100001339264,3,251.0,1.6656938791,87.2750320435,1232.4814453125,8.0067605972,0.0,137.15,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,8C4999AA-8DF5-EE11-8ECD-0030646A8088,D4D56E14-8DF5-EE11-8ECD-0030646A8088
43878182,2024.04.08 17:52:10,B102_408_804,1202.0,801569.739,7513285.113,419.2862,414.6924,420.6667,1.3805236816,5.9743041992,5100001339264,3,251.0,1.8353661299,89.8283462524,1237.1645507813,8.9032440186,0.0,137.15,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,8C4999AA-8DF5-EE11-8ECD-0030646A8088,E6B61A0E-8DF5-EE11-8ECD-0030646A8088
43878183,2024.04.08 17:52:10,B102_408_804,1202.0,801569.739,7513285.113,419.592,414.6924,420.6667,1.0746459961,5.9743041992,5100001339264,3,251.0,1.6748491526,57.7462615967,1136.2235107422,10.4596014023,0.0,137.15,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,8C4999AA-8DF5-EE11-8ECD-0030646A8088,ABDABC07-8DF5-EE11-8ECD-0030646A8088
43878184,2024.04.08 17:52:10,B102_408_804,1202.0,801569.739,7513285.113,419.8991,414.6924,420.6667,0.7676086426,5.9743041992,5100001339264,3,251.0,1.1484001875,57.3489723206,1162.1745605469,11.8930339813,0.0,137.15,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,8C4999AA-8DF5-EE11-8ECD-0030646A8088,A3374CFE-8CF5-EE11-8ECD-0030646A8088
43878185,2024.04.08 17:52:10,B102_408_804,1202.0,801569.739,7513285.113,420.2053,414.6924,420.6667,0.4613952637,5.9743041992,5100001339264,3,251.0,2.2880027294,65.3651657104,1533.4351806641,11.8162755966,0.0,137.15,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,8C4999AA-8DF5-EE11-8ECD-0030646A8088,0C8D3CF4-8CF5-EE11-8ECD-0030646A8088
43878186,2024.04.08 17:52:10,B102_408_804,1202.0,801569.739,7513285.113,420.5103,414.6924,420.6667,0.1563415527,5.9743041992,5100001339264,3,251.0,2.3452231884,6.4299416542,1037.5528564453,7.7228536606,0.0,137.15,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,8C4999AA-8DF5-EE11-8ECD-0030646A8088,BA3B3EEA-8CF5-EE11-8ECD-0030646A8088
43878382,2024.04.08 18:01:58,B102_408_804,1203.0,801569.977,7513281.452,414.5962,414.5962,420.5708,5.9746398926,5.9746398926,5100001339256,3,251.0,0.0,85.7454147339,1781.1062011719,12.9279260635,0.0,151.44,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,A7CA0609-8FF5-EE11-8ECD-0030646A8088,F15E7BFF-8EF5-EE11-8ECD-0030646A8088
43878383,2024.04.08 18:01:58,B102_408_804,1203.0,801569.977,7513281.452,414.6038,414.5962,420.5708,5.9670410156,5.9746398926,5100001339256,3,251.0,3.0582664013,85.7454147339,1781.1062011719,12.9279260635,0.0,151.44,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,A7CA0609-8FF5-EE11-8ECD-0030646A8088,016ED0E7-8EF5-EE11-8ECD-0030646A8088
43878384,2024.04.08 18:01:58,B102_408_804,1203.0,801569.977,7513281.452,414.9096,414.5962,420.5708,5.6612243652,5.9746398926,5100001339256,3,251.0,1.4153645039,81.6062164307,2386.9870605469,16.7375450134,0.0,151.44,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,A7CA0609-8FF5-EE11-8ECD-0030646A8088,006ED0E7-8EF5-EE11-8ECD-0030646A8088
43878385,2024.04.08 18:01:58,B102_408_804,1203.0,801569.977,7513281.452,415.2162,414.5962,420.5708,5.3545837402,5.9746398926,5100001339256,3,251.0,1.6663597822,83.9481430054,2271.2001953125,16.2344665527,0.0,151.44,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,A7CA0609-8FF5-EE11-8ECD-0030646A8088,28A6D7E0-8EF5-EE11-8ECD-0030646A8088
43878386,2024.04.08 18:01:58,B102_408_804,1203.0,801569.977,7513281.452,415.5217,414.5962,420.5708,5.0491027832,5.9746398926,5100001339256,3,251.0,1.0834380388,80.4762954712,2334.8400878906,16.6988887787,0.0,151.44,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,A7CA0609-8FF5-EE11-8ECD-0030646A8088,05D5B6D9-8EF5-EE11-8ECD-0030646A8088
43878387,2024.04.08 18:01:58,B102_408_804,1203.0,801569.977,7513281.452,415.8286,414.5962,420.5708,4.7421569824,5.9746398926,5100001339256,3,251.0,1.2255638838,81.390007019,2477.8439941406,16.8960571289,0.0,151.44,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,A7CA0609-8FF5-EE11-8ECD-0030646A8088,0DC7E6CF-8EF5-EE11-8ECD-0030646A8088
43878388,2024.04.08 18:01:58,B102_408_804,1203.0,801569.977,7513281.452,416.135,414.5962,420.5708,4.4357910156,5.9746398926,5100001339256,3,251.0,0.8776111603,78.4040298462,2450.9467773438,16.7527275085,0.0,151.44,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,A7CA0609-8FF5-EE11-8ECD-0030646A8088,5DB5ABC6-8EF5-EE11-8ECD-0030646A8088
43878389,2024.04.08 18:01:58,B102_408_804,1203.0,801569.977,7513281.452,416.4421,414.5962,420.5708,4.1286621094,5.9746398926,5100001339256,3,251.0,1.6643623114,83.6410675049,2197.7016601563,14.9233570099,0.0,151.44,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,A7CA0609-8FF5-EE11-8ECD-0030646A8088,3D9A6EBA-8EF5-EE11-8ECD-0030646A8088
43878390,2024.04.08 18:01:58,B102_408_804,1203.0,801569.977,7513281.452,416.7473,414.5962,420.5708,3.8235473633,5.9746398926,5100001339256,3,251.0,1.6626976728,82.4804534912,2144.4641113281,15.1253061295,0.0,151.44,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,A7CA0609-8FF5-EE11-8ECD-0030646A8088,727500B4-8EF5-EE11-8ECD-0030646A8088
43878391,2024.04.08 18:01:58,B102_408_804,1203.0,801569.977,7513281.452,417.0521,414.5962,420.5708,3.518737793,5.9746398926,5100001339256,3,251.0,1.8326195478,83.1886138916,2200.6877441406,16.5243778229,0.0,151.44,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,A7CA0609-8FF5-EE11-8ECD-0030646A8088,01275EA7-8EF5-EE11-8ECD-0030646A8088
43878392,2024.04.08 18:01:58,B102_408_804,1203.0,801569.977,7513281.452,417.3575,414.5962,420.5708,3.2133178711,5.9746398926,5100001339256,3,251.0,1.5288780928,82.540725708,2303.2568359375,16.6827697754,0.0,151.44,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,A7CA0609-8FF5-EE11-8ECD-0030646A8088,00275EA7-8EF5-EE11-8ECD-0030646A8088
43878393,2024.04.08 18:01:58,B102_408_804,1203.0,801569.977,7513281.452,417.6632,414.5962,420.5708,2.9075622559,5.9746398926,5100001339256,3,251.0,0.6544405222,84.8876495361,1946.4786376953,13.5304803848,0.0,151.44,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,A7CA0609-8FF5-EE11-8ECD-0030646A8088,57B1FA9F-8EF5-EE11-8ECD-0030646A8088
43878394,2024.04.08 18:01:58,B102_408_804,1203.0,801569.977,7513281.452,417.9686,414.5962,420.5708,2.6022033691,5.9746398926,5100001339256,3,251.0,0.5394533873,87.1192779541,3086.9499511719,12.7792892456,0.0,151.44,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,A7CA0609-8FF5-EE11-8ECD-0030646A8088,56BD9A6C-8EF5-EE11-8ECD-0030646A8088
43878395,2024.04.08 18:01:58,B102_408_804,1203.0,801569.977,7513281.452,418.2742,414.5962,420.5708,2.2965698242,5.9746398926,5100001339256,3,251.0,0.5900540352,83.3522262573,2576.3461914063,11.5994911194,0.0,151.44,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,A7CA0609-8FF5-EE11-8ECD-0030646A8088,9AF5F64A-8EF5-EE11-8ECD-0030646A8088
43878396,2024.04.08 18:01:58,B102_408_804,1203.0,801569.977,7513281.452,418.579,414.5962,420.5708,1.9917602539,5.9746398926,5100001339256,3,251.0,1.6668591499,82.9553375244,2166.9216308594,11.327539444,0.0,151.44,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,A7CA0609-8FF5-EE11-8ECD-0030646A8088,5E262223-8EF5-EE11-8ECD-0030646A8088
43878397,2024.04.08 18:01:58,B102_408_804,1203.0,801569.977,7513281.452,418.8846,414.5962,420.5708,1.6861877441,5.9746398926,5100001339256,3,251.0,1.8296898603,86.1446609497,2523.986328125,12.764623642,0.0,151.44,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,A7CA0609-8FF5-EE11-8ECD-0030646A8088,C326CD16-8EF5-EE11-8ECD-0030646A8088
43878398,2024.04.08 18:01:58,B102_408_804,1203.0,801569.977,7513281.452,419.1895,414.5962,420.5708,1.3812561035,5.9746398926,5100001339256,3,251.0,1.6700218916,88.5543823242,2638.43359375,13.2661314011,0.0,151.44,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,A7CA0609-8FF5-EE11-8ECD-0030646A8088,C226CD16-8EF5-EE11-8ECD-0030646A8088
43878399,2024.04.08 18:01:58,B102_408_804,1203.0,801569.977,7513281.452,419.4957,414.5962,420.5708,1.0751037598,5.9746398926,5100001339256,3,251.0,0.7342064977,62.4143295288,1526.9287109375,11.2740707397,0.0,151.44,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,A7CA0609-8FF5-EE11-8ECD-0030646A8088,D0FADB0F-8EF5-EE11-8ECD-0030646A8088
43878400,2024.04.08 18:01:58,B102_408_804,1203.0,801569.977,7513281.452,419.8016,414.5962,420.5708,0.7692260742,5.9746398926,5100001339256,3,251.0,1.4094487429,58.3779296875,1357.3135986328,11.8808908463,0.0,151.44,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,A7CA0609-8FF5-EE11-8ECD-0030646A8088,F741A9FD-8DF5-EE11-8ECD-0030646A8088
43878401,2024.04.08 18:01:58,B102_408_804,1203.0,801569.977,7513281.452,420.1069,414.5962,420.5708,0.4638671875,5.9746398926,5100001339256,3,251.0,3.6794211864,72.7805786133,1475.0512695313,11.7906236649,0.0,151.44,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,A7CA0609-8FF5-EE11-8ECD-0030646A8088,EA0FFEF2-8DF5-EE11-8ECD-0030646A8088
43878402,2024.04.08 18:01:58,B102_408_804,1203.0,801569.977,7513281.452,420.4135,414.5962,420.5708,0.1572570801,5.9746398926,5100001339256,3,251.0,1.8871849775,9.8521966934,1062.6883544922,8.4101028442,0.0,151.44,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,A7CA0609-8FF5-EE11-8ECD-0030646A8088,E90FFEF2-8DF5-EE11-8ECD-0030646A8088
43878403,2024.04.08 18:02:11,B102_408_804,3.0,801779.11,7513186.573,405.0081,405.0081,420.3008,15.292755127,15.292755127,5100001338106,1,251.0,0.9540795088,78.6879806519,3105.6779785156,15.9323158264,-7.44,270.74,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,70CBC210-8FF5-EE11-8D9A-0030646254DD,AC8A3A08-8FF5-EE11-8D9A-0030646254DD
43878404,2024.04.08 18:02:11,B102_408_804,3.0,801779.11,7513186.573,405.1512,405.0081,420.3008,15.1496582031,15.292755127,5100001338106,1,251.0,1.8381127119,85.1742248535,2843.9165039063,14.7816429138,-7.44,270.74,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,70CBC210-8FF5-EE11-8D9A-0030646254DD,965573D7-8EF5-EE11-8D9A-0030646254DD
43878405,2024.04.08 18:02:11,B102_408_804,3.0,801779.11,7513186.573,405.4575,405.0081,420.3008,14.8433227539,15.292755127,5100001338106,1,251.0,2.6344642639,87.2786483765,2747.283203125,14.3161382675,-7.44,270.74,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,70CBC210-8FF5-EE11-8D9A-0030646254DD,DBBC72CD-8EF5-EE11-8D9A-0030646254DD
43878406,2024.04.08 18:02:11,B102_408_804,3.0,801779.11,7513186.573,405.7648,405.0081,420.3008,14.5359802246,15.292755127,5100001338106,1,251.0,1.1590431929,80.01978302,3257.6999511719,15.5347394943,-7.44,270.74,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,70CBC210-8FF5-EE11-8D9A-0030646254DD,DABC72CD-8EF5-EE11-8D9A-0030646254DD
43878407,2024.04.08 18:02:11,B102_408_804,3.0,801779.11,7513186.573,406.0739,405.0081,420.3008,14.2269287109,15.292755127,5100001338106,1,251.0,1.5368126631,84.2530899048,2649.1618652344,15.5982885361,-7.44,270.74,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,70CBC210-8FF5-EE11-8D9A-0030646254DD,E98F1EC4-8EF5-EE11-8D9A-0030646254DD
43878408,2024.04.08 18:02:11,B102_408_804,3.0,801779.11,7513186.573,406.3812,405.0081,420.3008,13.9195861816,15.292755127,5100001338106,1,251.0,0.5559083223,75.187461853,2687.2944335938,15.9907665253,-7.44,270.74,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,70CBC210-8FF5-EE11-8D9A-0030646254DD,F231F9BC-8EF5-EE11-8D9A-0030646254DD
43878409,2024.04.08 18:02:11,B102_408_804,3.0,801779.11,7513186.573,406.6869,405.0081,420.3008,13.6138916016,15.292755127,5100001338106,1,251.0,0.1714148372,75.9639129639,2312.7163085938,15.7999696732,-7.44,270.74,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,70CBC210-8FF5-EE11-8D9A-0030646254DD,B11277A9-8EF5-EE11-8D9A-0030646254DD
43878410,2024.04.08 18:02:11,B102_408_804,3.0,801779.11,7513186.573,406.9924,405.0081,420.3008,13.308380127,15.292755127,5100001338106,1,251.0,0.1620916277,72.0588150024,2367.9548339844,16.084815979,-7.44,270.74,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,70CBC210-8FF5-EE11-8D9A-0030646254DD,FC5BA660-8EF5-EE11-8D9A-0030646254DD
43878411,2024.04.08 18:02:11,B102_408_804,3.0,801779.11,7513186.573,407.2975,405.0081,420.3008,13.0032958984,15.292755127,5100001338106,1,251.0,0.3403031528,72.1110687256,2763.158203125,15.939289093,-7.44,270.74,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,70CBC210-8FF5-EE11-8D9A-0030646254DD,64A02A1D-8EF5-EE11-8D9A-0030646254DD
43878412,2024.04.08 18:02:11,B102_408_804,3.0,801779.11,7513186.573,407.6037,405.0081,420.3008,12.6971130371,15.292755127,5100001338106,1,251.0,0.2907435894,73.8876037598,2596.1560058594,14.9999704361,-7.44,270.74,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,70CBC210-8FF5-EE11-8D9A-0030646254DD,3487F6FC-8DF5-EE11-8D9A-0030646254DD
43878413,2024.04.08 18:02:11,B102_408_804,3.0,801779.11,7513186.573,407.9089,405.0081,420.3008,12.3919372559,15.292755127,5100001338106,1,251.0,0.1906059831,75.0717391968,2447.4279785156,15.9498596191,-7.44,270.74,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,70CBC210-8FF5-EE11-8D9A-0030646254DD,879B8FD7-8DF5-EE11-8D9A-0030646254DD
43878414,2024.04.08 18:02:11,B102_408_804,3.0,801779.11,7513186.573,408.2137,405.0081,420.3008,12.0871276855,15.292755127,5100001338106,1,251.0,0.1412038952,74.3348693848,2302.6735839844,15.7158565521,-7.44,270.74,835107,24299140,2024.04.08 19:23:35,2024.04.08 19:23:35,70CBC210-8FF5-EE11-8D9A-0030646254DD,8F3EFB9D-8DF5-EE11-8D9A-0030646254DD
