pattern_id,pattern_type,pattern_source,point_id,x,y,floor_rl,crest_rl
39,Production,auto_grid,11,444469.1245169243,6812718.454573267,185.0,200.0
39,Production,auto_grid,12,444475.9441179197,6812714.836282369,185.0,200.0
39,Production,auto_grid,13,444481.5891492832,6812712.404826117,185.0,200.0
39,Production,auto_grid,14,444481.53435172077,6812711.583732637,185.0,200.0
39,Production,auto_grid,15,444371.7784991741,6812718.908541969,185.0,200.0
39,Production,auto_grid,16,444377.7715249912,6812808.708784962,185.0,200.0
39,Production,auto_grid,17,444431.2018177688,6812805.142991448,185.0,200.0
39,Production,auto_grid,18,444431.3611408851,6812803.358426569,185.0,200.0
40,Production,auto_grid,1,443778.5908080909,6812880.577290072,185.0,200.0
40,Production,auto_grid,2,443785.34395410883,6812882.457279409,185.0,200.0
40,Production,auto_grid,3,443790.9999220187,6812883.707185485,185.0,200.0
40,Production,auto_grid,4,443795.43379859213,6812884.386338437,185.0,200.0
40,Production,auto_grid,5,443801.7331287505,6812884.83877263,185.0,200.0
40,Production,auto_grid,6,443810.7211017069,6812886.0410295455,185.0,200.0
40,Production,auto_grid,7,443819.5839260605,6812887.813594416,185.0,200.0
40,Production,auto_grid,8,443828.2904465772,6812890.173037192,185.0,200.0
40,Production,auto_grid,9,443834.10687575367,6812892.193005842,185.0,200.0
40,Production,auto_grid,10,443837.46678440244,6812893.1035317145,185.0,200.0
40,Production,auto_grid,11,443841.1039600592,6812893.830966845,185.0,200.0
40,Production,auto_grid,12,443845.04955792235,6812894.358741278,185.0,200.0
40,Production,auto_grid,13,443851.75903299375,6812894.840633139,185.0,200.0
40,Production,auto_grid,14,443860.87797712366,6812896.0723161325,185.0,200.0
40,Production,auto_grid,15,443869.8974928073,6812897.875821032,185.0,200.0
40,Production,auto_grid,16,443878.78776678484,6812900.245515226,185.0,200.0
40,Production,auto_grid,17,443883.14876389113,6812901.7060847515,185.0,200.0
40,Production,auto_grid,18,443887.9274224161,6812902.464523272,185.0,200.0
40,Production,auto_grid,19,443883.8701885312,6812841.670426956,185.0,200.0
40,Production,auto_grid,20,443774.1143359844,6812848.995236288,185.0,200.0
40,Production,auto_grid,21,443776.16909106745,6812879.783941588,185.0,200.0
40,Production,auto_grid,22,443778.5908080909,6812880.577290072,185.0,200.0
41,Production,auto_grid,1,443888.7301574129,6812902.591928303,185.0,200.0
41,Production,auto_grid,2,443900.8226377952,6812903.578417593,185.0,200.0
41,Production,auto_grid,3,443917.96116623544,6812904.234747405,185.0,200.0
41,Production,auto_grid,4,443940.66160587355,6812904.475138182,185.0,200.0
41,Production,auto_grid,5,443961.47509800986,6812905.32934022,185.0,200.0
41,Production,auto_grid,6,443979.66051471845,6812906.858537231,185.0,200.0
41,Production,auto_grid,7,443995.803308255,6812909.27334757,185.0,200.0
41,Production,auto_grid,8,443998.6766233781,6812910.024169937,185.0,200.0
41,Production,auto_grid,9,443993.62604107783,6812834.345617624,185.0,200.0
41,Production,auto_grid,10,443883.8701885312,6812841.670426956,185.0,200.0
41,Production,auto_grid,11,443887.9274224161,6812902.464523272,185.0,200.0
41,Production,auto_grid,12,443888.7301574129,6812902.591928303,185.0,200.0
42,Production,auto_grid,1,444005.9279599236,6812911.919007586,185.0,200.0
42,Production,auto_grid,2,444012.2143054911,6812913.10104682,185.0,200.0
42,Production,auto_grid,3,444018.03065139655,6812913.747307263,185.0,200.0
42,Production,auto_grid,4,444023.40792309813,6812913.910047691,185.0,200.0
42,Production,auto_grid,5,444028.1364600553,6812913.650852131,185.0,200.0
42,Production,auto_grid,6,444032.0247499054,6812913.037761126,185.0,200.0
42,Production,auto_grid,7,444035.36706495186,6812912.13054669,185.0,200.0
42,Production,auto_grid,8,444038.32662552973,6812910.952898363,185.0,200.0
42,Production,auto_grid,9,444043.6591737428,6812908.076637797,185.0,200.0
42,Production,auto_grid,10,444050.8838688728,6812904.451239974,185.0,200.0
42,Production,auto_grid,11,444057.8453113157,6812901.31908381,185.0,200.0
42,Production,auto_grid,12,444065.23901689093,6812898.556382336,185.0,200.0
42,Production,auto_grid,13,444072.2862100694,6812896.791153149,185.0,200.0
42,Production,auto_grid,14,444079.6384648005,6812895.636837002,185.0,200.0
42,Production,auto_grid,15,444087.3195533689,6812894.787165428,185.0,200.0
42,Production,auto_grid,16,444096.020563469,6812894.065826987,185.0,200.0
42,Production,auto_grid,17,444106.6458610907,6812893.380783254,185.0,200.0
42,Production,auto_grid,18,444107.80908823136,6812893.358442001,185.0,200.0
42,Production,auto_grid,19,444103.3818936245,6812827.020808292,185.0,200.0
42,Production,auto_grid,20,443993.62604107783,6812834.345617624,185.0,200.0
42,Production,auto_grid,21,443998.6766233781,6812910.024169937,185.0,200.0
42,Production,auto_grid,22,444005.9279599236,6812911.919007586,185.0,200.0
43,Production,auto_grid,1,444124.2375934724,6812893.042911732,185.0,200.0
43,Production,auto_grid,2,444148.0809515154,6812893.01817462,185.0,200.0
43,Production,auto_grid,3,444178.6480713264,6812893.285956981,185.0,200.0
43,Production,auto_grid,4,444215.86523380975,6812893.840100077,185.0,200.0
43,Production,auto_grid,5,444218.08725831396,6812893.860103484,185.0,200.0
43,Production,auto_grid,6,444213.13774617115,6812819.69599896,185.0,200.0
43,Production,auto_grid,7,444103.3818936245,6812827.020808292,185.0,200.0
43,Production,auto_grid,8,444107.80908823136,6812893.358442001,185.0,200.0
43,Production,auto_grid,9,444124.2375934724,6812893.042911732,185.0,200.0
44,Production,auto_grid,1,444244.43576918397,6812894.097301579,185.0,200.0
44,Production,auto_grid,2,444264.31190712604,6812894.064830032,185.0,200.0
44,Production,auto_grid,3,444271.31964845204,6812893.878080607,185.0,200.0
44,Production,auto_grid,4,444273.550176202,6812892.7404109975,185.0,200.0
44,Production,auto_grid,5,444279.60932364425,6812889.1167098265,185.0,200.0
44,Production,auto_grid,6,444289.8975658912,6812882.3182527125,185.0,200.0
44,Production,auto_grid,7,444303.00656092976,6812875.434247672,185.0,200.0
44,Production,auto_grid,8,444316.7582329027,6812870.118138768,185.0,200.0
44,Production,auto_grid,9,444326.5867491359,6812867.709814066,185.0,200.0
44,Production,auto_grid,10,444322.8935987178,6812812.371189628,185.0,200.0
44,Production,auto_grid,11,444213.13774617115,6812819.69599896,185.0,200.0
44,Production,auto_grid,12,444218.08725831396,6812893.860103484,185.0,200.0
44,Production,auto_grid,13,444244.43576918397,6812894.097301579,185.0,200.0
45,Production,auto_grid,1,444331.10639111506,6812866.602346249,185.0,200.0
45,Production,auto_grid,2,444342.3635879835,6812865.4720758945,185.0,200.0
45,Production,auto_grid,3,444348.66796310194,6812864.670701133,185.0,200.0
45,Production,auto_grid,4,444352.9289825523,6812863.965073846,185.0,200.0
45,Production,auto_grid,5,444355.5215125749,6812862.145722214,185.0,200.0
45,Production,auto_grid,6,444361.1802626964,6812857.669274051,185.0,200.0
45,Production,auto_grid,7,444370.2882064727,6812849.889222988,185.0,200.0
45,Production,auto_grid,8,444381.57280962536,6812841.780695902,185.0,200.0
45,Production,auto_grid,9,444393.46565118426,6812834.886755296,185.0,200.0
45,Production,auto_grid,10,444406.0503815326,6812829.3814408295,185.0,200.0
45,Production,auto_grid,11,444415.8470557483,6812826.522854553,185.0,200.0
45,Production,auto_grid,12,444421.10472628864,6812824.778140111,185.0,200.0
45,Production,auto_grid,13,444424.67201696587,6812823.396867871,185.0,200.0
45,Production,auto_grid,14,444426.21291411185,6812822.674589659,185.0,200.0
45,Production,auto_grid,15,444426.4891369775,6812822.508650475,185.0,200.0
45,Production,auto_grid,16,444427.000135679,6812822.137191266,185.0,200.0
45,Production,auto_grid,17,444427.53136072605,6812821.67528988,185.0,200.0
45,Production,auto_grid,18,444428.1275484146,6812821.060094375,185.0,200.0
45,Production,auto_grid,19,444428.92278206424,6812820.09109993,185.0,200.0
45,Production,auto_grid,20,444429.59182472195,6812819.148101755,185.0,200.0
45,Production,auto_grid,21,444429.67111568694,6812819.015812784,185.0,200.0
45,Production,auto_grid,22,444429.75933895045,6812818.583960825,185.0,200.0
45,Production,auto_grid,23,444430.5331622627,6812812.632545754,185.0,200.0
45,Production,auto_grid,24,444431.2018177688,6812805.142991448,185.0,200.0
45,Production,auto_grid,25,444322.8935987178,6812812.371189628,185.0,200.0
45,Production,auto_grid,26,444326.5867491359,6812867.709814066,185.0,200.0
45,Production,auto_grid,27,444331.10639111506,6812866.602346249,185.0,200.0
46,Trim,auto_trim,1,443747.70220626635,6812828.775221654,185.0,200.0
46,Trim,auto_trim,2,443747.87402634154,6812828.13329316,185.0,200.0
46,Trim,auto_trim,3,443744.887433326,6812712.636971036,185.0,200.0
46,Trim,auto_trim,4,443744.6816128427,6812711.885039056,185.0,200.0
46,Trim,auto_trim,5,443744.4137152415,6812711.075672197,185.0,200.0
46,Trim,auto_trim,6,443707.85913478903,6812712.020928744,185.0,200.0
46,Trim,auto_trim,7,443711.1658872921,6812722.011223072,185.0,200.0
46,Trim,auto_trim,8,443713.9619028206,6812732.226015398,185.0,200.0
46,Trim,auto_trim,9,443716.19779137423,6812742.517849496,185.0,200.0
46,Trim,auto_trim,10,443717.8726088858,6812752.884412316,185.0,200.0
46,Trim,auto_trim,11,443718.9852795818,6812763.3184712725,185.0,200.0
46,Trim,auto_trim,12,443719.52915143024,6812773.348670016,185.0,200.0
46,Trim,auto_trim,13,443719.5017378815,6812782.993733274,185.0,200.0
46,Trim,auto_trim,14,443718.8979150475,6812792.253908796,185.0,200.0
46,Trim,auto_trim,15,443717.7245828481,6812801.033512008,185.0,200.0
46,Trim,auto_trim,16,443716.3022834813,6812809.259281272,185.0,200.0
46,Trim,auto_trim,17,443714.6156997979,6812817.023240874,185.0,200.0
46,Trim,auto_trim,18,443712.6606437232,6812824.327429282,185.0,200.0
46,Trim,auto_trim,19,443710.9028642233,6812829.726807435,185.0,200.0
46,Trim,auto_trim,20,443747.70220626635,6812828.775221654,185.0,200.0
47,Trim,auto_trim,1,443802.2010722804,6812893.548319086,185.0,200.0
47,Trim,auto_trim,2,443795.6415255134,6812884.401257922,185.0,200.0
47,Trim,auto_trim,3,443795.4337985921,6812884.386338437,185.0,200.0
47,Trim,auto_trim,4,443790.99992201873,6812883.707185486,185.0,200.0
47,Trim,auto_trim,5,443785.3439541088,6812882.457279409,185.0,200.0
47,Trim,auto_trim,6,443778.59080809087,6812880.577290072,185.0,200.0
47,Trim,auto_trim,7,443770.5362642769,6812877.938641517,185.0,200.0
47,Trim,auto_trim,8,443763.7800737086,6812875.556523442,185.0,200.0
47,Trim,auto_trim,9,443759.11931624706,6812873.739420236,185.0,200.0
47,Trim,auto_trim,10,443757.1838573358,6812872.865510995,185.0,200.0
47,Trim,auto_trim,11,443756.42005436594,6812872.331264267,185.0,200.0
47,Trim,auto_trim,12,443754.6458977258,6812870.898240841,185.0,200.0
47,Trim,auto_trim,13,443752.1309625799,6812868.631137663,185.0,200.0
47,Trim,auto_trim,14,443749.71566969104,6812866.255933229,185.0,200.0
47,Trim,auto_trim,15,443748.0601691752,6812864.330297265,185.0,200.0
47,Trim,auto_trim,16,443746.5554365943,6812862.2500931285,185.0,200.0
47,Trim,auto_trim,17,443745.1686475117,6812859.95381603,185.0,200.0
47,Trim,auto_trim,18,443744.21397069114,6812858.038568614,185.0,200.0
47,Trim,auto_trim,19,443743.6869814088,6812856.586101156,185.0,200.0
47,Trim,auto_trim,20,443743.262752649,6812854.824259011,185.0,200.0
47,Trim,auto_trim,21,443742.9726466524,6812852.599585802,185.0,200.0
47,Trim,auto_trim,22,443742.8860347717,6812849.720283865,185.0,200.0
47,Trim,auto_trim,23,443743.06474400335,6812846.6213723235,185.0,200.0
47,Trim,auto_trim,24,443743.5227317235,6812843.488409321,185.0,200.0
47,Trim,auto_trim,25,443744.28596167936,6812840.247170442,185.0,200.0
47,Trim,auto_trim,26,443746.22969655466,6812834.276592436,185.0,200.0
47,Trim,auto_trim,27,443747.7022062663,6812828.775221654,185.0,200.0
47,Trim,auto_trim,28,443710.9028642233,6812829.726807435,185.0,200.0
47,Trim,auto_trim,29,443710.90286422323,6812829.726807435,185.0,200.0
47,Trim,auto_trim,30,443772.133303556,6812915.110537987,185.0,200.0
47,Trim,auto_trim,31,443802.2010722804,6812893.548319086,185.0,200.0
48,Trim,auto_trim,1,443798.15592117916,6812919.6720056785,185.0,200.0
48,Trim,auto_trim,2,443804.9629119822,6812920.582528196,185.0,200.0
48,Trim,auto_trim,3,443811.56548271637,6812921.903042343,185.0,200.0
48,Trim,auto_trim,4,443817.95942933107,6812923.635784042,185.0,200.0
48,Trim,auto_trim,5,443820.01953341934,6812924.351230848,185.0,200.0
48,Trim,auto_trim,6,443847.25822598586,6812929.607530886,185.0,200.0
48,Trim,auto_trim,7,443848.15941665194,6812929.672256732,185.0,200.0
48,Trim,auto_trim,8,443855.09849289473,6812930.609508026,185.0,200.0
48,Trim,auto_trim,9,443861.9510320335,6812931.979713296,185.0,200.0
48,Trim,auto_trim,10,443868.24530276767,6812933.657445259,185.0,200.0
48,Trim,auto_trim,11,443889.60771952034,6812937.7797896685,185.0,200.0
48,Trim,auto_trim,12,443896.2791459412,6812903.207765261,185.0,200.0
48,Trim,auto_trim,13,443888.7301574128,6812902.591928303,185.0,200.0
48,Trim,auto_trim,14,443883.14876389113,6812901.706084752,185.0,200.0
48,Trim,auto_trim,15,443878.7877667847,6812900.245515226,185.0,200.0
48,Trim,auto_trim,16,443869.89749280724,6812897.875821033,185.0,200.0
48,Trim,auto_trim,17,443860.87797712354,6812896.0723161325,185.0,200.0
48,Trim,auto_trim,18,443851.7590329937,6812894.84063314,185.0,200.0
48,Trim,auto_trim,19,443845.0495579224,6812894.358741278,185.0,200.0
48,Trim,auto_trim,20,443841.1039600591,6812893.830966846,185.0,200.0
48,Trim,auto_trim,21,443837.4667844025,6812893.103531715,185.0,200.0
48,Trim,auto_trim,22,443834.10687575355,6812892.193005842,185.0,200.0
48,Trim,auto_trim,23,443828.2904465771,6812890.173037193,185.0,200.0
48,Trim,auto_trim,24,443819.58392606047,6812887.813594417,185.0,200.0
48,Trim,auto_trim,25,443810.7211017069,6812886.041029546,185.0,200.0
48,Trim,auto_trim,26,443801.73312875046,6812884.83877263,185.0,200.0
48,Trim,auto_trim,27,443795.64152551343,6812884.401257922,185.0,200.0
48,Trim,auto_trim,28,443802.2010722804,6812893.548319086,185.0,200.0
48,Trim,auto_trim,29,443772.133303556,6812915.110537987,185.0,200.0
48,Trim,auto_trim,30,443794.35759615514,6812919.399200146,185.0,200.0
48,Trim,auto_trim,31,443798.15592117916,6812919.6720056785,185.0,200.0
49,Trim,auto_trim,1,444005.9279599236,6812911.919007587,185.0,200.0
49,Trim,auto_trim,2,443998.2077739187,6812909.901655474,185.0,200.0
49,Trim,auto_trim,3,443933.6701957477,6812904.401101268,185.0,200.0
49,Trim,auto_trim,4,443917.9611662355,6812904.234747405,185.0,200.0
49,Trim,auto_trim,5,443900.82263779506,6812903.578417592,185.0,200.0
49,Trim,auto_trim,6,443892.5800218788,6812902.905995388,185.0,200.0
49,Trim,auto_trim,7,443896.2791459412,6812903.207765261,185.0,200.0
49,Trim,auto_trim,8,443889.60771952034,6812937.7797896685,185.0,200.0
49,Trim,auto_trim,9,443898.72908202314,6812938.52389891,185.0,200.0
49,Trim,auto_trim,10,443917.1060113636,6812939.227653999,185.0,200.0
49,Trim,auto_trim,11,443939.7584779216,6812939.467536756,185.0,200.0
49,Trim,auto_trim,12,443959.2900988152,6812940.269129792,185.0,200.0
49,Trim,auto_trim,13,443975.6008673404,6812941.64068915,185.0,200.0
49,Trim,auto_trim,14,443988.76978352893,6812943.610635362,185.0,200.0
49,Trim,auto_trim,15,443998.2603966806,6812946.090615571,185.0,200.0
49,Trim,auto_trim,16,444007.04054101335,6812947.741570798,185.0,200.0
49,Trim,auto_trim,17,444008.8584170237,6812947.943556954,185.0,200.0
49,Trim,auto_trim,18,444011.83414550236,6812913.02956427,185.0,200.0
49,Trim,auto_trim,19,444005.9279599236,6812911.919007587,185.0,200.0
50,Trim,auto_trim,1,444059.8192267924,6812939.12692485,185.0,200.0
50,Trim,auto_trim,2,444065.9198671731,6812936.065584827,185.0,200.0
50,Trim,auto_trim,3,444071.165243895,6812933.705536723,185.0,200.0
50,Trim,auto_trim,4,444075.6492088089,6812932.030076922,185.0,200.0
50,Trim,auto_trim,5,444079.26667507295,6812931.123949209,185.0,200.0
50,Trim,auto_trim,6,444084.2792422748,6812930.336967872,185.0,200.0
50,Trim,auto_trim,7,444090.6901181831,6812929.627805496,185.0,200.0
50,Trim,auto_trim,8,444098.59255718376,6812928.972670866,185.0,200.0
50,Trim,auto_trim,9,444108.1085931224,6812928.359144449,185.0,200.0
50,Trim,auto_trim,10,444124.59182642086,6812928.042563057,185.0,200.0
50,Trim,auto_trim,11,444125.2365383299,6812928.041894178,185.0,200.0
50,Trim,auto_trim,12,444119.2677335778,6812893.138364191,185.0,200.0
50,Trim,auto_trim,13,444108.642948457,6812893.34242666,185.0,200.0
50,Trim,auto_trim,14,444055.299148924,6812902.464676594,185.0,200.0
50,Trim,auto_trim,15,444050.88386887277,6812904.451239975,185.0,200.0
50,Trim,auto_trim,16,444043.6591737427,6812908.076637798,185.0,200.0
50,Trim,auto_trim,17,444038.3266255297,6812910.952898364,185.0,200.0
50,Trim,auto_trim,18,444035.36706495186,6812912.130546691,185.0,200.0
50,Trim,auto_trim,19,444032.0247499054,6812913.037761126,185.0,200.0
50,Trim,auto_trim,20,444028.13646005536,6812913.650852131,185.0,200.0
50,Trim,auto_trim,21,444023.40792309813,6812913.910047692,185.0,200.0
50,Trim,auto_trim,22,444018.0306513965,6812913.747307263,185.0,200.0
50,Trim,auto_trim,23,444012.2143054911,6812913.101046821,185.0,200.0
50,Trim,auto_trim,24,444005.9279599236,6812911.919007587,185.0,200.0
50,Trim,auto_trim,25,444011.83414550236,6812913.02956427,185.0,200.0
50,Trim,auto_trim,26,444008.8584170237,6812947.943556954,185.0,200.0
50,Trim,auto_trim,27,444059.5426188169,6812939.276121178,185.0,200.0
50,Trim,auto_trim,28,444059.8192267924,6812939.12692485,185.0,200.0
51,Trim,auto_trim,1,444147.945801796,6812928.0183336735,185.0,200.0
51,Trim,auto_trim,2,444178.23422862816,6812928.283674551,185.0,200.0
51,Trim,auto_trim,3,444214.8983441461,6812928.829583081,185.0,200.0
51,Trim,auto_trim,4,444245.2300684986,6812929.096050642,185.0,200.0
51,Trim,auto_trim,5,444245.5375522019,6812894.095501602,185.0,200.0
51,Trim,auto_trim,6,444244.43576918385,6812894.097301579,185.0,200.0
51,Trim,auto_trim,7,444215.8652338097,6812893.840100077,185.0,200.0
51,Trim,auto_trim,8,444178.6480713264,6812893.285956981,185.0,200.0
51,Trim,auto_trim,9,444148.0809515154,6812893.018174621,185.0,200.0
51,Trim,auto_trim,10,444125.54402017785,6812893.041556334,185.0,200.0
51,Trim,auto_trim,11,444125.2365383299,6812928.041894178,185.0,200.0
51,Trim,auto_trim,12,444125.23653834773,6812928.041894178,185.0,200.0
51,Trim,auto_trim,13,444147.945801796,6812928.0183336735,185.0,200.0
52,Trim,auto_trim,1,444317.5004469405,6812907.355448651,185.0,200.0
52,Trim,auto_trim,2,444327.2765881767,6812903.5761968205,185.0,200.0
52,Trim,auto_trim,3,444337.04873182223,6812901.181685343,185.0,200.0
52,Trim,auto_trim,4,444346.31929900823,6812900.250881041,185.0,200.0
52,Trim,auto_trim,5,444353.73557285225,6812899.308168312,185.0,200.0
52,Trim,auto_trim,6,444358.5202096583,6812898.515829688,185.0,200.0
52,Trim,auto_trim,7,444349.3537931263,6812864.557127284,185.0,200.0
52,Trim,auto_trim,8,444348.6679631018,6812864.670701133,185.0,200.0
52,Trim,auto_trim,9,444342.3635879834,6812865.472075894,185.0,200.0
52,Trim,auto_trim,10,444336.9404481016,6812866.016582161,185.0,200.0
52,Trim,auto_trim,11,444305.21783970186,6812874.579413527,185.0,200.0
52,Trim,auto_trim,12,444303.0065609297,6812875.434247673,185.0,200.0
52,Trim,auto_trim,13,444289.8975658912,6812882.318252713,185.0,200.0
52,Trim,auto_trim,14,444279.6093236442,6812889.1167098265,185.0,200.0
52,Trim,auto_trim,15,444273.550176202,6812892.7404109975,185.0,200.0
52,Trim,auto_trim,16,444271.3196484519,6812893.878080607,185.0,200.0
52,Trim,auto_trim,17,444264.3119071259,6812894.064830032,185.0,200.0
52,Trim,auto_trim,18,444244.43576918385,6812894.097301579,185.0,200.0
52,Trim,auto_trim,19,444245.5375522019,6812894.095501602,185.0,200.0
52,Trim,auto_trim,20,444245.2300684986,6812929.096050642,185.0,200.0
52,Trim,auto_trim,21,444308.7515788785,6812911.949794111,185.0,200.0
52,Trim,auto_trim,22,444317.5004469405,6812907.355448651,185.0,200.0
53,Trim,auto_trim,1,444391.90422517015,6812877.455582599,185.0,200.0
53,Trim,auto_trim,2,444400.6062999406,6812871.202725673,185.0,200.0
53,Trim,auto_trim,3,444409.3062634459,6812866.15960529,185.0,200.0
53,Trim,auto_trim,4,444418.01540335134,6812862.349706104,185.0,200.0
53,Trim,auto_trim,5,444418.6436469849,6812862.166389951,185.0,200.0
53,Trim,auto_trim,6,444459.37183403154,6812837.542934499,185.0,200.0
53,Trim,auto_trim,7,444440.228963882,6812805.879856277,185.0,200.0
53,Trim,auto_trim,8,444430.617229038,6812811.6909208475,185.0,200.0
53,Trim,auto_trim,9,444430.5331622627,6812812.632545754,185.0,200.0
53,Trim,auto_trim,10,444429.75933895045,6812818.583960825,185.0,200.0
53,Trim,auto_trim,11,444429.6711156869,6812819.015812784,185.0,200.0
53,Trim,auto_trim,12,444429.59182472184,6812819.148101756,185.0,200.0
53,Trim,auto_trim,13,444428.92278206424,6812820.09109993,185.0,200.0
53,Trim,auto_trim,14,444428.1275484146,6812821.060094375,185.0,200.0
53,Trim,auto_trim,15,444427.53136072593,6812821.67528988,185.0,200.0
53,Trim,auto_trim,16,444427.00013567903,6812822.137191267,185.0,200.0
53,Trim,auto_trim,17,444426.48913697747,6812822.508650475,185.0,200.0
53,Trim,auto_trim,18,444426.21291411173,6812822.674589659,185.0,200.0
53,Trim,auto_trim,19,444424.67201696575,6812823.396867872,185.0,200.0
53,Trim,auto_trim,20,444421.1047262885,6812824.778140112,185.0,200.0
53,Trim,auto_trim,21,444415.8470557483,6812826.522854553,185.0,200.0
53,Trim,auto_trim,22,444406.0503815326,6812829.38144083,185.0,200.0
53,Trim,auto_trim,23,444393.46565118426,6812834.886755296,185.0,200.0
53,Trim,auto_trim,24,444381.57280962536,6812841.780695902,185.0,200.0
53,Trim,auto_trim,25,444370.2882064727,6812849.889222988,185.0,200.0
53,Trim,auto_trim,26,444361.18026269635,6812857.669274051,185.0,200.0
53,Trim,auto_trim,27,444355.5215125749,6812862.145722215,185.0,200.0
53,Trim,auto_trim,28,444352.9289825522,6812863.965073846,185.0,200.0
53,Trim,auto_trim,29,444349.3537931263,6812864.557127284,185.0,200.0
53,Trim,auto_trim,30,444358.52020965837,6812898.515829688,185.0,200.0
53,Trim,auto_trim,31,444388.39122347,6812880.456406197,185.0,200.0
53,Trim,auto_trim,32,444391.90422517015,6812877.455582599,185.0,200.0
54,Trim,auto_trim,1,444463.2451117214,6812829.534629042,185.0,200.0
54,Trim,auto_trim,2,444464.30415329756,6812824.350631513,185.0,200.0
54,Trim,auto_trim,3,444465.33185082994,6812816.446689508,185.0,200.0
54,Trim,auto_trim,4,444466.2623071362,6812806.024726372,185.0,200.0
54,Trim,auto_trim,5,444467.0903343682,6812792.992766121,185.0,200.0
54,Trim,auto_trim,6,444468.2168060161,6812782.110951004,185.0,200.0
54,Trim,auto_trim,7,444469.66398900363,6812773.431523032,185.0,200.0
54,Trim,auto_trim,8,444471.56084367656,6812766.699194431,185.0,200.0
54,Trim,auto_trim,9,444473.87604013644,6812762.538202963,185.0,200.0
54,Trim,auto_trim,10,444476.0927637633,6812759.119857741,185.0,200.0
54,Trim,auto_trim,11,444478.4558010605,6812756.028847905,185.0,200.0
54,Trim,auto_trim,12,444480.9783829266,6812753.272404099,185.0,200.0
54,Trim,auto_trim,13,444483.72282126645,6812750.819286183,185.0,200.0
54,Trim,auto_trim,14,444487.14928607666,6812748.512412731,185.0,200.0
54,Trim,auto_trim,15,444491.09387499944,6812746.419523395,185.0,200.0
54,Trim,auto_trim,16,444495.5710428732,6812744.491095169,185.0,200.0
54,Trim,auto_trim,17,444500.8393054639,6812742.610641682,185.0,200.0
54,Trim,auto_trim,18,444508.5853359959,6812741.056456875,185.0,200.0
54,Trim,auto_trim,19,444509.0385693329,6812741.0004953565,185.0,200.0
54,Trim,auto_trim,20,444476.1371855068,6812724.074215721,185.0,200.0
54,Trim,auto_trim,21,444431.2632785143,6812811.300332126,185.0,200.0
54,Trim,auto_trim,22,444440.228963882,6812805.879856277,185.0,200.0
54,Trim,auto_trim,23,444459.37183403154,6812837.542934499,185.0,200.0
54,Trim,auto_trim,24,444462.5312071361,6812831.401729851,185.0,200.0
54,Trim,auto_trim,25,444463.2451117214,6812829.534629042,185.0,200.0
55,Trim,auto_trim,1,444553.57089505944,6812702.1788585,185.0,200.0
55,Trim,auto_trim,2,444552.2236236612,6812702.399405276,185.0,200.0
55,Trim,auto_trim,3,444542.66035400203,6812703.287077297,185.0,200.0
55,Trim,auto_trim,4,444528.53550302156,6812703.950121992,185.0,200.0
55,Trim,auto_trim,5,444514.9962422819,6812704.9991077995,185.0,200.0
55,Trim,auto_trim,6,444502.99033051584,6812706.481498882,185.0,200.0
55,Trim,auto_trim,7,444491.4646741106,6812708.794038189,185.0,200.0
55,Trim,auto_trim,8,444489.8013411909,6812709.38774819,185.0,200.0
55,Trim,auto_trim,9,444489.24302223744,6812709.741315662,185.0,200.0
55,Trim,auto_trim,10,444509.0385693335,6812741.0004953565,185.0,200.0
55,Trim,auto_trim,11,444557.9615369608,6812710.0189750735,185.0,200.0
55,Trim,auto_trim,12,444553.57089505944,6812702.1788585,185.0,200.0
56,Trim,auto_trim,1,444462.73892340384,6812421.294949495,185.0,200.0
56,Trim,auto_trim,2,444469.3414082483,6812425.9647731995,185.0,200.0
56,Trim,auto_trim,3,444491.3092277129,6812426.148595993,185.0,200.0
56,Trim,auto_trim,4,444516.6589350775,6812426.660050146,185.0,200.0
56,Trim,auto_trim,5,444525.2941624611,6812427.091936364,185.0,200.0
56,Trim,auto_trim,6,444526.85851934325,6812429.139659283,185.0,200.0
56,Trim,auto_trim,7,444528.9113703513,6812432.21196522,185.0,200.0
56,Trim,auto_trim,8,444528.25060062367,6812422.310909574,185.0,200.0
56,Trim,auto_trim,9,444484.1044271833,6812391.087082172,185.0,200.0
56,Trim,auto_trim,10,444462.73892340384,6812421.294949495,185.0,200.0
57,Trim,auto_trim,1,444364.10609171924,6812390.91679623,185.0,200.0
57,Trim,auto_trim,2,444364.1060917175,6812390.91679623,185.0,200.0
57,Trim,auto_trim,3,444364.05641885876,6812425.920627369,185.0,200.0
57,Trim,auto_trim,4,444367.4206615116,6812425.875395188,185.0,200.0
57,Trim,auto_trim,5,444405.51802211115,6812425.738448369,185.0,200.0
57,Trim,auto_trim,6,444454.14563483273,6812425.8376176795,185.0,200.0
57,Trim,auto_trim,7,444484.0547586122,6812426.087891891,185.0,200.0
57,Trim,auto_trim,8,444469.3414082483,6812425.9647731995,185.0,200.0
57,Trim,auto_trim,9,444462.73892340384,6812421.294949495,185.0,200.0
57,Trim,auto_trim,10,444484.1044271833,6812391.087082172,185.0,200.0
57,Trim,auto_trim,11,444484.1044271634,6812391.087082172,185.0,200.0
57,Trim,auto_trim,12,444364.10609171924,6812390.91679623,185.0,200.0
58,Trim,auto_trim,1,444245.0410626677,6812382.966395478,185.0,200.0
58,Trim,auto_trim,2,444242.70884017955,6812417.893708825,185.0,200.0
