pattern_id,pattern_type,pattern_source,point_id,x,y,floor_rl,crest_rl
9,Production,auto_grid,11,443802.4442536686,6812529.550797808,185.0,200.0
9,Production,auto_grid,12,443793.8043204245,6812533.624592392,185.0,200.0
9,Production,auto_grid,13,443782.9875286945,6812538.992766436,185.0,200.0
9,Production,auto_grid,14,443774.4729230832,6812543.463798461,185.0,200.0
9,Production,auto_grid,15,443768.599140017,6812546.810394884,185.0,200.0
9,Production,auto_grid,16,443766.06378793454,6812548.453840809,185.0,200.0
9,Production,auto_grid,17,443766.02456139965,6812548.486096318,185.0,200.0
9,Production,auto_grid,18,443765.70234566386,6812548.810176837,185.0,200.0
9,Production,auto_grid,19,443765.22710486635,6812549.390409098,185.0,200.0
9,Production,auto_grid,20,443764.592767609,6812550.327101227,185.0,200.0
9,Production,auto_grid,21,443764.13347683375,6812551.14723065,185.0,200.0
9,Production,auto_grid,22,443763.4584727482,6812552.739340885,185.0,200.0
9,Production,auto_grid,23,443762.37900196685,6812556.018031884,185.0,200.0
9,Production,auto_grid,24,443761.1377899696,6812560.801349728,185.0,200.0
9,Production,auto_grid,25,443759.2916118453,6812569.763945804,185.0,200.0
9,Production,auto_grid,26,443756.2053762441,6812579.589827843,185.0,200.0
9,Production,auto_grid,27,443865.8911110798,6812572.269697978,185.0,200.0
9,Production,auto_grid,28,443862.34184038924,6812519.086985241,185.0,200.0
9,Production,auto_grid,29,443861.3317756189,6812519.527896436,185.0,200.0
10,Production,auto_grid,1,443902.6501770387,6812483.895005931,185.0,200.0
10,Production,auto_grid,2,443897.1740352121,6812492.459709196,185.0,200.0
10,Production,auto_grid,3,443890.28423260193,6812500.901952888,185.0,200.0
10,Production,auto_grid,4,443882.9849104769,6812507.2847163705,185.0,200.0
10,Production,auto_grid,5,443876.206975897,6812512.099320008,185.0,200.0
10,Production,auto_grid,6,443868.95135481464,6812516.20181491,185.0,200.0
10,Production,auto_grid,7,443862.34184038924,6812519.086985241,185.0,200.0
10,Production,auto_grid,8,443865.8911110798,6812572.269697978,185.0,200.0
10,Production,auto_grid,9,443975.64696362655,6812564.944888646,185.0,200.0
10,Production,auto_grid,10,443969.65393780934,6812475.144645653,185.0,200.0
10,Production,auto_grid,11,443904.9955008148,6812479.459775204,185.0,200.0
10,Production,auto_grid,12,443902.6501770387,6812483.895005931,185.0,200.0
11,Production,auto_grid,1,443969.65393780934,6812475.144645653,185.0,200.0
11,Production,auto_grid,2,443975.64696362655,6812564.944888646,185.0,200.0
11,Production,auto_grid,3,444085.4028161731,6812557.620079313,185.0,200.0
11,Production,auto_grid,4,444079.409790356,6812467.81983632,185.0,200.0
11,Production,auto_grid,5,443969.65393780934,6812475.144645653,185.0,200.0
12,Production,auto_grid,1,444079.409790356,6812467.81983632,185.0,200.0
12,Production,auto_grid,2,444085.4028161731,6812557.620079313,185.0,200.0
12,Production,auto_grid,3,444195.1586687199,6812550.295269982,185.0,200.0
12,Production,auto_grid,4,444189.16564290266,6812460.495026989,185.0,200.0
12,Production,auto_grid,5,444079.409790356,6812467.81983632,185.0,200.0
13,Production,auto_grid,1,444189.16564290266,6812460.495026989,185.0,200.0
13,Production,auto_grid,2,444195.1586687199,6812550.295269982,185.0,200.0
13,Production,auto_grid,3,444304.91452126653,6812542.97046065,185.0,200.0
13,Production,auto_grid,4,444298.92149544944,6812453.1702176565,185.0,200.0
13,Production,auto_grid,5,444189.16564290266,6812460.495026989,185.0,200.0
14,Production,auto_grid,1,444298.92149544944,6812453.1702176565,185.0,200.0
14,Production,auto_grid,2,444304.91452126653,6812542.97046065,185.0,200.0
14,Production,auto_grid,3,444414.6703738132,6812535.645651317,185.0,200.0
14,Production,auto_grid,4,444408.677347996,6812445.845408324,185.0,200.0
14,Production,auto_grid,5,444298.92149544944,6812453.1702176565,185.0,200.0
15,Production,auto_grid,1,444516.9428727773,6812528.820260803,185.0,200.0
15,Production,auto_grid,2,444524.42622635997,6812528.320841986,185.0,200.0
15,Production,auto_grid,3,444518.43320054276,6812438.520598993,185.0,200.0
15,Production,auto_grid,4,444408.677347996,6812445.845408324,185.0,200.0
15,Production,auto_grid,5,444414.6703738132,6812535.645651317,185.0,200.0
15,Production,auto_grid,6,444422.153727396,6812535.1462325,185.0,200.0
15,Production,auto_grid,7,444418.4913227299,6812480.268306226,185.0,200.0
15,Production,auto_grid,8,444513.2804681111,6812473.942334529,185.0,200.0
15,Production,auto_grid,9,444516.9428727773,6812528.820260803,185.0,200.0
16,Production,auto_grid,1,443733.42632136605,6812628.084056786,185.0,200.0
16,Production,auto_grid,2,443732.9595507974,6812639.747282641,185.0,200.0
16,Production,auto_grid,3,443732.7230301139,6812654.8000984695,185.0,200.0
16,Production,auto_grid,4,443732.8814888588,6812666.662586653,185.0,200.0
16,Production,auto_grid,5,443733.15098170476,6812671.328617262,185.0,200.0
16,Production,auto_grid,6,443817.0062106235,6812665.732345636,185.0,200.0
16,Production,auto_grid,7,443811.0131848065,6812575.932102644,185.0,200.0
16,Production,auto_grid,8,443756.2053762441,6812579.589827843,185.0,200.0
16,Production,auto_grid,9,443755.6285904592,6812581.426184432,185.0,200.0
16,Production,auto_grid,10,443750.82562778395,6812592.672299133,185.0,200.0
16,Production,auto_grid,11,443744.96258353937,6812603.424652505,185.0,200.0
16,Production,auto_grid,12,443739.3883188795,6812611.75601277,185.0,200.0
16,Production,auto_grid,13,443736.1286551896,6812616.931683102,185.0,200.0
16,Production,auto_grid,14,443734.0364632529,6812620.560644383,185.0,200.0
