pattern_id,pattern_type,pattern_source,surface,vertex_id,x,y,z_rl
9,Production,auto_grid,top_crest,8,443810.87924231146,6812520.695018841,200.0
9,Production,auto_grid,top_crest,9,443808.86185419396,6812520.981532586,200.0
9,Production,auto_grid,top_crest,10,443806.35561523365,6812521.904314231,200.0
9,Production,auto_grid,top_crest,11,443800.1936233313,6812524.575983617,200.0
9,Production,auto_grid,top_crest,12,443791.42637793504,6812528.709806855,200.0
9,Production,auto_grid,top_crest,13,443780.5046054133,6812534.130080928,200.0
9,Production,auto_grid,top_crest,14,443771.8517159333,6812538.673726017,200.0
9,Production,auto_grid,top_crest,15,443765.7606508042,6812542.144119211,200.0
9,Production,auto_grid,top_crest,16,443762.8348842004,6812544.040636556,200.0
9,Production,auto_grid,top_crest,17,443762.34577013546,6812544.442829183,200.0
9,Production,auto_grid,top_crest,18,443761.6453204635,6812545.147332621,200.0
9,Production,auto_grid,top_crest,19,443760.8459622134,6812546.123287225,200.0
9,Production,auto_grid,top_crest,20,443759.94244321366,6812547.4574657325,200.0
9,Production,auto_grid,top_crest,21,443759.22381765314,6812548.740674538,200.0
9,Production,auto_grid,top_crest,22,443758.3435905058,6812550.8168377485,200.0
9,Production,auto_grid,top_crest,23,443757.1384784962,6812554.477140525,200.0
9,Production,auto_grid,top_crest,24,443755.81845407834,6812559.564181552,200.0
9,Production,auto_grid,top_crest,25,443754.0001004703,6812568.391698625,200.0
9,Production,auto_grid,top_crest,26,443748.6049146999,6812585.5687602,200.0
9,Production,auto_grid,top_crest,27,443871.7020941615,6812577.353586723,200.0
9,Production,auto_grid,top_crest,28,443867.2723461014,6812510.977691753,200.0
9,Production,auto_grid,top_crest,29,443859.4002059309,6812514.414020624,200.0
10,Production,auto_grid,bottom_toe_floor,1,443902.6501770387,6812483.895005931,185.0
10,Production,auto_grid,bottom_toe_floor,2,443897.1740352121,6812492.459709196,185.0
10,Production,auto_grid,bottom_toe_floor,3,443890.28423260193,6812500.901952888,185.0
10,Production,auto_grid,bottom_toe_floor,4,443882.9849104769,6812507.2847163705,185.0
10,Production,auto_grid,bottom_toe_floor,5,443876.206975897,6812512.099320008,185.0
10,Production,auto_grid,bottom_toe_floor,6,443868.95135481464,6812516.20181491,185.0
10,Production,auto_grid,bottom_toe_floor,7,443862.34184038924,6812519.086985241,185.0
10,Production,auto_grid,bottom_toe_floor,8,443865.8911110798,6812572.269697978,185.0
10,Production,auto_grid,bottom_toe_floor,9,443975.64696362655,6812564.944888646,185.0
10,Production,auto_grid,bottom_toe_floor,10,443969.65393780934,6812475.144645653,185.0
10,Production,auto_grid,bottom_toe_floor,11,443904.9955008148,6812479.459775204,185.0
10,Production,auto_grid,bottom_toe_floor,12,443902.6501770387,6812483.895005931,185.0
10,Production,auto_grid,top_crest,1,443897.9291414531,6812481.143774581,200.0
10,Production,auto_grid,top_crest,2,443892.74451959145,6812489.252539692,200.0
10,Production,auto_grid,top_crest,3,443886.3447809246,6812497.094296046,200.0
10,Production,auto_grid,top_crest,4,443879.59856935387,6812502.99340176,200.0
10,Production,auto_grid,top_crest,5,443873.27480287786,6812507.485393933,200.0
10,Production,auto_grid,top_crest,6,443866.50922106294,6812511.310809371,200.0
10,Production,auto_grid,top_crest,7,443856.6387286742,6812515.619454447,200.0
10,Production,auto_grid,top_crest,8,443860.807222335,6812578.08068106,200.0
10,Production,auto_grid,top_crest,9,443981.45794670825,6812570.028777391,200.0
10,Production,auto_grid,top_crest,10,443974.7378265541,6812469.33366257,200.0
10,Production,auto_grid,top_crest,11,443901.59295511665,6812474.215153849,200.0
10,Production,auto_grid,top_crest,12,443897.9291414531,6812481.143774581,200.0
11,Production,auto_grid,bottom_toe_floor,1,443969.65393780934,6812475.144645653,185.0
11,Production,auto_grid,bottom_toe_floor,2,443975.64696362655,6812564.944888646,185.0
11,Production,auto_grid,bottom_toe_floor,3,444085.4028161731,6812557.620079313,185.0
11,Production,auto_grid,bottom_toe_floor,4,444079.409790356,6812467.81983632,185.0
11,Production,auto_grid,bottom_toe_floor,5,443969.65393780934,6812475.144645653,185.0
11,Production,auto_grid,top_crest,1,443963.84295472765,6812470.060756908,200.0
11,Production,auto_grid,top_crest,2,443970.5630748818,6812570.755871728,200.0
11,Production,auto_grid,top_crest,3,444091.2137992548,6812562.703968058,200.0
11,Production,auto_grid,top_crest,4,444084.49367910076,6812462.008853238,200.0
11,Production,auto_grid,top_crest,5,443963.84295472765,6812470.060756908,200.0
12,Production,auto_grid,bottom_toe_floor,1,444079.409790356,6812467.81983632,185.0
12,Production,auto_grid,bottom_toe_floor,2,444085.4028161731,6812557.620079313,185.0
12,Production,auto_grid,bottom_toe_floor,3,444195.1586687199,6812550.295269982,185.0
12,Production,auto_grid,bottom_toe_floor,4,444189.16564290266,6812460.495026989,185.0
12,Production,auto_grid,bottom_toe_floor,5,444079.409790356,6812467.81983632,185.0
12,Production,auto_grid,top_crest,1,444073.5988072743,6812462.735947575,200.0
12,Production,auto_grid,top_crest,2,444080.31892742834,6812563.431062396,200.0
12,Production,auto_grid,top_crest,3,444200.96965180157,6812555.379158727,200.0
12,Production,auto_grid,top_crest,4,444194.2495316474,6812454.684043907,200.0
12,Production,auto_grid,top_crest,5,444073.5988072743,6812462.735947575,200.0
13,Production,auto_grid,bottom_toe_floor,1,444189.16564290266,6812460.495026989,185.0
13,Production,auto_grid,bottom_toe_floor,2,444195.1586687199,6812550.295269982,185.0
13,Production,auto_grid,bottom_toe_floor,3,444304.91452126653,6812542.97046065,185.0
13,Production,auto_grid,bottom_toe_floor,4,444298.92149544944,6812453.1702176565,185.0
13,Production,auto_grid,bottom_toe_floor,5,444189.16564290266,6812460.495026989,185.0
13,Production,auto_grid,top_crest,1,444183.35465982097,6812455.411138244,200.0
13,Production,auto_grid,top_crest,2,444190.0747799751,6812556.106253064,200.0
13,Production,auto_grid,top_crest,3,444310.72550434823,6812548.0543493945,200.0
13,Production,auto_grid,top_crest,4,444304.0053841942,6812447.359234574,200.0
13,Production,auto_grid,top_crest,5,444183.35465982097,6812455.411138244,200.0
14,Production,auto_grid,bottom_toe_floor,1,444298.92149544944,6812453.1702176565,185.0
14,Production,auto_grid,bottom_toe_floor,2,444304.91452126653,6812542.97046065,185.0
14,Production,auto_grid,bottom_toe_floor,3,444414.6703738132,6812535.645651317,185.0
14,Production,auto_grid,bottom_toe_floor,4,444408.677347996,6812445.845408324,185.0
14,Production,auto_grid,bottom_toe_floor,5,444298.92149544944,6812453.1702176565,185.0
14,Production,auto_grid,top_crest,1,444293.11051236774,6812448.086328912,200.0
14,Production,auto_grid,top_crest,2,444299.83063252177,6812548.781443732,200.0
14,Production,auto_grid,top_crest,3,444420.4813568949,6812540.729540062,200.0
14,Production,auto_grid,top_crest,4,444413.76123674074,6812440.034425242,200.0
14,Production,auto_grid,top_crest,5,444293.11051236774,6812448.086328912,200.0
15,Production,auto_grid,bottom_toe_floor,1,444516.9428727773,6812528.820260803,185.0
15,Production,auto_grid,bottom_toe_floor,2,444524.42622635997,6812528.320841986,185.0
15,Production,auto_grid,bottom_toe_floor,3,444518.43320054276,6812438.520598993,185.0
