Date,Time,Date Time,Pre_Leach_Density_pct_w_w,Leach_Tank_01_Density_pct_w_w,Leach_Tank_01_pH,Leach_Tank_01_CN_ppm,Leach_Tank_01_DO_ppm,Leach_Tank_02_Density_pct_w_w,Leach_Tank_02_pH,Leach_Tank_02_CN_ppm,Leach_Tank_02_DO_ppm,CIL_Tank_01_Density_pct_w_w,CIL_Tank_01_pH,CIL_Tank_01_CN_ppm,CIL_Tank_01_DO_ppm,CIL_Tank_01_Carbon_gpl,CIL_Tank_02_Density_pct_w_w,CIL_Tank_02_pH,CIL_Tank_02_CN_ppm,CIL_Tank_02_DO_ppm,CIL_Tank_02_Carbon_gpl,CIL_Tank_03_Density_pct_w_w,CIL_Tank_03_pH,CIL_Tank_03_CN_ppm,CIL_Tank_03_DO_ppm,CIL_Tank_03_Carbon_gpl,CIL_Tank_04_Density_pct_w_w,CIL_Tank_04_pH,CIL_Tank_04_CN_ppm,CIL_Tank_04_DO_ppm,CIL_Tank_04_Carbon_gpl,CIL_Tank_05_Density_pct_w_w,CIL_Tank_05_pH,CIL_Tank_05_CN_ppm,CIL_Tank_05_DO_ppm,CIL_Tank_05_Carbon_gpl,CIL_Tank_06_Density_pct_w_w,CIL_Tank_06_pH,CIL_Tank_06_CN_ppm,CIL_Tank_06_DO_ppm,CIL_Tank_06_Carbon_gpl,Tailing_Density_pct_w_w,Tailing_CN_ppm,DO_Purity_pct_w_w,DO_Flow,Feed_Ton_Dry,Feed_Grade_Au_ppm,Feed_Grade_Ag_ppm,Feed_Grade_Cu_ppm,Tail_Ton_Dry,Tail_Solution_Volume_m3,Tail_Solid_Au_ppm,Tail_Solid_Ag_ppm,Tail_Solid_Cu_ppm,Tail_Solution_Au_ppm,Tail_Solution_Ag_ppm,Tail_Solution_Cu_ppm,Slurry_Volume_m3,Residence_Time_hr,Au_Input_g,Au_Tail_g,Recovery_pct,NaCN_Added_Est_kg,NaCN_in_Tails_Est_kg,NaCN_Loss_pct,NaCN_Utilisation_pct,NaCN_Difference_ppm,NaCN_Difference_kg,Avg_Tank_CN_ppm,Avg_Tank_DO_ppm,Avg_Tank_Carbon_gpl,Au_Recovery_pct,Au_Tail_to_Feed_Solid_Ratio,CN_to_Au_Ratio,DO_Carbon_Interaction,45um,38um,45um_au,45um_ag,45um_cu,lt_38um,lt_38um_au,lt_38um_ag,lt_38um_cu
2025-03-25,1900-01-24 06:00:00,2025-03-25 06:00:00,42,42.0,10.7,450.0,0.0,40.0,10.6,500.0,0.0,39.0,10.3,0.0,0.0,16.92,37,10.4,0.0,0.0,9.43,38.0,10.5,0.0,0.0,10.57,35.0,10.5,0.0,0.0,11.92,35.0,10.5,0.0,0.0,14.23,37,10.5,160.0,0.0,17.3,30,130.0,,,1570.89827781104,0.2451946031402567,16.643321209862847,42.30956685327522,1556.1229941611216,2982.7408276510696,0.08,12.14756117734865,44.0,0.01,0.00999918,1.1398149266352005,1113.3384521649878,5.791590138166232,385.1757798015907,124.48983953288972,67.6797332384149,706.9042250149679,387.7563075946391,54.85273589734575,45.14726410265425,320.0,319.14791742032884,370.0,,13.395,67.37285446929751,0.326271455307025,1509.0054807949905,,74.2,65.6,0.81,10.0,0.035,34.4,1.0,18.0,0.045
2025-03-26,1900-01-25 06:00:00,2025-03-26 06:00:00,40,40.0,10.2,250.0,0.0,39.0,10.8,450.0,0.0,40.0,10.9,0.0,0.0,15.38,39,10.9,0.0,0.0,5.76,39.0,10.9,0.0,0.0,5.75,39.0,10.8,0.0,0.0,11.15,39.0,10.8,0.0,0.0,15.0,39,10.7,200.0,0.0,16.34,33,150.0,,,1684.525572205814,0.5995178088060859,13.401353146184542,49.21030495074987,1794.905956853614,3739.770532573751,0.08,12.883095402346868,43.70103490648621,0.1145467085569816,0.2309473756308892,0.01,1193.8692146287754,5.40092660149961,1009.9030799266476,143.5924765482891,85.7815587057405,421.13139305145353,560.9655798860626,133.20440820652007,-33.20440820652007,100.0,-139.8341868346091,300.0,,11.563333333333333,86.65594268845548,0.1334405731154452,500.4021491829195,,74.2,65.6,0.81,10.0,0.035,34.4,1.0,18.0,0.045
2025-03-27,1900-01-26 06:00:00,2025-03-27 06:00:00,41,40.0,10.3,400.0,0.0,39.0,10.6,450.0,0.0,37.0,10.2,0.0,0.0,17.3,37,10.6,0.0,0.0,8.65,36.0,10.8,0.0,0.0,10.57,36.0,10.8,0.0,0.0,13.46,36.0,10.7,0.0,0.0,9.61,36,10.4,180.0,0.0,12.5,28,130.0,,,1717.494124556728,0.5583990281251847,19.265842268479503,48.150867144019024,1726.8916968667843,3879.858967888841,0.08,11.807054847805778,38.474384765590095,0.01,0.6949495103059906,0.4725979028042458,1217.234926822205,5.2972518762944,959.047049963192,138.15133574934276,85.59493658265828,686.9976498226912,504.38166582554936,73.41825200649906,26.58174799350094,270.0,182.61598399714185,343.3333333333333,,12.015,85.6733275004796,0.1432667249952039,614.8530281044169,,74.2,65.6,0.81,10.0,0.035,34.4,1.0,18.0,0.045
2025-03-28,1900-01-27 06:00:00,2025-03-28 06:00:00,42,39.0,10.1,350.0,0.0,38.0,10.6,350.0,0.0,38.0,10.8,0.0,0.0,17.3,39,10.8,0.0,0.0,10.57,39.0,10.6,0.0,0.0,9.61,38.0,10.6,0.0,0.0,14.42,38.0,10.6,0.0,0.0,11.53,37,10.5,180.0,0.0,13.65,30,160.0,,,1625.15,0.7149030009049244,22.77630362221749,44.63963343318298,1694.7006658851308,4021.695165721431,0.08,10.4212582920542,56.09497500206563,0.0100180049422093,0.00999912,0.364306228832579,1151.7881272727277,5.598251837573598,1161.824611920638,135.57605327081046,88.33076422381114,568.8025,643.471226515429,113.12735554351976,-13.127355543519757,190.0,-74.66872651542894,293.3333333333333,,12.84666666666667,88.80967069676082,0.1119032930323917,410.3120744521032,,74.2,65.6,0.81,10.0,0.035,34.4,1.0,18.0,0.045
2025-03-29,1900-01-28 06:00:00,2025-03-29 06:00:00,39,40.0,11.5,450.0,0.0,39.0,10.4,450.0,0.0,39.0,10.4,0.0,0.0,19.2,40,10.4,0.0,0.0,13.7,40.0,10.3,0.0,0.0,12.5,38.0,10.4,0.0,0.0,16.2,37.0,10.4,0.0,0.0,12.5,37,10.3,140.0,0.0,13.7,29,110.0,,,1795.2684704492765,0.8398441299315114,20.686036415916515,48.37883802673264,1727.1250982848678,4400.670302425224,0.07,13.413459096395783,44.812591357170135,0.01,5.1279523866012005,0.5303790668041664,1272.3557268747782,5.067765141308312,1507.7456865579477,120.89875687994076,91.98148879099485,807.8708117021745,484.0737332667746,59.919695854196895,40.08030414580311,340.0,323.79707843539984,346.6666666666667,,14.633333333333333,91.66512004963248,0.0833487995036751,412.7750070658196,,74.2,65.6,0.81,10.0,0.035,34.4,1.0,18.0,0.045
2025-03-30,1900-01-29 06:00:00,2025-03-30 06:00:00,41,39.0,10.3,400.0,0.0,37.0,10.6,450.0,0.0,38.0,10.8,0.0,0.0,17.5,36,10.8,0.0,0.0,12.5,37.0,10.8,0.0,0.0,12.5,38.0,10.8,0.0,0.0,12.5,38.0,10.7,0.0,0.0,6.25,36,10.5,220.0,0.0,14.5,29,170.0,,,1417.510149652903,0.5471614146600179,18.72500271342028,52.86086630521204,1417.5101496529028,3360.571434500809,0.09,19.139883754234983,51.13171898599104,0.0100001673301078,0.0348743852425934,0.3294268802448308,1004.6281024267304,6.418295471154478,775.6068587790161,127.57591346876124,83.55147172504442,567.0040598611611,571.2971438651376,100.75715225126038,-0.7571522512603792,230.0,-4.29308400397656,356.6666666666667,,12.625,83.55147172504442,0.1644852827495558,651.8490834889806,,71.6,63.1,0.88,13.0,0.038,36.9,1.03,20.0,0.048
2025-04-02,1900-01-01 06:00:00,2025-04-02 06:00:00,37.42,38.0,10.7,350.0,6.8,37.0,10.9,400.0,6.7,37.0,10.9,0.0,7.1,18.7,38,10.9,0.0,6.5,12.5,37.0,10.7,0.0,6.8,12.5,38.0,10.6,0.0,7.1,11.3,37.0,10.3,0.0,5.6,16.3,37,10.3,170.0,9.1,16.3,30,100.0,95.0,226.2,1963.33830675241,0.4059513290204669,11.698304703789724,41.72271819327003,1978.2181431279157,4782.010228793292,0.0601525387093491,9.478682508223756,38.1237263332818,0.01,0.5285644204519822,0.1730610565648285,1391.4714035856173,4.633943596242403,797.0197949429339,118.9948434300388,85.07002659343502,687.1684073633435,478.2010228793292,69.59007686546309,30.40992313453691,250.0,208.96738448401425,306.6666666666667,6.9625,14.6,85.18232743454907,0.1481767256545093,755.4271774565503,101.6525,71.6,63.1,0.88,13.0,0.038,36.9,1.03,20.0,0.048
2025-04-03,1900-01-02 06:00:00,2025-04-03 06:00:00,38,38.0,10.5,400.0,7.6,36.0,10.4,350.0,7.3,37.0,10.6,0.0,7.0,7.5,35,10.6,0.0,6.9,8.8,36.0,10.7,0.0,6.9,11.8,36.0,10.8,0.0,7.1,12.5,35.0,10.8,0.0,7.2,16.0,37,10.7,150.0,6.9,16.0,31,100.0,95.07,231.77,569.1141091284283,0.6109587975030485,14.427118868509734,54.09957283677864,569.114109128428,1244.231904273471,0.1519545764769462,8.905623755856226,26.19137135274012,0.0221902516198969,0.444442583894869,4.727691760691791,403.3466904332024,15.986247446519814,347.70527175512325,86.47949341966485,75.12850668523387,227.6456436513713,124.4231904273471,54.65652161474937,45.34347838525063,300.0,103.2224532240242,300.0,7.1125,12.1,75.12850668523387,0.2487149331476613,491.0314758148697,86.06125,71.6,63.1,0.88,13.0,0.038,36.9,1.03,20.0,0.048
2025-04-04,1900-01-03 06:00:00,2025-04-04 06:00:00,43,40.0,11.1,450.0,0.0,38.0,10.5,350.0,0.0,39.0,10.7,0.0,0.0,16.3,38,10.6,0.0,0.0,10.0,36.0,10.4,0.0,0.0,6.3,34.0,10.5,0.0,0.0,12.5,34.0,10.5,0.0,0.0,15.2,36,10.5,110.0,0.0,15.2,31,80.0,95.0032501220703,228.1240341186524,2297.358216202941,0.400635739614531,9.516090050621742,51.54807534118696,2140.267637811728,4975.573137237755,0.0761851934164404,12.168247742717316,34.24792286014149,0.0100129375130646,0.279292179848669,0.0099990211033028,1628.200423047103,3.9602004204942176,920.4038081079852,163.05670394963465,82.2842210654452,1033.8111972913237,398.0458509790204,38.50276066093457,61.49723933906543,370.0,635.7653463123032,303.3333333333333,,12.583333333333334,80.98392482664138,0.1901607517335861,757.1299895141243,,71.6,63.1,0.88,13.0,0.038,36.9,1.03,20.0,0.048
2025-04-05,1900-01-04 06:00:00,2025-04-05 06:00:00,0,40.0,10.4,400.0,8.8,39.0,10.8,400.0,9.4,38.0,10.6,0.0,7.6,17.25,38,10.4,0.0,7.9,16.0,37.0,10.5,0.0,7.5,11.75,35.0,10.5,0.0,7.6,9.25,35.0,10.4,0.0,11.1,10.75,36,10.5,140.0,9.7,18.75,30,100.0,95.0276641845703,229.45794671376547,2126.6493076597794,0.6262516194559146,13.68752423628664,45.70755611441937,2044.7440600208888,4482.167049861299,0.0835491037447822,15.769058738032232,48.8628027898893,0.01,0.4389571761846808,0.0099991660861759,1507.2143638650584,4.278090863906663,1331.8175729367365,170.8365336022126,87.17267761938987,850.6597230639118,448.21670498613,52.69048161487417,47.30951838512583,300.0,402.4430180777818,313.3333333333333,8.7,13.958333333333334,86.6588602489572,0.133411397510428,500.331374161645,121.4375,71.6,63.1,0.88,13.0,0.038,36.9,1.03,20.0,0.048
2025-04-06,1900-01-05 06:00:00,2025-04-06 06:00:00,42,40.0,10.9,350.0,7.8,39.0,10.8,350.0,7.2,39.0,10.7,0.0,6.5,17.0,38,10.7,0.0,6.7,16.25,38.0,10.6,0.0,7.0,11.25,36.0,10.5,0.0,5.7,8.5,36.0,10.5,0.0,6.1,10.5,36,10.5,120.0,6.8,19.0,29,100.0,95.03173828125,233.3176598866781,2135.74,1.0784593848365225,38.963179538122056,39.74855575041851,2079.171523814524,3996.36562641541,0.1049297379415115,14.27389794938956,55.33589825099549,0.0099999999970541,0.3932832342057897,0.4097280917650226,1513.6571854545457,4.259881340347015,2303.3088465707547,218.16692312931127,90.52810814085458,747.5090000000001,399.636562641541,53.46244160826705,46.53755839173295,250.0,347.87243735845914,273.3333333333333,6.725,13.75,90.27040429923863,0.0972959570076134,253.44796213606725,92.46875,72.8,64.0,0.8,12.0,0.036,36.0,0.96,18.0,0.045
2025-04-07,1900-01-06 06:00:00,2025-04-07 06:00:00,40,41.0,10.5,400.0,7.1,40.0,10.5,450.0,7.0,39.0,10.6,0.0,6.4,17.0,38,10.7,0.0,5.7,7.75,37.0,10.6,0.0,5.5,10.0,37.0,10.6,0.0,5.6,10.5,38.0,10.6,0.0,6.7,13.0,37,10.4,160.0,7.0,15.0,30,120.0,94.9666290283203,229.38946863810227,2005.0955914642889,1.1730244887246286,29.371382288340605,30.36277024428048,1996.7001877802004,4021.625608021648,0.1063784698133797,30.333496842784708,18.82071207969255,0.0100009505474363,0.4772085549942305,0.181440118029232,1421.0659300959633,4.537439019148515,2352.026231021404,212.4059106521457,90.96923716875789,802.0382365857154,482.5950729625978,60.17108049823282,39.82891950176718,280.0,319.4431636231176,336.6666666666667,6.375,12.208333333333334,90.93126607023866,0.0906873392976133,287.007364213434,77.828125,72.8,64.0,0.8,12.0,0.036,36.0,0.96,18.0,0.045
2025-04-08,1900-01-07 06:00:00,2025-04-08 06:00:00,40,39.0,10.4,350.0,6.7,39.0,10.6,450.0,6.3,39.0,10.4,0.0,6.0,17.0,37,10.4,0.0,5.1,14.5,38.0,10.3,0.0,5.4,12.5,38.0,10.3,0.0,5.3,10.0,37.0,10.3,0.0,6.1,11.25,37,10.4,140.0,6.5,17.5,29,100.0,95.0113906860352,233.03361193339032,1943.3687649713547,0.9913473921690446,87.09428337835548,53.86421091062071,1981.5222449796224,4100.228223505151,0.1412217827299483,38.0,34.15558892881411,0.0100063530464038,0.39540429718232,0.1151463188348979,1377.3184447015165,4.681560771080336,1926.5535571771293,279.83410395507167,85.47488581811882,680.1790677399741,410.0228223505151,60.28159962535965,39.718400374640346,250.0,270.15624538945906,313.3333333333333,5.925,13.791666666666666,85.75456153458391,0.1424543846541608,316.06814705768016,81.71562499999999,72.8,64.0,0.8,12.0,0.036,36.0,0.96,18.0,0.045
2025-04-09,1900-01-08 06:00:00,2025-04-09 06:00:00,42,41.0,10.9,500.0,6.7,40.0,10.6,550.0,6.5,39.0,10.5,0.0,5.8,17.0,39,10.5,0.0,5.8,15.0,38.0,10.5,0.0,6.0,12.75,37.0,10.4,0.0,5.5,10.25,36.0,10.3,0.0,6.1,12.5,37,10.3,120.0,6.8,15.25,29,90.0,95.0764923095703,236.4515808105469,62.31000000000002,0.992510596570354,58.56633998103752,52.15007333674954,62.309999999999945,126.07574300199266,0.0599254324706375,38.336942399911216,56.70625783751748,0.0100481799078242,0.2512767936518795,0.5096357056643935,44.16079636363638,146.01185963461293,61.843335272298766,3.7339536972454224,93.9622375138652,31.15500000000001,11.34681687017934,36.42053240307924,63.57946759692076,410.0,19.80818312982067,390.0,6.15,13.791666666666666,93.9622375138652,0.060377624861348,392.9429079625498,84.81875,72.8,64.0,0.8,12.0,0.036,36.0,0.96,18.0,0.045
2025-04-12,1900-01-11 06:00:00,2025-04-12 06:00:00,40,39.0,11.0,450.0,6.7,39.0,11.0,400.0,6.9,40.0,10.4,0.0,6.1,17.25,38,10.2,0.0,6.2,13.75,38.0,10.2,0.0,6.2,12.75,36.0,10.1,0.0,5.8,7.25,36.0,10.2,0.0,6.3,12.5,37,10.1,90.0,6.7,16.25,30,70.0,95.02766418,226.69102083583337,1756.300023286099,0.8808398971155548,18.60091172733667,44.79151309875793,1953.166567032284,4326.7915565114745,0.08,26.5,46.50200045190685,0.0100083573806202,0.315241155668366,0.7532901398044036,1244.7377255944025,5.180207739683371,1547.019131815374,156.2533253625827,89.89971603135737,790.3350104787446,302.8754089558032,38.32240821171983,61.67759178828017,380.0,487.4596015229414,313.3333333333333,6.362500000000001,13.291666666666666,90.91775925886506,0.0908224074113493,355.7210956944518,84.56822916666667,72.8,64.0,0.8,12.0,0.036,36.0,0.96,18.0,0.045
2025-04-13,1900-01-12 06:00:00,2025-04-13 06:00:00,39,39.0,11.0,500.0,6.4,39.0,10.7,450.0,6.1,38.0,10.6,0.0,6.1,16.25,36,10.4,0.0,5.7,13.5,37.0,10.4,0.0,5.8,12.25,39.0,10.4,0.0,0.0,11.75,37.0,10.4,0.0,6.4,12.5,0,10.3,150.0,6.7,15.0,30,110.0,94.95849609,225.1288815816244,1836.8942662444515,0.5862637504308593,18.90478659750407,47.69923424336303,1880.0520121618956,3785.475932545384,0.08,26.7032655464163,48.01735533046292,0.01,0.8693450556832715,0.5607945445280336,1301.857063603795,4.952924695243175,1076.9045216734137,150.40416097295164,86.03365869991548,918.4471331222258,416.4023525799922,45.337650645655394,54.662349354344606,390.0,502.0447805422335,366.6666666666667,6.171428571428572,13.541666666666666,86.3542646221592,0.1364573537784079,625.4295381510362,83.57142857142857,72.3,63.8,0.79,10.0,0.033,36.2,0.94,16.0,0.041
2025-04-14,1900-01-13 06:00:00,2025-04-14 06:00:00,44,37.0,10.7,550.0,6.2,36.0,10.6,500.0,6.3,37.0,10.8,0.0,6.2,15.0,38,10.8,0.0,5.9,13.0,37.0,10.7,0.0,6.2,10.5,36.0,10.2,0.0,6.4,15.0,35.0,10.5,0.0,6.3,15.0,34,10.5,0.0,6.0,15.5,30,130.0,94.97476959,228.84271138509115,1562.0342857588514,1.3630779151655876,33.62840386959136,42.28120548932655,1587.8910862290716,2992.6821878433257,0.0911398307563339,21.85541352086359,42.59040040706306,0.010145745219721,0.5137562218097179,0.01,1107.0562992523642,5.824455363611202,2129.174437649343,144.72012485840884,93.20299350305072,859.1188571673683,389.0486844196323,45.28461704383707,54.71538295616293,420.0,470.070172747736,525.0,6.1875,14.0,93.31367416768232,0.0668632583231767,385.1577332145556,86.625,72.3,63.8,0.79,10.0,0.033,36.2,0.94,16.0,0.041
2025-04-15,1900-01-14 06:00:00,2025-04-15 06:00:00,42,38.0,11.3,650.0,6.3,38.0,11.4,650.0,6.4,37.0,11.0,0.0,5.9,18.75,36,10.9,0.0,6.0,11.25,36.0,10.8,0.0,6.0,7.5,35.0,10.8,0.0,5.8,7.5,34.0,10.7,0.0,6.1,13.75,33,10.7,190.0,6.1,15.0,29,160.0,94.78352356,284.5826098826666,2297.2000000000003,0.9368051656520524,16.69119690742197,38.19499843885927,2216.098786673133,3911.824806595423,0.1029261348371625,18.333576193332284,37.32906228668921,0.01005904729219,0.598286677389821,0.0099999999999999,1628.0882909090913,3.960473173355709,2152.0288265358954,228.09448252959123,89.40095598548496,1493.1800000000003,625.8919690552677,41.91671259026157,58.08328740973843,490.0,867.2880309447326,496.6666666666667,6.075,12.291666666666666,89.01306924737953,0.1098693075262047,530.1707173240953,74.671875,72.3,63.8,0.79,10.0,0.033,36.2,0.94,16.0,0.041
2025-04-16,1900-01-15 06:00:00,2025-04-16 06:00:00,42,39.0,10.5,550.0,6.2,40.0,10.9,550.0,6.4,36.0,10.9,0.0,5.7,17.5,37,10.8,0.0,5.5,6.25,37.0,10.8,0.0,5.2,9.25,35.0,10.8,0.0,5.1,7.0,34.0,10.8,0.0,5.4,13.25,34,10.9,200.0,5.2,14.75,28,150.0,93.68082428,255.1965170602417,1705.7299654306744,1.4455755656314613,19.47384344398949,46.200994715464965,1674.9722894975937,3116.413751208917,0.06961560742951,13.238967974079472,45.92400381140881,0.0101901412045684,0.7362089857625447,0.5066709194472295,1208.897346408867,5.333786213655226,2465.76155959198,116.60421336097212,95.27106694857116,938.1514809868708,467.4620626813375,49.82799389599637,50.17200610400364,400.0,470.68941830553337,433.3333333333333,5.5875,11.333333333333334,95.18422909983953,0.0481577090016047,299.7652586525583,63.32500000000001,72.3,63.8,0.79,10.0,0.033,36.2,0.94,16.0,0.041
2025-04-17,1900-01-16 06:00:00,2025-04-17 06:00:00,41,38.0,10.7,500.0,6.9,38.0,11.0,500.0,6.4,39.0,10.8,0.0,5.2,17.25,38,10.8,0.0,5.2,10.5,36.0,10.8,0.0,5.8,7.75,36.0,10.2,0.0,5.9,7.75,37.0,10.7,0.0,5.1,12.25,36,10.7,170.0,5.8,12.0,30,140.0,88.8386993408203,316.85088711843514,2214.2897696378827,0.8709297494020826,28.94118911001874,48.951546639162295,2250.366449705412,3848.246836613579,0.0806382997313114,20.582440432423585,47.94444478381193,0.0100450117180513,0.7708498001423992,0.218443978789519,1569.3275494633576,4.108766205120746,1928.4908341743164,181.4657242766323,90.59027291906592,1107.1448848189414,538.7545571259011,48.66161281267241,51.33838718732759,360.0,568.3903276930403,390.0,5.7875,11.25,90.74112466744052,0.0925887533255947,447.7973111697537,65.109375,72.3,63.8,0.79,10.0,0.033,36.2,0.94,16.0,0.041
2025-04-18,1900-01-17 06:00:00,2025-04-18 06:00:00,41,38.0,10.7,500.0,6.9,38.0,11.0,500.0,6.4,39.0,10.8,0.0,5.2,17.25,38,10.8,0.0,5.2,10.5,36.0,10.8,0.0,5.8,7.75,36.0,10.2,0.0,5.9,7.75,37.0,10.7,0.0,5.1,12.25,36,10.7,170.0,5.8,12.0,30,140.0,91.6056289672852,307.2712923367818,1993.0629235417157,1.071215082833413,44.1868574903526,82.59835691909804,2124.339136020041,3575.945311715089,0.1242618966227139,12.448637326713984,61.71442073061379,0.010013187019072,1.0524772804807132,0.7986999663180672,1412.5380501755649,4.564832783937095,2134.999064733943,263.9744101117077,87.63585359487718,996.5314617708576,500.6323436401124,50.23748500127412,49.76251499872588,360.0,495.8991181307453,390.0,5.7875,11.25,88.39991159440778,0.1160008840559222,364.0725436468203,65.109375,72.3,63.8,0.79,10.0,0.033,36.2,0.94,16.0,0.041
2025-04-19,1900-01-18 06:00:00,2025-04-19 06:00:00,43,37.0,10.0,550.0,6.8,39.0,10.0,500.0,7.3,36.0,10.0,0.0,6.5,16.25,36,0,0.0,7.0,10.0,35.0,0.0,0.0,7.3,7.5,36.0,0.0,0.0,5.7,8.75,38.0,0.0,0.0,6.3,11.25,36,10,210.0,6.0,17.5,28,190.0,91.0400390625,306.5380258259364,2070.1490345520424,0.9002754680951673,27.30151270771866,104.53714569245705,1989.2077919366536,3525.4597277585576,0.0959224630348907,33.194322588167815,100.6875596951174,0.0100963820871164,0.7663081860383044,0.4909696253011946,1467.1710793970658,4.394852168603137,1863.704391108099,190.8097108907604,89.76180386754838,1138.5819690036233,669.8373482741259,58.83084103819972,41.169158961800285,360.0,468.7446207294973,420.0,6.612500000000001,11.875,89.34520972365861,0.1065479027634138,466.5238750630959,78.52343750000001,72.3,63.8,0.79,10.0,0.033,36.2,0.94,16.0,0.041
2025-04-20,1900-01-19 06:00:00,2025-04-20 06:00:00,44,37.0,11.0,500.0,6.4,36.0,11.0,550.0,6.3,36.0,11.0,0.0,5.8,15.25,35,11,0.0,5.8,11.5,35.0,11.0,0.0,5.8,8.75,35.0,11.0,0.0,5.9,8.25,34.0,11.0,0.0,5.9,13.25,36,11,190.0,5.8,18.5,30,150.0,94.2301406860352,333.90600916544594,2117.0533260822526,0.7306168912732531,19.421741613748672,65.89949576955455,2013.448012446362,3651.937808064846,0.1142383199489737,22.014647951107733,62.43291202817434,0.01,0.681613109538937,1.1870430760919637,1500.4134300124765,4.297482194588449,1546.754919761916,230.0129182464727,85.1293236370066,1058.5266630411263,547.790671209727,51.75029504083866,48.24970495916134,350.0,510.73599183139936,413.3333333333333,5.9625,12.583333333333334,84.36412827112586,0.1563587172887414,565.7319701615621,75.028125,,,,,,,,,
2025-04-21,1900-01-20 06:00:00,2025-04-21 06:00:00,44,40.0,10.0,500.0,7.2,40.0,10.0,500.0,0.0,37.0,0.0,0.0,6.9,18.75,37,0,0.0,7.0,8.75,36.0,0.0,0.0,7.1,6.25,35.0,0.0,0.0,6.7,7.5,35.0,0.0,0.0,6.9,10.0,33,10,190.0,6.9,15.0,30,140.0,93.4244766235352,336.67486406962075,1761.275796465403,0.8676277440472372,20.45367350367989,55.1870045223465,1812.554060799905,3165.393230481154,0.0866834665456634,14.557887645104874,55.375492554138006,0.01,0.7628030616135416,0.4187130849300778,1248.2641917494798,5.165573155601727,1528.131745932278,157.11846929155496,89.7182641673542,880.6378982327013,443.1550522673616,50.32205099924754,49.67794900075246,360.0,437.4828459653397,396.6666666666667,6.957142857142857,11.041666666666666,90.00914077029053,0.0999085922970946,457.18531869016687,76.81845238095238,,,,,,,,,
