Date,Time,Date Time,Pre_Leach_Density_pct_w_w,Leach_Tank_01_Density_pct_w_w,Leach_Tank_01_pH,Leach_Tank_01_CN_ppm,Leach_Tank_01_DO_ppm,Leach_Tank_02_Density_pct_w_w,Leach_Tank_02_pH,Leach_Tank_02_CN_ppm,Leach_Tank_02_DO_ppm,CIL_Tank_01_Density_pct_w_w,CIL_Tank_01_pH,CIL_Tank_01_CN_ppm,CIL_Tank_01_DO_ppm,CIL_Tank_01_Carbon_gpl,CIL_Tank_02_Density_pct_w_w,CIL_Tank_02_pH,CIL_Tank_02_CN_ppm,CIL_Tank_02_DO_ppm,CIL_Tank_02_Carbon_gpl,CIL_Tank_03_Density_pct_w_w,CIL_Tank_03_pH,CIL_Tank_03_CN_ppm,CIL_Tank_03_DO_ppm,CIL_Tank_03_Carbon_gpl,CIL_Tank_04_Density_pct_w_w,CIL_Tank_04_pH,CIL_Tank_04_CN_ppm,CIL_Tank_04_DO_ppm,CIL_Tank_04_Carbon_gpl,CIL_Tank_05_Density_pct_w_w,CIL_Tank_05_pH,CIL_Tank_05_CN_ppm,CIL_Tank_05_DO_ppm,CIL_Tank_05_Carbon_gpl,CIL_Tank_06_Density_pct_w_w,CIL_Tank_06_pH,CIL_Tank_06_CN_ppm,CIL_Tank_06_DO_ppm,CIL_Tank_06_Carbon_gpl,Tailing_Density_pct_w_w,Tailing_CN_ppm,DO_Purity_pct_w_w,DO_Flow,Feed_Ton_Dry,Feed_Grade_Au_ppm,Feed_Grade_Ag_ppm,Feed_Grade_Cu_ppm,Tail_Ton_Dry,Tail_Solution_Volume_m3,Tail_Solid_Au_ppm,Tail_Solid_Ag_ppm,Tail_Solid_Cu_ppm,Tail_Solution_Au_ppm,Tail_Solution_Ag_ppm,Tail_Solution_Cu_ppm,Slurry_Volume_m3,Residence_Time_hr,Adjusted_Residence_Time_hr,Au_Input_g,Au_Tail_g,Recovery_pct,Avg_Tank_CN_ppm,Avg_Tank_DO_ppm,Avg_Tank_Carbon_gpl,NaCN_Added_Est_kg,NaCN_in_Tails_Est_kg,NaCN_Loss_pct,NaCN_Utilisation_pct,NaCN_Difference_ppm,NaCN_Difference_kg,Au_Recovery_pct,Au_Tail_to_Feed_Solid_Ratio,CN_to_Au_Ratio,DO_Carbon_Interaction,Grade_x_RT,CN_x_DO,CN_per_Grade,NaCN_per_Grade,Residence_Time_Modifier,Inferred_Sample_Type,k_fit,Sample_Type,f_fast,k_fast,k_slow,Predicted_Recovery_Kinetic
2025-02-18,1900-01-17 06:00:00,2025-02-18 06:00:00,0,40.0,10.0,200.0,6.9,39.0,10.3,250.0,6.7,37.0,10.8,0.0,6.3,17.69,37,10.6,0.0,6.3,14.8,36.0,10.6,0.0,6.5,14.42,36.0,10.6,0.0,6.3,13.46,35.0,10.5,0.0,6.3,13.46,36,10.5,160.0,5.6,11.5,30,110.0,63.7247734069824,0.0,1257.949,0.85,13.5,54.0,1400.8689562951981,2947.3728040864316,0.06977300066914259,10.840195306637645,36.22759245729947,0.00999024608099696,0.5491589487020504,2.331346315800059,891.5427640000001,7.232406857378744,24,1069.25665,97.74283062496595,90.85880544909719,203.33333333333334,6.362500000000001,14.22166666666667,251.58980000000003,324.21100844950746,128.86492554527547,-28.86492554527547,90.0,-72.62120844950744,91.79141168598322,0.08208588314016775,239.21568627450984,90.4853541666667,6.147545828771932,1293.7083333333335,239.2128720054274,295.98451782920205,0.9,Sulfide Super Grade,0.219,Sulfide High Grade,0.5,0.208,0.208,99.32079332344946
2025-02-19,1900-01-18 06:00:00,2025-02-19 06:00:00,38,38.0,10.5,200.0,6.7,38.0,10.2,200.0,6.4,38.0,10.2,0.0,6.7,17.3,38,10.2,0.0,6.4,16.7,38.0,10.3,0.0,6.5,14.42,38.0,10.3,0.0,6.2,14.42,37.0,10.3,0.0,5.4,13.4,37,10.5,150.0,5.2,14.42,30,130.0,55.35888671875,287.07887265773024,593.989,0.99,24.0,58.0,367.58599551596166,773.3863767043747,0.0699411546603714,9.476279247076349,42.75801021476099,0.009997466100905943,0.4798721492075725,2.8070856271771407,420.976204,15.316780233022387,24,588.04911,25.70938896336846,95.6280200877494,183.33333333333334,6.1875,15.110000000000001,118.7978,100.54022897156871,84.63138961459616,15.36861038540384,70.0,18.257571028431286,92.93523690299278,0.07064763097007212,185.1851851851852,93.493125,15.163612430692163,1134.375,185.18331464665343,119.99656569125564,0.9,Sulfide Super Grade,0.219,Sulfide Super Grade,0.5,0.219,0.219,99.47838724445101
2025-02-20,1900-01-19 06:00:00,2025-02-20 06:00:00,43,40.0,10.0,200.0,6.8,40.0,10.0,150.0,6.8,0.0,0.0,0.0,0.0,0.0,40,10,0.0,6.7,15.38,0.0,0.0,0.0,0.0,0.0,40.0,10.0,0.0,6.8,15.38,39.0,10.0,0.0,6.4,13.84,39,10.1,130.0,5.3,13.46,30,90.0,54.8380546569824,0.0,1207.382,0.89,22.2236,51.0,1103.90686141863,2550.2798778648216,0.05988572771943889,10.863591618367876,46.21735154228186,0.009992660633287902,0.6189983203725844,3.2925658346226614,855.704552,7.53531108947519,24,1074.56998,66.10826573053643,93.84793294425214,160.0,6.466666666666666,14.515,241.47640000000004,229.52518900783394,95.05077473733827,4.949225262661727,110.0,11.951210992166097,93.27126654837765,0.06728733451622347,179.7752808988764,93.86366666666666,6.706426869632919,1034.6666666666665,179.7732609745958,271.31874922753684,0.9,Sulfide Super Grade,0.219,Sulfide High Grade,0.5,0.208,0.208,99.32079332344946
2025-02-21,1900-01-20 06:00:00,2025-02-21 06:00:00,39,41.0,10.9,300.0,6.2,41.0,10.8,300.0,5.9,40.0,10.6,0.0,5.3,12.5,39,10.6,0.0,5.5,18.07,39.0,10.3,0.0,5.4,14.46,39.0,10.3,0.0,5.3,16.34,39.0,10.0,0.0,5.5,13.46,39,10,120.0,5.3,13.46,27,80.0,95.0113906860352,284.4117713369274,1253.8829999999998,1.02,26.0,51.5,1320.5292487997617,2778.3412412866273,0.06983376883813687,11.855882247510202,47.19802981286159,0.009992855352743824,0.7388462829640338,2.4057443274539283,888.6610789090909,7.255859576876579,24,1278.9606599999997,92.2175343046811,92.78965044126682,240.0,5.550000000000001,14.715000000000003,376.16489999999993,222.26729930293018,59.08772969060384,40.91227030939616,220.0,153.89760069706975,93.15355207469247,0.06846447925307536,235.2941176470588,81.66825000000003,7.40097676841411,1332.0000000000002,235.29181086459934,368.7855021029205,0.9,Sulfide Super Grade,0.219,Sulfide Super Grade,0.5,0.219,0.219,99.47838724445101
2025-02-22,1900-01-21 06:00:00,2025-02-22 06:00:00,40,42.0,10.1,250.0,6.8,43.0,10.2,250.0,6.6,41.0,10.4,0.0,6.0,16.34,42,10.5,0.0,5.8,13.48,40.0,10.5,0.0,5.9,14.42,41.0,10.4,0.0,5.6,15.38,40.0,10.4,0.0,5.6,14.23,40,10.4,0.0,5.4,13.46,28,110.0,94.98291015625,286.496551873954,909.454,0.79,20.0,50.0,822.7792550423748,1731.0949672921251,0.05,16.0,51.0,0.01,0.84,2.05,644.5548530909091,10.003803352157156,24,718.46866,41.13896275211874,94.2740769302145,250.0,5.9625,14.551666666666668,227.3635,190.42044640213376,83.7515460494467,16.248453950553298,140.0,36.943053597866225,93.67088607594937,0.06329113924050633,316.4556962025316,86.76431250000002,7.903004648204154,1490.625,316.45169048493057,287.798255718282,0.9,Sulfide High Grade,0.208,Composite GC,0.5,0.077,0.077,84.2448044669658
2025-02-23,1900-01-22 06:00:00,2025-02-23 06:00:00,38,39.0,10.5,250.0,6.5,39.0,10.5,250.0,6.9,38.0,10.5,0.0,6.2,17.3,39,10.4,0.0,6.0,14.42,38.0,10.4,0.0,5.8,9.61,38.0,10.4,0.0,5.5,11.53,38.0,10.4,0.0,5.6,14.23,38,10.4,170.0,5.1,13.26,30,120.0,94.9381484985352,247.79803233027923,1607.2542,0.74,15.5,59.0,1764.7216276377364,3391.7189115926208,0.04985117458354121,15.171860069472833,48.740164818752476,0.009988552425625621,0.8356122642902465,2.049124029809375,1139.1048857454546,5.6605849739467065,24,1189.3681080000001,87.9734459507198,92.60334581371508,223.33333333333334,5.95,13.391666666666667,401.8135500000001,407.0062693911145,101.29232062759317,-1.2923206275931705,130.0,-5.1927193911143945,93.26335478600795,0.06736645213992055,301.80180180180184,79.68041666666667,4.188832880720563,1328.8333333333335,301.7977234541876,542.9839461628899,0.9,Sulfide High Grade,0.208,Composite GC,0.5,0.077,0.077,84.2448044669658
2025-02-24,1900-01-23 06:00:00,2025-02-24 06:00:00,39,39.0,10.5,300.0,6.5,39.0,10.2,300.0,6.6,38.0,10.2,0.0,6.5,17.3,38,10.2,0.0,6.0,15.38,38.0,10.2,0.0,5.7,14.42,37.0,10.3,0.0,5.5,14.42,37.0,10.3,0.0,5.5,9.61,35,10.4,160.0,5.3,12.5,29,100.0,95.0154571533203,288.9535114617553,1428.0324999999998,0.85,17.5,63.0,1336.0794029661752,2567.887029579719,0.07983444213668571,15.555539024640412,51.913378727364226,0.00999502056479716,0.56891532211673,4.977395222495214,1012.0855790909089,6.371002742467511,24,1213.827625,106.6651537861207,91.21249577870493,253.33333333333334,5.95,13.938333333333333,428.4097499999999,256.7887029579719,59.939976379616,40.060023620384,200.0,171.621047042028,90.60771268980167,0.09392287310198319,298.03921568627453,82.93308333333333,5.415352331097385,1507.3333333333335,298.0357093838112,504.005541111281,0.9,Sulfide Super Grade,0.219,Sulfide High Grade,0.5,0.208,0.208,99.32079332344946
2025-02-25,1900-01-24 06:00:00,2025-02-25 06:00:00,43,40.0,9.4,200.0,8.1,41.0,9.1,150.0,8.3,40.0,9.1,0.0,8.7,18.2,38,9,0.0,7.5,16.3,39.0,9.4,0.0,6.7,15.3,40.0,9.6,0.0,6.8,15.3,40.0,9.6,0.0,6.3,12.5,38,9.8,210.0,6.7,5.0,30,120.0,95.0113906860352,282.0513839910893,1741.1127999999999,0.57,16.0,59.0,1847.3981769416148,3251.745966013843,0.08469988487582857,15.410814754268788,50.705993522026624,0.009992680550838238,0.5686832766536329,4.956979833166008,1233.9741262545454,5.225393193268544,24,992.4342959999998,156.47441290677034,84.23327231460667,186.66666666666666,7.387499999999999,13.766666666666666,348.22256,390.20951592166114,112.05750595873546,-12.057505958735462,80.0,-41.98695592166115,85.14037107441604,0.1485962892558396,327.48538011695905,101.70124999999999,2.9784741201630696,1378.9999999999998,327.47963486020717,610.9060542797496,0.9,Sulfide High Grade,0.208,Composite GC,0.5,0.077,0.077,84.2448044669658
2025-02-26,1900-01-25 06:00:00,2025-02-26 06:00:00,41,42.0,9.9,200.0,7.8,42.0,10.2,200.0,8.6,40.0,10.0,0.0,7.6,18.6,41,9.9,0.0,7.9,15.3,41.0,9.9,0.0,6.5,15.3,42.0,9.7,0.0,5.8,13.8,42.0,9.6,0.0,5.9,12.5,40,9.5,130.0,6.3,18.2,31,80.0,94.8974609375,281.13269178306996,1173.5111,0.74,19.0,73.0,1027.7393419032433,1732.6084704282666,0.08466629819442198,15.44164590452192,51.867387474284776,0.009992205538478283,0.5598422590584456,4.224155003370415,831.6993214181819,7.752801804629487,24,868.3982139999999,87.014885587719,89.97984056336176,176.66666666666666,7.05,15.616666666666667,234.70222,138.6086776342613,59.057250346529024,40.942749653470976,120.0,96.0935423657387,88.55860835210514,0.11441391647894862,238.73873873873873,110.0975,5.737073335425821,1245.5,238.73551258316328,317.16087620437565,0.9,Sulfide High Grade,0.208,Composite GC,0.5,0.077,0.077,84.2448044669658
2025-02-27,1900-01-26 06:00:00,2025-02-27 06:00:00,41,42.0,9.6,200.0,7.1,41.0,9.5,200.0,7.3,40.0,9.9,0.0,6.9,18.2,39,9.9,0.0,7.5,16.3,38.0,9.9,0.0,6.9,16.3,39.0,9.9,0.0,6.5,11.5,38.0,9.9,0.0,6.3,6.7,38,10,160.0,6.7,18.2,30,120.0,94.9,,1698.6408000000001,0.7,16.0,57.0,1968.0957996613065,3317.9030071892507,0.029926428077254194,10.44990756171624,53.17570207453028,0.00998621441387057,0.6071475913371506,4.233050033800433,1203.8730615272727,5.356046418897235,24,1189.04856,58.89807739771017,95.04662135937407,186.66666666666666,6.8999999999999995,14.533333333333333,339.72816000000006,398.1483608627101,117.196160854817,-17.196160854816995,80.0,-58.42020086271003,95.72479598896368,0.04275204011036314,266.6666666666667,100.27999999999999,3.7492324932280643,1287.9999999999998,266.66285719727813,485.3190097284326,0.9,Sulfide High Grade,0.208,Composite GC,0.5,0.077,0.077,84.2448044669658
2025-02-28,1900-01-27 06:00:00,2025-02-28 06:00:00,42,41.0,9.1,200.0,6.9,41.0,9.1,200.0,6.7,41.0,9.3,0.0,6.9,18.4,41,9.4,0.0,6.7,15.3,41.0,9.5,0.0,6.3,15.3,41.0,9.6,0.0,6.3,14.4,40.0,9.6,0.0,6.3,7.6,40,9.6,150.0,5.7,20.1,33,110.0,79.1015625,,1441.8582000000001,0.71,19.0,48.0,1309.1174221978808,2407.1466037584796,0.06984188674450918,14.715951380603036,47.26839634244201,0.00999405934168997,0.8284001019983834,4.724973401032024,1021.8842297454547,6.309912426778676,24,1023.719322,91.43123073640821,91.06872081326132,183.33333333333334,6.4750000000000005,15.183333333333332,288.37164,264.7861264134328,91.82113969786792,8.17886030213208,90.0,23.58551358656723,90.16311454302688,0.09836885456973125,258.21596244131456,98.31208333333333,4.48003782301286,1187.0833333333335,258.2123256479956,406.1515189926903,0.9,Sulfide High Grade,0.208,Composite GC,0.5,0.077,0.077,84.2448044669658
2025-03-01,06:00:00,2025-03-01 06:00:00,42,40.0,9.9,200.0,5.1,41.0,10.0,200.0,6.4,41.0,10.1,0.0,4.9,17.3,40,10.1,0.0,5.0,14.42,40.0,10.1,0.0,5.6,15.38,40.0,10.0,0.0,5.6,15.38,39.0,9.7,0.0,5.5,6.73,40,9.6,150.0,5.9,13.46,29,100.0,67.9606094360352,340.8262199719747,1504.331953868517,0.8539054990297147,19.723477880224113,54.54117609032106,1294.7108670946066,2285.1595381741377,0.07206632138226904,19.425245986930264,26.356028863320276,0.01115347367798727,0.26356731550055335,0.4342513992132258,1066.1610829417236,6.047866596489198,24,1284.5573277744418,93.30504944515613,92.73640440736018,183.33333333333334,5.5,13.778333333333336,300.8663907737034,228.51595381741376,75.95263572968905,24.04736427031095,100.0,72.35043695628966,91.56038678001754,0.08439613219982464,214.69979235600823,75.78083333333335,5.164306544140251,1008.3333333333334,214.69727805813451,352.3374281361227,0.9,Sulfide Super Grade,0.219,Sulfide High Grade,0.5,0.208,0.208,99.32079332344946
2025-03-02,1900-01-01 06:00:00,2025-03-02 06:00:00,42,40.0,10.2,250.0,5.7,41.0,10.3,250.0,5.9,41.0,10.3,0.0,5.5,17.3,41,10,0.0,5.2,15.0,41.0,10.0,0.0,5.3,15.0,40.0,10.3,0.0,5.7,14.42,39.0,10.2,0.0,5.1,7.69,39,10.1,190.0,5.2,17.3,33,180.0,68.9453125,340.92447928016384,1584.939184894265,0.485180022571258,8.351138083159608,56.51986729361178,1588.2297278592462,3318.614306656181,0.08144966898964473,9.52253065408355,49.57113502803385,0.011319877249725607,0.7677214391468863,1.3683045009348027,1123.289625948699,5.740282693837041,24,768.9808295010707,129.36078561364914,83.17763191865512,230.0,5.45,14.451666666666666,396.2347962235663,597.3505751981126,150.75671821135853,-50.75671821135853,70.0,-201.11577897454623,83.2124850157691,0.16787514984230886,474.05084566568297,78.76158333333333,2.785070486961257,1253.5,474.0410752494829,816.6589950133874,1.2,Sulfide Low Grade,0.153,Composite GC,0.5,0.077,0.077,84.2448044669658
2025-03-03,1900-01-02 06:00:00,2025-03-03 06:00:00,44,41.0,10.9,200.0,0.0,41.0,10.5,250.0,0.0,40.0,10.3,0.0,0.0,18.26,40,10.2,0.0,0.0,14.42,40.0,10.0,0.0,0.0,15.38,41.0,9.9,0.0,0.0,15.38,41.0,9.7,0.0,0.0,7.69,40,9.8,130.0,0.0,18.26,35,110.0,95.01953125,280.09657171272363,1426.2556898050123,0.4579637080027493,12.59658086945906,67.4423266906071,1644.349639066534,3024.190674972506,0.04232999023325892,5.869885308020863,54.79249362507303,0.01,0.4802548305597629,1.110547907004952,1010.8263052472614,6.378939652171729,24,653.1733442631224,69.60530416174922,89.34351734143799,193.33333333333334,,14.898333333333335,285.2511379610025,332.6609742469756,116.62038462838828,-16.62038462838828,90.0,-47.40983628597314,90.75691162999213,0.09243088370007868,422.15863387186283,,2.921322856234333,,422.14941590527445,622.8548341890623,1.2,Sulfide Low Grade,0.153,Composite GC,0.5,0.077,0.077,84.2448044669658
2025-03-04,1900-01-03 06:00:00,2025-03-04 06:00:00,44,39.0,9.9,200.0,0.0,41.0,10.2,200.0,0.0,39.0,10.4,0.0,0.0,16.34,38,10.4,0.0,0.0,16.34,38.0,10.4,0.0,0.0,16.34,39.0,10.4,0.0,0.0,4.8,38.0,10.3,0.0,0.0,10.57,38,10.3,180.0,0.0,14.4,33,130.0,94.0226211547852,284.8267500183235,1234.688612247025,0.21364958584160426,8.59118999395531,56.6165756892602,1209.8373025344883,2629.885392572712,0.15264516636354103,9.537285908803096,56.829601843656704,0.01,0.28781215928497783,0.03699945066931988,875.0574928252553,7.368658691421129,24,263.790710649922,184.6758163181947,29.991539177708603,193.33333333333334,,13.131666666666666,246.93772244940502,341.88510103445253,138.44992884977356,-38.449928849773556,70.0,-94.94737858504752,28.553492972034476,0.7144650702796552,904.9085331560951,,1.574310877630262,,904.866180339132,1155.753070833299,1.2,Sulfide Low Grade,0.153,Sulfide Low Grade,0.5,0.153,0.153,97.45744320742241
2025-03-05,1900-01-04 06:00:00,2025-03-05 06:00:00,42,41.0,9.5,200.0,0.0,40.0,9.5,200.0,0.0,40.0,9.5,0.0,0.0,16.34,40,9.5,0.0,0.0,15.19,39.0,10.1,0.0,0.0,15.19,39.0,10.1,0.0,0.0,15.0,38.0,10.1,0.0,0.0,11.53,38,10.1,140.0,0.0,10.38,34,100.0,94.6980743408203,282.4710648978595,1543.6649968860684,1.0854070421127935,27.704169769704023,41.09720809252253,1585.6646764005318,3430.8118852199973,0.07023659476593214,13.88144435330472,46.7718032787537,0.010000001191774495,0.12878821357491416,1.2436662194800923,1094.0374832476173,5.893765157715901,24,1675.504858283162,111.37168731099706,93.3529475154661,180.0,,13.938333333333333,308.7329993772137,343.08118852199976,111.12553216341448,-11.125532163414476,100.0,-34.34818914478609,93.52900874595272,0.0647099125404728,165.8364033179865,,6.397134206743858,,165.834875459137,284.43721389914475,0.9,Sulfide Super Grade,0.219,Sulfide Super Grade,0.5,0.219,0.219,99.47838724445101
2025-03-06,1900-01-05 06:00:00,2025-03-06 06:00:00,40,40.0,10.0,250.0,0.0,40.0,10.1,250.0,0.0,39.0,9.8,0.0,0.0,17.19,37,9.5,0.0,0.0,15.38,38.0,9.5,0.0,0.0,15.78,39.0,9.2,0.0,0.0,15.76,38.0,9.5,0.0,0.0,12.5,38,9.5,100.0,0.0,10.57,32,80.0,94.39697265625,287.3824506694917,759.4838256979491,0.5597651915621764,15.410567057729324,37.92232470699915,759.4838256979492,1703.2573497936446,0.057420298034113686,13.514847067551079,49.43329070954657,0.00999999976102255,0.010000000000013614,0.009999999999999998,538.2669004673829,11.979187266393554,24,425.1326091801871,43.60978762366509,89.74207419474105,200.0,,14.530000000000001,189.8709564244873,136.26058798349158,71.76483994679994,28.23516005320006,170.0,53.61036844099573,89.74207419474105,0.1025792580525895,357.29267023882966,,6.705532054931972,,357.28628745024554,339.1914455776621,0.9,Sulfide High Grade,0.208,Composite GC,0.5,0.077,0.077,84.2448044669658
2025-03-08,1900-01-07 06:00:00,2025-03-08 06:00:00,40,39.0,11.0,150.0,0.0,39.0,10.9,200.0,0.0,38.0,10.9,0.0,0.0,16.34,38,10.7,0.0,0.0,12.38,37.0,10.7,0.0,0.0,14.42,35.0,10.5,0.0,0.0,10.57,36.0,10.2,0.0,0.0,7.69,35,10.1,130.0,0.0,12.5,26,110.0,60.9171562194824,368.0426554361979,1588.703996996165,1.4874086379553753,22.30176298601295,40.441280388687645,1603.2922357033608,3217.611566872325,0.059191516520573875,15.269662636570054,37.206609757396194,0.010010018599758499,0.4999889978757876,0.5056834537257345,1125.9578509620094,5.726679728278355,24,2363.052048286326,94.9012988569433,95.98395223982624,160.0,,12.316666666666668,238.30559954942473,353.9372723559557,148.522432131331,-48.52243213133099,40.0,-115.63167280653099,96.02049396446024,0.039795060355397587,107.5696321220371,,8.517912894645166,,107.56890892528955,160.2142083394912,0.9,Sulfide Super Grade,0.219,Sulfide Super Grade,0.5,0.219,0.219,99.47838724445101
2025-03-09,1900-01-08 06:00:00,2025-03-09 06:00:00,42,40.0,10.9,300.0,0.0,40.0,10.8,300.0,0.0,39.0,10.8,0.0,0.0,18.26,38,10.9,0.0,0.0,14.8,38.0,10.9,0.0,0.0,14.42,38.0,10.8,0.0,0.0,10.57,35.0,10.8,0.0,0.0,8.65,35,10.8,120.0,0.0,15.38,28,110.0,76.5340194702148,395.07716064453126,1619.7710539447548,0.5758703984651283,12.103929458267023,39.69101473534531,1627.0562616938928,3317.1911984303147,0.10052514303612226,12.918341021112656,52.87212928089642,0.01,0.5872983782512344,0.5034321190248008,1147.9759215048464,5.616842548010514,24,932.7782022574469,163.56006343459694,82.46527812948888,240.0,,13.68,485.9313161834265,364.8910318273346,75.09107144878838,24.908928551211616,190.0,121.04028435609189,82.54379052924882,0.17456209470751174,416.7604388759585,,3.234573356238702,,416.75320194898575,843.8059664447,0.9,Sulfide High Grade,0.208,Composite GC,0.5,0.077,0.077,84.2448044669658
2025-03-10,1900-01-09 06:00:00,2025-03-10 06:00:00,44,40.0,10.8,250.0,0.0,41.0,10.9,300.0,0.0,40.0,10.8,0.0,0.0,17.69,40,10.3,0.0,0.0,15.38,38.0,10.1,0.0,0.0,15.0,39.0,10.1,0.0,0.0,11.53,40.0,10.3,0.0,0.0,8.65,38,10.4,180.0,0.0,15.0,30,150.0,66.4591445922852,386.8824755350749,1691.849146408123,0.7755927526866461,29.062497170930794,60.82196285555444,1930.9909751129132,3707.4071656257565,0.13342848671073002,11.425422407955953,44.685136182964065,0.01,0.6522821459793516,0.721254887308403,1199.0596313997935,5.377547397265426,24,1312.1859365932287,257.64920366139296,80.3648860671136,243.33333333333334,,13.875,422.96228660203076,556.1110748438634,131.48006157038623,-31.480061570386226,100.0,-133.14878824183268,82.79657897156272,0.1720342102843728,313.738534160394,,4.170786788548001,,313.7344890672961,545.3336584184523,0.9,Sulfide High Grade,0.208,Composite GC,0.5,0.077,0.077,84.2448044669658
2025-03-11,1900-01-10 06:00:00,2025-03-11 06:00:00,43,42.0,0.0,250.0,0.0,41.0,0.0,250.0,0.0,40.0,0.0,0.0,0.0,16.34,40,0,0.0,0.0,18.26,39.0,0.0,0.0,0.0,11.53,40.0,0.0,0.0,0.0,13.4,39.0,0.0,0.0,0.0,11.53,39,0,200.0,0.0,14.42,34,140.0,79.9072265625,391.02514902750653,1681.3703730177472,0.8435480710149412,38.97766847784601,52.7976890126142,1580.3416659079314,3530.5233057615897,0.08863516385947327,17.418455915876134,53.177712663665396,0.01,0.5498700276813608,0.9956634636592009,1191.6330389133052,5.411061786168813,24,1418.3167348207928,140.07384251170248,90.12393782906318,233.33333333333334,,14.246666666666668,420.3425932544368,494.27326280662254,117.58819371117951,-17.588193711179514,110.0,-73.93066955218575,89.49257702020121,0.1050742297979878,276.60940893693356,,4.564490731865364,,276.6061298573012,498.2971625755349,0.9,Sulfide High Grade,0.208,Composite GC,0.5,0.077,0.077,84.2448044669658
2025-03-12,1900-01-11 06:00:00,2025-03-12 06:00:00,43,41.0,9.0,150.0,0.0,40.0,10.0,200.0,0.0,40.0,0.0,0.0,0.0,17.3,39,0,0.0,0.0,14.03,39.0,0.0,0.0,0.0,11.53,38.0,0.0,0.0,0.0,8.65,39.0,0.0,0.0,0.0,5.76,37,10,180.0,0.0,12.5,31,130.0,63.4318046569824,363.51128514607746,1455.5055652432363,0.5830461246751267,38.747811935277895,41.16052306933569,1330.1554117993085,2752.668421092967,0.09,21.53602738688139,55.500808725766305,0.01000000081175963,0.24765464606309837,1.0273815662837371,1031.5564896942064,6.250748324904086,24,848.6268792581487,119.71398706193776,85.89321290805812,176.66666666666666,,11.628333333333332,218.32583478648544,357.84689474208574,163.90497033575832,-63.90497033575832,20.0,-139.5210599556003,84.56382845351249,0.1543617154648751,303.006330356977,,3.644474587154867,,303.0011334931155,374.450804213976,0.9,Sulfide High Grade,0.208,Composite GC,0.5,0.077,0.077,84.2448044669658
2025-03-13,1900-01-12 06:00:00,2025-03-13 06:00:00,43,43.0,11.2,300.0,0.0,41.0,10.9,250.0,0.0,42.0,10.7,0.0,0.0,17.3,40,10.5,0.0,0.0,15.96,39.0,10.0,0.0,0.0,13.46,39.0,9.9,0.0,0.0,8.84,38.0,9.8,0.0,0.0,9.23,38,9.9,180.0,0.0,15.76,34,130.0,62.08,373.2,1350.1487128712872,1.1383931611700584,29.819884976211675,46.19363826493391,1423.4283501124867,2806.669786404556,0.08,22.245455412768152,67.69691209667444,0.010000000000299108,0.7071920420223552,0.6973247758497697,956.887215049505,6.738516199807738,24,1537.0000612952301,113.87426800899894,92.59113445232806,243.33333333333334,,13.425000000000002,405.0446138613861,364.86707223259225,90.08071203668854,9.919287963311461,170.0,40.17754162879385,92.97255089640781,0.07027449103592184,213.75157690092894,,7.67108075829478,,213.7496992570134,355.8006756104564,0.9,Sulfide Super Grade,0.219,Sulfide Super Grade,0.5,0.219,0.219,99.47838724445101
2025-03-14,1900-01-13 06:00:00,2025-03-14 06:00:00,36,41.0,10.8,200.0,0.0,42.0,10.6,250.0,0.0,41.0,10.4,0.0,0.0,16.15,40,10.3,0.0,0.0,15.38,39.0,10.3,0.0,0.0,14.42,39.0,10.2,0.0,0.0,6.7,40.0,10.1,0.0,0.0,9.6,40,10.1,150.0,0.0,14.4,30,130.0,62.1500663757324,373.88454920450846,1417.3212852503425,1.0252842044337755,24.992064419421247,44.97575033069981,1541.628214272813,2911.6502541775,0.12,19.54400542592869,70.91781372664354,0.01,0.010231404932569844,0.026312263631191775,1004.4942490737883,6.4191507377423935,24,1453.1571263749536,184.99538571273754,87.26941620041963,200.0,,12.775,283.4642570500685,378.514533043075,133.53166179826957,-33.53166179826957,70.0,-95.0502759930065,88.29592814547735,0.1170407185452265,195.06786424204418,,6.581453857286693,,195.06596168701753,276.47113952683776,0.9,Sulfide Super Grade,0.219,Sulfide Super Grade,0.5,0.219,0.219,99.47838724445101
2025-03-15,1900-01-14 06:00:00,2025-03-15 06:00:00,38,38.0,11.4,250.0,0.0,39.0,11.0,250.0,0.0,38.0,10.2,0.0,0.0,13.46,39,10.6,0.0,0.0,17.3,38.0,10.4,0.0,0.0,14.23,38.0,10.4,0.0,0.0,11.07,39.0,10.3,0.0,0.0,9.23,39,10.2,140.0,0.0,15.0,35,90.0,73.7386016845703,396.7029561360677,1188.6047698750124,1.0839096987926806,24.52387218316602,77.49054048710889,1262.6374259109857,2481.962081153734,0.12,27.24719578332201,65.66380499434436,0.010025980265485616,0.9127575846601317,3.1460319957642686,842.3966169041452,7.65435172768946,24,1288.3402380987682,151.51649110931828,88.23940395334431,213.33333333333334,,13.381666666666668,297.1511924687531,223.37658730383603,75.17270432200105,24.827295677998947,160.0,73.77460516491706,88.92896704092023,0.11071032959079775,196.8183637169738,,8.296626075613117,,196.81654791489976,274.14502458044973,0.9,Sulfide Super Grade,0.219,Sulfide Super Grade,0.5,0.219,0.219,99.47838724445101
