Date,Time,Date Time,Pre_Leach_Density_pct_w_w,Leach_Tank_01_Density_pct_w_w,Leach_Tank_01_pH,Leach_Tank_01_CN_ppm,Leach_Tank_01_DO_ppm,Leach_Tank_02_Density_pct_w_w,Leach_Tank_02_pH,Leach_Tank_02_CN_ppm,Leach_Tank_02_DO_ppm,CIL_Tank_01_Density_pct_w_w,CIL_Tank_01_pH,CIL_Tank_01_CN_ppm,CIL_Tank_01_DO_ppm,CIL_Tank_01_Carbon_gpl,CIL_Tank_02_Density_pct_w_w,CIL_Tank_02_pH,CIL_Tank_02_CN_ppm,CIL_Tank_02_DO_ppm,CIL_Tank_02_Carbon_gpl,CIL_Tank_03_Density_pct_w_w,CIL_Tank_03_pH,CIL_Tank_03_CN_ppm,CIL_Tank_03_DO_ppm,CIL_Tank_03_Carbon_gpl,CIL_Tank_04_Density_pct_w_w,CIL_Tank_04_pH,CIL_Tank_04_CN_ppm,CIL_Tank_04_DO_ppm,CIL_Tank_04_Carbon_gpl,CIL_Tank_05_Density_pct_w_w,CIL_Tank_05_pH,CIL_Tank_05_CN_ppm,CIL_Tank_05_DO_ppm,CIL_Tank_05_Carbon_gpl,CIL_Tank_06_Density_pct_w_w,CIL_Tank_06_pH,CIL_Tank_06_CN_ppm,CIL_Tank_06_DO_ppm,CIL_Tank_06_Carbon_gpl,Tailing_Density_pct_w_w,Tailing_CN_ppm,DO_Purity_pct_w_w,DO_Flow,Feed_Ton_Dry,Feed_Grade_Au_ppm,Feed_Grade_Ag_ppm,Feed_Grade_Cu_ppm,Tail_Ton_Dry,Tail_Solution_Volume_m3,Tail_Solid_Au_ppm,Tail_Solid_Ag_ppm,Tail_Solid_Cu_ppm,Tail_Solution_Au_ppm,Tail_Solution_Ag_ppm,Tail_Solution_Cu_ppm,Slurry_Volume_m3,Residence_Time_hr,Adjusted_Residence_Time_hr,Au_Input_g,Au_Tail_g,Recovery_pct,Avg_Tank_CN_ppm,Avg_Tank_DO_ppm,Avg_Tank_Carbon_gpl,NaCN_Added_Est_kg,NaCN_in_Tails_Est_kg,NaCN_Loss_pct,NaCN_Utilisation_pct,NaCN_Difference_ppm,NaCN_Difference_kg,Au_Recovery_pct,Au_Tail_to_Feed_Solid_Ratio,CN_to_Au_Ratio,DO_Carbon_Interaction,Grade_x_RT,CN_x_DO,CN_per_Grade,NaCN_per_Grade,Residence_Time_Modifier,Inferred_Sample_Type,k_fit,Sample_Type,f_fast,k_fast,k_slow,Predicted_Recovery_Kinetic
2025-01-02,1900-01-01 06:00:00,2025-01-02 06:00:00,35,35.0,11.0,300.0,0.0,35.0,10.7,300.0,0.0,34.0,10.6,0.0,0.0,16.0,34,10.4,0.0,0.0,14.0,34.0,10.4,0.0,0.0,11.0,33.0,10.4,0.0,0.0,9.0,33.0,10.4,0.0,0.0,15.0,33,10.4,210.0,0.0,19.0,21,150.0,63.3504219055176,352.1283030192057,1199.8416,0.53,10.0,71.0,1356.2,2439.7,0.03,11.1,62.8,0.01,0.872,1.81,850.3604648727273,7.582666723534785,24,635.916048,40.686,93.60198565078515,270.0,,14.0,359.95248,365.955,101.6675867881227,-1.6675867881227049,150.0,-6.002520000000004,94.33962264150944,0.056603773584905655,509.4339622641509,,4.018813363473436,,509.42435048395316,679.1428086262523,0.9,Sulfide High Grade,0.208,Composite GC,0.5,0.077,0.077,84.2448044669658
2025-01-03,1900-01-02 06:00:00,2025-01-03 06:00:00,40,40.0,10.9,350.0,0.0,42.0,10.8,350.0,0.0,40.0,10.8,0.0,0.0,15.0,40,10.7,0.0,0.0,15.2,39.0,10.7,0.0,0.0,15.2,38.0,10.7,0.0,0.0,14.8,38.0,10.6,0.0,0.0,14.0,38,10.7,280.0,0.0,12.0,25,160.0,60.75439453125,371.3124519348145,780.5872000000002,0.49,22.0,79.0,830.7,1462.1,0.04,10.6,63.3,0.01,0.681,1.42,553.2234373818184,11.655326879345102,24,382.48772800000006,33.228,91.31266245488536,326.6666666666667,,14.366666666666667,273.20552000000004,233.936,85.62638119464057,14.373618805359428,190.0,39.26952000000003,91.83673469387756,0.0816326530612245,666.6666666666667,,5.7111101708791,,666.6530615021462,557.5509071243445,1.2,Sulfide Low Grade,0.153,Composite GC,0.5,0.077,0.077,84.2448044669658
2025-01-04,1900-01-03 06:00:00,2025-01-04 06:00:00,41,39.0,10.6,300.0,0.0,38.0,10.6,300.0,0.0,36.0,10.7,0.0,0.0,16.0,37,10.6,0.0,0.0,14.6,37.0,10.6,0.0,0.0,16.2,35.0,10.5,0.0,0.0,14.6,36.0,10.5,0.0,0.0,15.0,35,10.5,290.0,0.0,13.0,26,180.0,61.2955741882324,372.5651040395101,1121.3455000000001,0.4,14.5,65.0,1013.5,2084.1,0.02,9.6,67.2,0.01,0.611,1.8,794.7281380000001,8.113466343631588,24,448.5382000000001,20.27,95.48087543045386,296.6666666666667,,14.9,336.40365,375.138,111.51424783886856,-11.514247838868556,120.0,-38.73434999999995,95.0,0.049999999999999996,741.6666666666666,,3.245386537452635,,741.64812546353,840.9881002974926,1.2,Sulfide Low Grade,0.153,Composite GC,0.5,0.077,0.077,84.2448044669658
2025-01-05,1900-01-04 06:00:00,2025-01-05 06:00:00,42,41.0,10.9,250.0,0.0,40.0,10.9,350.0,0.0,40.0,10.8,0.0,0.0,15.8,39,10.8,0.0,0.0,13.0,38.0,10.7,0.0,0.0,18.0,37.0,10.7,0.0,0.0,15.0,37.0,10.7,0.0,0.0,15.0,38,10.8,150.0,0.0,17.0,23,140.0,60.5916328430176,372.8309454600016,223.8813,0.31,13.0,48.0,165.7,311.4,0.04,11.0,67.1,0.01,0.48,1.72,158.6707831636364,40.6376011477186,24,69.403203,6.628,90.45000848159702,250.0,,15.633333333333333,55.97032500000001,43.596,77.89127542139515,22.10872457860485,110.0,12.374325000000013,87.09677419354838,0.12903225806451613,806.4516129032259,,12.597656355792765,,806.4255991742201,180.54361149640337,1.2,Sulfide Low Grade,0.153,Sulfide Low Grade,0.5,0.153,0.153,97.45744320742241
2025-01-07,1900-01-06 06:00:00,2025-01-07 06:00:00,37,40.0,10.6,350.0,0.0,40.0,10.7,300.0,0.0,39.0,10.7,0.0,0.0,17.8,38,10.7,0.0,0.0,15.0,38.0,10.6,0.0,0.0,7.0,37.0,10.7,0.0,0.0,10.0,37.0,10.7,0.0,0.0,15.0,37,10.8,250.0,0.0,17.2,24,170.0,70.52001953125,292.5846353848775,1098.9388000000001,0.37,12.5,48.0,882.0,1943.724049824337,0.04,12.4,50.1,0.01,0.511,1.71,778.847898618182,8.278895033856966,24,406.60735600000004,35.28,91.323324706403,300.0,,13.666666666666666,384.62858,330.43308847013725,85.90965561377088,14.09034438622912,180.0,54.19549152986275,89.1891891891892,0.10810810810810811,810.8108108108108,,3.0631911625270773,,810.7888975973622,1039.5086078754628,1.2,Sulfide Low Grade,0.153,Composite GC,0.5,0.077,0.077,84.2448044669658
2025-01-08,1900-01-07 06:00:00,2025-01-08 06:00:00,42,40.0,10.6,300.0,0.0,39.0,10.7,350.0,0.0,39.0,10.7,0.0,0.0,17.2,39,10.7,0.0,0.0,14.8,38.0,10.7,0.0,0.0,15.0,38.0,10.6,0.0,0.0,15.0,37.0,10.6,0.0,0.0,13.2,37,10.7,210.0,0.0,12.0,27,170.0,64.5100860595703,333.24194650650026,1103.224,0.49,19.0,48.0,1135.4,2231.6,0.03,12.3,53.7,0.01,0.431,1.75,781.8849367272728,8.246737719477398,24,540.57976,34.062000000000005,93.69898717628644,286.6666666666667,,14.533333333333333,330.96719999999993,379.372,114.62525591659842,-14.62525591659842,130.0,-48.40480000000008,93.87755102040816,0.061224489795918366,585.0340136054423,,4.040901482543925,,585.0220743794345,675.4294810309992,1.2,Sulfide Low Grade,0.153,Composite GC,0.5,0.077,0.077,84.2448044669658
2025-01-09,1900-01-08 06:00:00,2025-01-09 06:00:00,38,41.0,10.9,350.0,0.0,41.0,10.8,350.0,0.0,40.0,10.8,0.0,0.0,18.0,39,10.8,0.0,0.0,13.4,38.0,10.8,0.0,0.0,15.0,37.0,10.7,0.0,0.0,15.4,38.0,10.8,0.0,0.0,13.0,40,10.8,210.0,0.0,19.0,25,190.0,64.9129180908203,333.99076455434164,933.8154000000001,0.405,15.0,47.5,926.5588380186517,2018.2469739020137,0.029957851635905877,12.047977821443002,47.62592222212621,0.009989796429874498,0.33007873314097286,0.7095913132613969,661.8204416727274,9.742823874860848,24,378.1952370000001,27.757712201300116,92.66048075552573,303.3333333333333,,15.633333333333333,326.83539,383.4669250413826,117.32723467962957,-17.32723467962957,160.0,-56.63153504138256,92.60299959607262,0.07397000403927377,748.9711934156378,,3.9458436693186436,,748.9527007563598,806.9810375052467,1.2,Sulfide Low Grade,0.153,Composite GC,0.5,0.077,0.077,84.2448044669658
2025-01-10,1900-01-09 06:00:00,2025-01-10 06:00:00,39,40.0,10.9,300.0,0.0,39.0,10.8,300.0,0.0,40.0,10.8,0.0,0.0,18.0,39,10.7,0.0,0.0,13.0,37.0,10.7,0.0,0.0,17.0,37.0,10.7,0.0,0.0,16.0,38.0,10.7,0.0,0.0,13.0,37,10.7,220.0,0.0,18.0,25,180.0,64.3880157470703,335.4515084902445,987.9856,0.45,19.5,51.5,984.1,1891.3,0.04,14.6,46.0,0.01,0.51,0.56,700.2123397818182,9.208635200586663,24,444.59352,39.364000000000004,91.14606978527262,273.3333333333333,,15.833333333333334,296.39568,340.434,114.85794934663015,-14.85794934663015,120.0,-44.03832,91.11111111111111,0.08888888888888889,607.4074074074074,,4.143885840263999,,607.3939097649682,658.6424301682185,1.2,Sulfide Low Grade,0.153,Composite GC,0.5,0.077,0.077,84.2448044669658
2025-01-11,1900-01-10 06:00:00,2025-01-11 06:00:00,39,36.0,10.9,300.0,0.0,37.0,10.8,250.0,0.0,35.0,10.9,0.0,0.0,18.6,36,10.9,0.0,0.0,13.8,37.0,10.9,0.0,0.0,17.0,37.0,10.9,0.0,0.0,15.0,37.0,11.0,0.0,0.0,14.2,36,11,270.0,0.0,18.8,25,180.0,65.6901092529297,335.71252899169923,750.0071999999999,0.52,43.0,55.0,926.1605421564315,2058.3196685443404,0.049903709606423326,14.105595460876756,49.795396284025905,0.009991434536492474,0.590416258289075,1.2366456613634913,531.5505573818181,12.130548845174735,24,390.003744,46.21884674470214,88.1491274235813,273.3333333333333,,16.233333333333334,225.00215999999998,370.49754033798126,164.66399270921724,-64.66399270921724,120.0,-145.4953803379813,90.40313276799552,0.09596867232004486,525.6410256410256,,6.307885399490862,,525.6309173541534,432.6881406126805,0.9,Sulfide High Grade,0.208,Composite GC,0.5,0.077,0.077,84.2448044669658
2025-01-13,1900-01-12 06:00:00,2025-01-13 06:00:00,40,38.0,11.0,300.0,0.0,37.0,11.0,300.0,0.0,37.0,11.0,0.0,0.0,19.0,35,10.9,0.0,0.0,14.0,36.0,10.9,0.0,0.0,18.0,37.0,10.9,0.0,0.0,16.6,36.0,10.9,0.0,0.0,14.0,34,10.7,240.0,0.0,19.0,22,140.0,63.0533866882324,355.34034945170083,1263.6536,0.53,20.0,67.0,1348.2,3114.7,0.04,18.7,53.7,0.01,0.833,2.4,895.5857696000002,7.199757096274433,24,669.7364080000001,53.928000000000004,91.94787690263958,280.0,,16.766666666666666,379.09608,436.058,115.02572118392784,-15.025721183927843,160.0,-56.96192000000002,92.45283018867924,0.07547169811320754,528.3018867924528,,3.8158712610254497,,528.2919190203959,715.2621271296767,0.9,Sulfide High Grade,0.208,Composite GC,0.5,0.077,0.077,84.2448044669658
2025-01-14,1900-01-13 06:00:00,2025-01-14 06:00:00,41,40.0,10.6,350.0,0.0,41.0,10.5,350.0,0.0,38.0,10.8,0.0,0.0,17.2,36,10.6,0.0,0.0,16.0,35.0,10.6,0.0,0.0,8.0,37.0,10.5,0.0,0.0,16.0,36.0,10.6,0.0,0.0,14.0,36,10.6,290.0,290.0,19.0,25,300.0,61.5,338.78,936.0382,0.85,27.5,65.0,939.2,1887.9,0.05,19.3,54.2,0.01,0.779,1.5,663.3958006545455,9.719687694191043,24,795.6324699999999,46.96000000000001,94.09777733178738,330.0,290.0,15.033333333333333,327.61337,566.37,172.87755991155063,-72.87755991155063,50.0,-238.75663000000003,94.11764705882352,0.05882352941176471,388.2352941176471,4359.666666666667,8.261734540062387,95700.0,388.230726697333,385.4229597298855,0.9,Sulfide Super Grade,0.219,Sulfide High Grade,0.5,0.208,0.208,99.32079332344946
2025-01-15,1900-01-14 06:00:00,2025-01-15 06:00:00,41,41.0,10.5,350.0,0.0,40.0,10.4,300.0,0.0,39.0,10.5,0.0,0.0,17.4,40,10.5,0.0,0.0,15.0,39.0,10.4,0.0,0.0,15.6,36.0,10.4,0.0,0.0,14.6,37.0,10.5,0.0,0.0,15.2,35,10.5,270.0,0.0,13.0,0,160.0,58.8826484680176,383.10402221679686,799.94,0.38,10.5,41.0,746.0,1644.0,0.05,21.5,54.6,0.01,0.69,1.48,566.9392945454547,11.373351718669817,24,303.97720000000004,37.300000000000004,87.72934285860914,306.6666666666667,,15.133333333333333,279.979,263.04,93.94990338561108,6.05009661438892,190.0,16.938999999999965,86.8421052631579,0.13157894736842105,807.0175438596492,,4.3218736530945305,,806.996307114725,736.767453488066,1.2,Sulfide Low Grade,0.153,Composite GC,0.5,0.077,0.077,84.2448044669658
2025-01-16,1900-01-15 06:00:00,2025-01-16 06:00:00,38,38.0,10.8,400.0,0.0,41.0,10.6,350.0,0.0,39.0,10.5,0.0,0.0,17.0,38,10.5,0.0,0.0,14.2,37.0,10.5,0.0,0.0,16.2,35.0,10.4,0.0,0.0,15.2,37.0,10.4,0.0,0.0,14.6,34,10.4,220.0,0.0,12.0,25,140.0,59.5906562805176,376.17790298461915,1063.3278,0.75,24.0,66.0,1011.4,2308.9,0.045,20.6,55.0,0.01,0.8,1.6,753.609411709091,8.5561564118165,24,797.49585,45.513,94.29301105454029,323.3333333333333,,14.866666666666665,425.33112,323.246,75.99867134104835,24.00132865895165,260.0,102.08512000000002,94.0,0.06,431.1111111111111,,6.417117308862375,,431.1053630396039,567.1005986586846,0.9,Sulfide High Grade,0.208,Composite GC,0.5,0.077,0.077,84.2448044669658
2025-01-17,1900-01-16 06:00:00,2025-01-17 06:00:00,39,40.0,10.9,300.0,0.0,39.0,10.9,300.0,0.0,39.0,0.9,0.0,0.0,17.4,38,10.9,0.0,0.0,14.2,38.0,10.9,0.0,0.0,18.2,37.0,10.8,0.0,0.0,14.0,35.0,10.8,0.0,0.0,15.4,38,10.7,270.0,0.0,12.4,20,150.0,59.5703125,375.3543355308333,992.9528,0.54,21.0,76.0,972.2,2246.0,0.05,18.2,58.8,0.01,0.801,0.739,703.7327298909091,9.162569433141972,24,536.194512,48.61000000000001,90.93426006568302,290.0,,15.266666666666667,297.88584,336.9,113.09701730031881,-13.09701730031881,150.0,-39.014160000000004,90.74074074074075,0.09259259259259259,537.037037037037,,4.947787493896665,,537.0270920908872,551.630229069832,0.9,Sulfide High Grade,0.208,Composite GC,0.5,0.077,0.077,84.2448044669658
